screen_id,image_path,original_path,relative_path,instance_id,content_id,vision_domain,legacy_screen_state,asset_type,representation,source_root,source_session,width,height,dataset_role,annotation_completeness,proposal_source,template_name,event_json,event_id,timestamp,screen_change_score,positive_bbox_count,split_group,split
vis_det_v2_000196,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000196.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100153_776\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100153_776\pre_click.png,file_2ebce35188188b1d,asset_7a3695d5a343e001,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100153_776:pre_click,train
vis_det_v2_000197,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000197.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100158_460\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100158_460\pre_click.png,file_f64d2b622dae519b,asset_113c734a8adfaa2e,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100158_460:pre_click,train
vis_det_v2_000198,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000198.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100205_161\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100205_161\pre_click.png,file_afea09ba9f9e5bb2,asset_753f965a3797b8da,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,3,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100205_161:pre_click,train
vis_det_v2_000199,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000199.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100239_197\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100239_197\pre_click.png,file_c5cc00eb3b91ce65,asset_d17ff2e53658bea2,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,540,960,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100239_197:pre_click,train
vis_det_v2_000200,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000200.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100245_077\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100245_077\pre_click.png,file_5617e66e00e37e98,asset_7a6ade96a6aea532,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,540,960,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100245_077:pre_click,train
vis_det_v2_000201,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000201.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100251_508\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100251_508\pre_click.png,file_908ed2a06166f668,asset_c979a67015df8131,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,540,960,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100251_508:pre_click,train
vis_det_v2_000202,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000202.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100256_410\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100256_410\pre_click.png,file_15ea449a75832a30,asset_3c829e9e6ac64fb0,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100256_410:pre_click,train
vis_det_v2_000203,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000203.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100303_038\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100303_038\pre_click.png,file_d092fcfcf9271b71,asset_15e68c0b3c823056,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,2,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100303_038:pre_click,train
vis_det_v2_000204,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000204.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100320_770\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100320_770\pre_click.png,file_09faf2cefbf35bfe,asset_ca0de173c996fb3c,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100320_770:pre_click,train
vis_det_v2_000205,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000205.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100337_411\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100337_411\pre_click.png,file_b623b70c7593f5b5,asset_731332d71f455c01,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100337_411:pre_click,val
vis_det_v2_000206,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000206.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100342_222\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100342_222\pre_click.png,file_277e6511c8653fa7,asset_6d7842beb0c44196,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100342_222:pre_click,val
vis_det_v2_000207,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000207.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100348_829\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100348_829\pre_click.png,file_c3f867aec741da1f,asset_9eb840bb4a6e9aa3,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100348_829:pre_click,train
vis_det_v2_000208,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000208.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100418_808\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100418_808\pre_click.png,file_b720896dda0cc515,asset_29f109f1f74e4650,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100418_808:pre_click,test
vis_det_v2_000209,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000209.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100423_880\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100423_880\pre_click.png,file_6d79b8e21dbd1766,asset_4d59e91b4341b883,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100423_880:pre_click,train
vis_det_v2_000210,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000210.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100430_513\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100430_513\pre_click.png,file_1512a496da3ac94d,asset_5c79abe051e20b85,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100430_513:pre_click,val
vis_det_v2_000211,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000211.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100449_098\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100449_098\pre_click.png,file_7b76e46ce585b9fb,asset_5f484ae591b6aad8,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100449_098:pre_click,train
vis_det_v2_000212,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000212.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100453_870\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100453_870\pre_click.png,file_a8cfb17cb53c698c,asset_b68a2e3cb320d985,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100453_870:pre_click,train
vis_det_v2_000213,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000213.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101341_799\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101341_799\pre_click.png,file_6b9efd2ddbf14bc1,asset_30eb5ea53b507213,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101341_799:pre_click,train
vis_det_v2_000214,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000214.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101411_699\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101411_699\pre_click.png,file_16c75175160f6cd9,asset_87a7688bd140cc86,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101411_699:pre_click,train
vis_det_v2_000215,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000215.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101416_611\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101416_611\pre_click.png,file_28e0578f76ab9490,asset_ce1685538fba37c1,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101416_611:pre_click,train
vis_det_v2_000216,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000216.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101422_067\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101422_067\pre_click.png,file_7f7cc2a752c290de,asset_92b6b8dcae627956,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101422_067:pre_click,test
vis_det_v2_000217,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000217.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101447_640\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101447_640\pre_click.png,file_7e979075738f4fd1,asset_6a5a49477f9ac51d,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101447_640:pre_click,train
vis_det_v2_000218,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000218.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101452_479\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101452_479\pre_click.png,file_202369c2ba18b8a8,asset_666fa9941dbf43c8,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101452_479:pre_click,train
vis_det_v2_000219,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000219.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101458_434\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101458_434\pre_click.png,file_0b84730eb8e78244,asset_0d460d22bdf818b9,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101458_434:pre_click,test
vis_det_v2_000220,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000220.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101532_986\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101532_986\pre_click.png,file_dce70e83cdd80ace,asset_316e782d3954179d,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,540,960,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101532_986:pre_click,train
vis_det_v2_000221,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000221.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101543_016\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101543_016\pre_click.png,file_cafad58633c716cd,asset_956196dfbce26c56,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101543_016:pre_click,val
vis_det_v2_000222,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000222.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101548_925\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101548_925\pre_click.png,file_469d0e4deeb1bbe4,asset_3a36920dc4d847ff,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101548_925:pre_click,train
vis_det_v2_000223,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000223.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101619_423\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101619_423\pre_click.png,file_60024493be57d7bb,asset_6f31431a8fa2bde1,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101619_423:pre_click,train
vis_det_v2_000224,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000224.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101624_405\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101624_405\pre_click.png,file_eef385cd6da742db,asset_fdf0da1c4dd216a9,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101624_405:pre_click,train
vis_det_v2_000225,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000225.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101630_832\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101630_832\pre_click.png,file_0d813f9f799e61f1,asset_6b4c19cb5f3c16b9,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101630_832:pre_click,train
vis_det_v2_000226,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000226.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101657_337\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101657_337\pre_click.png,file_dd7c86b4469cb911,asset_c1212285bd9bd946,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101657_337:pre_click,train
vis_det_v2_000227,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000227.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101702_582\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101702_582\pre_click.png,file_5957661e271df6d6,asset_250fdaa293a2a2c4,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101702_582:pre_click,train
vis_det_v2_000228,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000228.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103201_251\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103201_251\pre_click.png,file_fa4a0b282f3e3fb0,asset_c214e16bf65e4d9c,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,4,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103201_251:pre_click,train
vis_det_v2_000229,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000229.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103217_819\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103217_819\pre_click.png,file_36fa3db47d9aa077,asset_23c11ca252a79917,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103217_819:pre_click,train
vis_det_v2_000230,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000230.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103222_590\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103222_590\pre_click.png,file_7f2cb3a1abc98d63,asset_c2114016ebec6d27,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103222_590:pre_click,train
vis_det_v2_000231,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000231.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103229_215\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103229_215\pre_click.png,file_9784c0b9af38fd53,asset_698441abe6868c44,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,4,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103229_215:pre_click,test
vis_det_v2_000232,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000232.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103309_076\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103309_076\pre_click.png,file_71187a594ac62775,asset_8f12b42d0ca2b4d8,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103309_076:pre_click,train
vis_det_v2_000233,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000233.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103316_281\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103316_281\pre_click.png,file_59713b03f8596456,asset_0708cb1550a35190,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,3,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103316_281:pre_click,train
vis_det_v2_000234,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000234.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103334_541\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103334_541\pre_click.png,file_112e4d98d4d3187e,asset_a22015a39ceeea98,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103334_541:pre_click,train
vis_det_v2_000235,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000235.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103339_362\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103339_362\pre_click.png,file_e8283bd2fd1937ff,asset_9bec455be1a9ff9f,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103339_362:pre_click,train
vis_det_v2_000236,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000236.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103346_364\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103346_364\pre_click.png,file_0b66694597b54f68,asset_1a8f1057dabc1298,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,2,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103346_364:pre_click,val
vis_det_v2_000237,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000237.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103404_419\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103404_419\pre_click.png,file_e6f7ba990a948524,asset_88fa02004a9414b1,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103404_419:pre_click,test
vis_det_v2_000238,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000238.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103409_095\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103409_095\pre_click.png,file_db49bf887e265597,asset_ea9db94b7ce859c8,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103409_095:pre_click,train
vis_det_v2_000239,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000239.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103415_721\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103415_721\pre_click.png,file_ce25688a8105327b,asset_034c95ebeeafb59d,shared,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103415_721:pre_click,val
vis_det_v2_000240,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000240.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103437_228\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103437_228\pre_click.png,file_da864522afdb89d0,asset_a8c046362b7c3a83,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103437_228:pre_click,test
vis_det_v2_000241,vision_platform\ads\datasets\detector\visual_candidate_v2_20260719\images\vis_det_v2_000241.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103453_684\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103453_684\pre_click.png,file_34b9a227728e3bfe,asset_bd867d8ca4f950a1,ads,actionable,clean_fullscreen,raw,vision_platform\ads\runtime_collection,,960,540,manual_positive,partial_annotation,,,,,,,1,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_103453_684:pre_click,val
