instance_id,content_id,original_path,relative_path,vision_domain,families,trace_status,parent_instance_id,parent_content_id,parent_path,bbox_id,bbox,bbox_x,bbox_y,bbox_w,bbox_h
file_84a8d2e130401c22,asset_d66a3b4c3a54e582,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092504_003\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092504_003\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092504_003\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_b651671549196160,asset_00f7d7b29ed47ea4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085844_232\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085844_232\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085844_232\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_89f5783d6a5d01a2,asset_5e68128f2f5b8dab,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085715_383\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085715_383\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085715_383\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_fbaa02f8549aa9f7,asset_fe628b894f9e9d17,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092939_863\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092939_863\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092939_863\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_3812d68168c166a4,asset_b1f9c1b9f8fac2f0,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100456_732\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100456_732\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100456_732\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_a5745491741dd931,asset_d94098ff97a6d4e1,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103115_232\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103115_232\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103115_232\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_da898d64ad5b3d30,asset_2b0bcfa2d943e368,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103403_052\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103403_052\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103403_052\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_8fa1a19595654b28,asset_b0b35ce09c8f69e6,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100125_922\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100125_922\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100125_922\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_02ce57272c84b6f5,asset_6e8a5d255426a167,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103520_712\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103520_712\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103520_712\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_8bd6e958d40d0a1b,asset_3911db3a08d8407c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090311_972\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090311_972\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090311_972\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_4170949ace142843,asset_9e94bd7f0e647f3d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_093009_136\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_093009_136\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_093009_136\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_6c9d7fd2cf8b2a09,asset_263d9bbf7a74f119,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102305_939\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102305_939\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102305_939\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_e41974232e7b3369,asset_25a22f5df74ffae1,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_132613_620\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_132613_620\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_132613_620\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_92496cc044399074,asset_ff4135452321c27d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092403_554\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092403_554\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092403_554\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_74e06e5ceb318bc4,asset_7ea505252b3da083,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085745_144\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085745_144\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085745_144\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_62c3dd3102650707,asset_a6a1a807225333d3,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102143_549\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102143_549\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102143_549\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_ef413d45fecc7350,asset_fb6f9655e9c30e97,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080545_818\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080545_818\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080545_818\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_d47e518578ccb400,asset_052743a3536937ab,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081300_633\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081300_633\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081300_633\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_f17f0597f4a960bf,asset_28434918920405bd,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080500_682\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080500_682\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080500_682\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_fa231e96cc4ad879,asset_7fd813ce3578ef46,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080823_970\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080823_970\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080823_970\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_11d37ff21c14074b,asset_cbed584f4a7a79fc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_095051_741\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095051_741\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_095051_741\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_8530abf2f6494c7a,asset_963baf19279319e4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081523_978\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081523_978\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081523_978\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_2099c897741bb7ac,asset_3f76ae4068c4ab21,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081934_414\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081934_414\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081934_414\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_e3f93854a48c596e,asset_ebe1049d4839024b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082100_584\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082100_584\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082100_584\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_8d4e790d85b34365,asset_122938791c6b146a,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092333_686\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092333_686\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092333_686\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_a13826c1f7dc3962,asset_a58eabf57128a6da,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085645_842\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085645_842\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085645_842\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_a74329e46e350a11,asset_003f01a0aee6b9bc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081621_578\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081621_578\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081621_578\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_1d474dd251495027,asset_64468130aeae340f,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081719_192\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081719_192\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081719_192\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_8c24b44569d0efa9,asset_ef8824e2b0e42aaf,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080907_353\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080907_353\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080907_353\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_9036c20d93a62e90,asset_bac6666a761e1adc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082129_269\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082129_269\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082129_269\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_889c5f7849e9e56b,asset_3666987badf94225,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082003_150\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082003_150\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082003_150\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_3fb8b5064903ca0c,asset_11db72d833ab9f3d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081650_337\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081650_337\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081650_337\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_096cbf9643228a54,asset_056a75a95fd0004a,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080308_161\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080308_161\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080308_161\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_25f3ac1b552bd237,asset_d3a2423f432b3a89,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081029_964\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081029_964\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081029_964\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_4b3f40d609b103c8,asset_3da5069be36e1858,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080405_663\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080405_663\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080405_663\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_18b5612cf996a0e2,asset_e6692a08aff865cc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081154_299\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081154_299\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081154_299\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_a0e42b51ed07b933,asset_b4c1b399a527bf19,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092304_232\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092304_232\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092304_232\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_15d57ab21d089397,asset_737da74c398dd713,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081552_811\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081552_811\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081552_811\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_7ba37ba4e13e658e,asset_649ddbb0bb1f8942,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082031_822\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082031_822\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082031_822\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_f9a4d13ef3124789,asset_97db52526fea1d31,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_094928_844\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_094928_844\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_094928_844\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_396637fffb08b166,asset_6464ee682b6e9539,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102018_720\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102018_720\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102018_720\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_5aae88bba4e0d939,asset_5c41eb2044704344,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085616_610\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085616_610\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085616_610\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_4779a278b028aa94,asset_93e8a1c52eeed49d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100253_288\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100253_288\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100253_288\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_0e55e2d594079fed,asset_56d393572f6f818f,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103240_006\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103240_006\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103240_006\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_dd15bfd220012da9,asset_5d8ca4120212a47b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103609_541\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103609_541\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103609_541\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_d86e984d901f001c,asset_054e2d14776c7eaa,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092841_138\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092841_138\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092841_138\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_0d067cdbf10452a5,asset_dea8ae9d91e5e666,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090213_965\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090213_965\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090213_965\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_f9f17c7bbbe70566,asset_28ce3027c4b3f3b5,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090409_815\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090409_815\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090409_815\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_a2e7dd396ff48987,asset_f6644fda6fd59f54,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_093038_210\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_093038_210\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_093038_210\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_5127788b0383ad92,asset_ab19bac3e1d1fc80,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092910_536\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092910_536\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092910_536\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_c4b10a260a8dd4ba,asset_ec0f3962ae857614,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100337_863\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100337_863\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100337_863\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_e48611eca572140a,asset_2a225f2e94246f95,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090242_795\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090242_795\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090242_795\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_a6dbca664e932053,asset_fe9d31d6ed9b602d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100202_021\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100202_021\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100202_021\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_ce79f73ed3186b0d,asset_49afee44f4eb1fa6,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090340_942\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090340_942\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090340_942\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
file_22c6d5ea5f4ac98b,asset_13567d4eacd981a8,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085925_098\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085925_098\crops\bbox.png,ads,x_mark,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085925_098\pre_click.png,,"[877.0, 20.0, 75.0, 33.0]",877.000,20.000,75.000,33.000
file_819590d43e808e84,asset_de74d2f098c11963,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080848_828\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080848_828\crops\bbox.png,ads,arrow,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080848_828\pre_click.png,,"[30.0, 29.0, 74.0, 23.0]",30.000,29.000,74.000,23.000
file_e220e13fef12d437,asset_7b686d6471fd540c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100319_204\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100319_204\crops\bbox.png,ads,arrow,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100319_204\pre_click.png,,"[30.0, 29.0, 74.0, 23.0]",30.000,29.000,74.000,23.000
file_abe392545a8d5177,asset_55fbb5e834c0e298,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100156_787\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100156_787\crops\bbox.png,ads,x_mark,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100156_787\pre_click.png,,"[911.0, 25.0, 40.0, 33.0]",911.000,25.000,40.000,33.000
file_20bbead1e685ba75,asset_1ff75886bdde89cb,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_132517_247\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_132517_247\crops\bbox.png,ads,got,traceable_parent_bbox,,,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_132517_247\pre_click.png,,"[414.0, 134.0, 139.0, 47.0]",414.000,134.000,139.000,47.000
