image_path,families,label_x_mark,label_play_triangle,label_google_play,label_next,label_free,label_got,label_arrow,review_status,group_key,source_screen,instance_id,content_id,original_path,relative_path,vision_domain,asset_type,asset_role,image_scope,representation,source_root,split,label_source,weak_label_rule,event_id,proposal_source,template_name,bbox_crop,event_dir
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00260_negative_asset_eb97ceb55f4e3a71.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_eb97ceb55f4e3a71,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_55bb3584d97807f9,asset_eb97ceb55f4e3a71,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_007_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_007_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00261_negative_asset_88bc719ba426bdc6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_88bc719ba426bdc6,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_112b5abe67e3cc0f,asset_88bc719ba426bdc6,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_008_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_008_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00262_negative_asset_b70dd35d3ff8880c.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_b70dd35d3ff8880c,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_cc3f8cea13fd325a,asset_b70dd35d3ff8880c,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_009_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_009_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00263_negative_asset_cff2d061898fa1b2.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_cff2d061898fa1b2,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_1e932f7b9b49ad39,asset_cff2d061898fa1b2,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_010_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_010_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00264_negative_asset_cb5024712c95a9d0.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_cb5024712c95a9d0,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_a163ba495a0fa0b9,asset_cb5024712c95a9d0,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_011_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_011_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00265_negative_asset_d0037435e0388512.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_d0037435e0388512,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_2ac5cefc79d445ab,asset_d0037435e0388512,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_012_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_012_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00266_negative_asset_4842d194283aab15.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_4842d194283aab15,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_68ca6b6319c215b4,asset_4842d194283aab15,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_013_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_013_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00267_negative_asset_fe3886169f08488f.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_fe3886169f08488f,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_e99ec0ee0c7730ff,asset_fe3886169f08488f,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_014_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_014_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00268_negative_asset_4a0e872bb1dd2aec.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_4a0e872bb1dd2aec,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_320d308488e3711c,asset_4a0e872bb1dd2aec,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_015_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_015_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00269_negative_asset_164074a31b9b9943.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_164074a31b9b9943,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_d0490a5af43affcc,asset_164074a31b9b9943,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_016_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_016_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00270_negative_asset_5bbd18c0ab88ac19.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_5bbd18c0ab88ac19,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_41cfbd217f96f572,asset_5bbd18c0ab88ac19,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_017_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_017_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00271_negative_asset_2c92c20775acda6b.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_2c92c20775acda6b,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_510bde59528a06e8,asset_2c92c20775acda6b,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_018_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_018_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00272_negative_asset_866a28d1c5357282.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_866a28d1c5357282,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_b1a43845dd580dbb,asset_866a28d1c5357282,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_019_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0026_019_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00273_negative_asset_486faf47db84a8fd.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_486faf47db84a8fd,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_11e19fd0b27654b9,asset_486faf47db84a8fd,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_001_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_001_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00274_negative_asset_af3e23533898db55.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_af3e23533898db55,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_ef7a40d07f5c3bf0,asset_af3e23533898db55,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_002_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_002_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00275_negative_asset_48a4509e9b1c3618.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_48a4509e9b1c3618,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_2edd06cca6ebb09f,asset_48a4509e9b1c3618,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_003_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_003_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00276_negative_asset_a49e1ac7301ca334.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_a49e1ac7301ca334,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_7c62809ed21b0e9f,asset_a49e1ac7301ca334,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_004_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_004_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00277_negative_asset_8db1fa48142c43a5.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_8db1fa48142c43a5,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_b1eb2157d4731f90,asset_8db1fa48142c43a5,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_005_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_005_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00278_negative_asset_aa95ccbd3e3c7d94.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_aa95ccbd3e3c7d94,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_19f1d60b57c8932a,asset_aa95ccbd3e3c7d94,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_006_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_006_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00279_negative_asset_a4cfd7dd128cf5f6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_a4cfd7dd128cf5f6,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_983283004265ed52,asset_a4cfd7dd128cf5f6,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_007_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_007_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00280_negative_asset_565c6f322b64bbca.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_565c6f322b64bbca,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_d2a5bd4ad824db36,asset_565c6f322b64bbca,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_008_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_008_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00281_negative_asset_b663eaec3b0a7db6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_b663eaec3b0a7db6,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_2dae61b001ae1705,asset_b663eaec3b0a7db6,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_009_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0027_009_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00282_negative_asset_74fc6e135bb3606a.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_74fc6e135bb3606a,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_c50d452993e6bf4e,asset_74fc6e135bb3606a,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_001_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_001_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00283_negative_asset_3e898249c55c1121.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_3e898249c55c1121,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_e2063c9bc70236df,asset_3e898249c55c1121,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_002_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_002_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00284_negative_asset_89c9eaf0e86764d3.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_89c9eaf0e86764d3,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_73fe82ea402ad997,asset_89c9eaf0e86764d3,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_003_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_003_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00285_negative_asset_8153bfa737746b7a.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_8153bfa737746b7a,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_251b9fba035f8220,asset_8153bfa737746b7a,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_004_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_004_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00286_negative_asset_ae4ef7535067a480.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_ae4ef7535067a480,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_8e47bda5c0a61d18,asset_ae4ef7535067a480,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_005_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_005_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00287_negative_asset_c0a2597efbcc86af.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c0a2597efbcc86af,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_d1d1a14a230e10e4,asset_c0a2597efbcc86af,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_006_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_006_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00288_negative_asset_1c15db447481be43.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_1c15db447481be43,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_1a683ac8aed8156b,asset_1c15db447481be43,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_007_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0028_007_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00289_arrow_asset_8a405ab7fdc540ad.png,arrow,0,0,0,0,0,0,1,reviewed,content:asset_8a405ab7fdc540ad,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_fbe9b62828150c24,asset_8a405ab7fdc540ad,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_001_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_001_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00290_negative_asset_1f3a5fcab8a7e85b.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_1f3a5fcab8a7e85b,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_65decf57e703516c,asset_1f3a5fcab8a7e85b,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_002_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_002_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00291_negative_asset_46ef8502e460c053.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_46ef8502e460c053,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_f67ef98e56f9abca,asset_46ef8502e460c053,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_003_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_003_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00292_negative_asset_65b382a725a1cdf5.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_65b382a725a1cdf5,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_a513315be593a71c,asset_65b382a725a1cdf5,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_004_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_004_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00293_negative_asset_3353a5949315d808.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_3353a5949315d808,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_ae1a04d4d1f05738,asset_3353a5949315d808,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_005_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_005_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00294_negative_asset_20e61e716c8f3ec5.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_20e61e716c8f3ec5,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_a4137e528542241b,asset_20e61e716c8f3ec5,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_006_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_006_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00295_negative_asset_a4d43b19a8a4c204.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_a4d43b19a8a4c204,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_6346f8a367458b22,asset_a4d43b19a8a4c204,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_007_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_007_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00296_negative_asset_cd871e304f161f5d.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_cd871e304f161f5d,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_cee4c5f84c0525ff,asset_cd871e304f161f5d,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_008_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_008_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset_plus_20260719_20260720_weak\images\vf_00297_negative_asset_c930a5a45207a7d2.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_c930a5a45207a7d2,vision_platform/ads/collections/close_x_proposal_collection_pilot_20260720_latest30/crops/raw_bbox,file_31e7742215d48e9d,asset_c930a5a45207a7d2,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_009_bbox.png,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_009_bbox.png,ads,,candidate_crop,crop,unknown,vision_platform\ads\collections,,human_review,,,,,,
