image_path,families,label_x_mark,label_play_triangle,label_google_play,label_next,label_free,label_got,label_arrow,split,group_key,instance_id,content_id,relative_path,is_confirmed_strong_hard_negative,review_status,source_screen,original_path,vision_domain,asset_type,asset_role,image_scope,representation,source_root,pool_status,pool_role,is_none_of_the_above,hard_negative_source,evaluation_status
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_009.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_b6e3171903831473,asset_synth_next_a126bd47689744e4,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_009.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_010.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_e16dfba00467b7f9,asset_synth_next_69c3eef2fe78336f,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_010.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_011.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_ccd9ed3af3e92eda,asset_synth_next_a74ffe146a1ad987,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_011.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_012.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_e48777a604cbedf3,asset_synth_next_fd999c03e009ff11,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_012.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_013.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_acabe74c182f89ae,asset_synth_next_acc249e390fb929c,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_013.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_014.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_736a348b69c95a66,asset_synth_next_192bd57cd01fef48,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_014.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_015.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_13a12cb5ad68b3f1,asset_synth_next_5db16a34d43bd855,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_015.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_016.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_4f423aa027e51a20,asset_synth_next_19717d92116e0f45,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_016.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_017.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_82c02666448c77d2,asset_synth_next_634e97ac7c04141e,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_017.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_018.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_694b29c047a5e734,asset_synth_next_349277c414580b19,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_018.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_019.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_ec70e9fba79ea642,asset_synth_next_81f7106a75957333,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_019.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_020.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_830a669128707669,asset_synth_next_7305a34f4e3a2d59,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_020.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_021.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_20ea1fa35e61f690,asset_synth_next_704630b7797dad20,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_021.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_022.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_25d2112b840686d6,asset_synth_next_5f387f0a107e42a2,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_022.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_023.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_03f6be0745d30f24,asset_synth_next_795e9ede0b1b0a70,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_023.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_024.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_d5c80e42f6fdac2f,asset_synth_next_2ac7353d99788ad9,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_024.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_025.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_5176584d300cb034,asset_synth_next_a815c08cb98b6a5e,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_025.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_026.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_f20be13d9c7fec95,asset_synth_next_5118adf44922a542,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_026.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_027.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_445b75a4c500bbad,asset_synth_next_6c6cac019ddc159a,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_027.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_028.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_74a77ba936a38692,asset_synth_next_65cdca0d6fb13f50,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_028.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_029.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_1cb77f3034b09b56,file_synth_next_a88e21c2e7cc15ea,asset_synth_next_42653e31b81e9d40,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_1cb77f3034b09b56_029.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_000.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_0c39190c7e014685,asset_synth_next_970c4ce68391437b,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_000.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_001.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_bff4531d7a5f40b0,asset_synth_next_3fa4564e5fa93c6a,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_001.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_002.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_92455a1b2f5d4d57,asset_synth_next_74d108bc3f539805,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_002.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_003.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_75e51395787479ba,asset_synth_next_52fb8f5198171efb,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_003.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_004.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_24d6ead81930caf5,asset_synth_next_09b3a55528925bed,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_004.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_005.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_64788b2aa98a300a,asset_synth_next_bef7cf2884ff97e2,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_005.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_006.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_44f08f39cad6878b,asset_synth_next_46c3dcc5ea5b3e40,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_006.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_007.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_a567f609673d4df7,asset_synth_next_99f12f4a8da6de64,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_007.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_008.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_4501a6d0a444fec9,asset_synth_next_b2ab3dab21e80e14,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_008.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_009.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_7fe021912afc55fa,asset_synth_next_8e90fc9a719cf68e,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_009.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_010.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_3e83be3303c8c0d9,asset_synth_next_ad3f200176c65a6b,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_010.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_011.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_fa25b82aafced5cf,asset_synth_next_c2e6be7273db9489,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_011.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_012.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_301ebe55a800ed88,asset_synth_next_e3d17743643cdf22,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_012.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_013.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_64dd2cf830862aab,asset_synth_next_8d1eab9e1d941982,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_013.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_014.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_a822a271ae3da747,asset_synth_next_4e6a81d7af0f9f61,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_014.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_015.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_29f0e08c132c89e2,asset_synth_next_3c6e5752896c53ae,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_015.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_016.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_45cec6bc2870d8a9,asset_synth_next_ede817e920337f92,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_016.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_017.png,next,0,0,0,1,0,0,0,train,synthetic_next:file_8aa403fa0a5d2da9,file_synth_next_684d4b02a60c0cab,asset_synth_next_fb8cc6cde619a1fe,vision_platform\ads\pilot\visual_family_smoke_20260719\next_tight_aug\seed42_30x\images\synth_next_file_8aa403fa0a5d2da9_017.png,0,synthetic,,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00046_next_asset_6e9c3a68167cfe89.png,ads,crop,candidate_crop,crop,raw,synthetic_next_tight_bbox,trainable,synthetic_next_train_only,0,,synthetic_train_only_not_for_eval
