distance,content_id_a,families_a,path_a,image_a,content_id_b,families_b,path_b,image_b
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000123.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00198_free_asset_05e39c545c2d589c.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000124.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00199_free_asset_3ace1f0522c58233.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000125.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00200_free_asset_0a4e900ac50de596.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000128.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00203_free_asset_05e39c545c2d589c.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000129.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00204_free_asset_3ace1f0522c58233.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000130.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00205_free_asset_0a4e900ac50de596.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000133.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00208_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_966793a379a174df,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000134.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00209_free_asset_966793a379a174df.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000137.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00212_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000141.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00216_free_asset_0f4b94e17468addc.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000159.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00234_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000162.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00237_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000167.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00242_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000170.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00245_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000175.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00250_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000179.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00254_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000185.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00260_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000186.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00261_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000187.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00262_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000195.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00270_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000200.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00275_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000205.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00280_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000208.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00283_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000211.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00286_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000214.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00289_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000217.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00292_free_asset_1efd56983e8a2be7.png
0,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png,asset_1efd56983e8a2be7,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000220.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00295_free_asset_1efd56983e8a2be7.png
0,asset_b3e20e7760a44b0a,arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080258_516\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00855_arrow_asset_b3e20e7760a44b0a.png,asset_ff5fa003b27b535b,arrow|next,vision_platform\ads\runtime_collection\click_success\click_success_20260713_094919_639\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00987_arrow_next_asset_ff5fa003b27b535b.png
0,asset_b3e20e7760a44b0a,arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080258_516\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00855_arrow_asset_b3e20e7760a44b0a.png,asset_ff5fa003b27b535b,arrow|next,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102134_709\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01024_arrow_next_asset_ff5fa003b27b535b.png
0,asset_b3e20e7760a44b0a,arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080258_516\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00855_arrow_asset_b3e20e7760a44b0a.png,asset_ff5fa003b27b535b,arrow|next,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103231_073\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01045_arrow_next_asset_ff5fa003b27b535b.png
0,asset_de74d2f098c11963,arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080848_828\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00868_arrow_asset_de74d2f098c11963.png,asset_7b686d6471fd540c,arrow|next,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100319_204\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01015_arrow_next_asset_7b686d6471fd540c.png
0,asset_cc988facf7de4b10,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102516_921\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01034_got_asset_cc988facf7de4b10.png,asset_4d6685ea797b7292,got|x_mark,vision_platform\ads\runtime_collection\click_success\click_success_20260713_135039_335\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01065_got_x_mark_asset_4d6685ea797b7292.png
0,asset_1ff75886bdde89cb,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_132517_247\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01060_got_asset_1ff75886bdde89cb.png,asset_fbc8aa9f5506c36f,got|x_mark,vision_platform\ads\runtime_collection\click_success\click_success_20260713_163205_424\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01092_got_x_mark_asset_fbc8aa9f5506c36f.png
0,asset_6f98cd8786ef6aa9,got|x_mark,vision_platform\ads\runtime_collection\click_success\click_success_20260713_135109_301\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01068_got_x_mark_asset_6f98cd8786ef6aa9.png,asset_91f479ecaa1bfa86,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_135813_823\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01077_got_asset_91f479ecaa1bfa86.png
0,asset_c9fd61a5d932e963,got|x_mark,vision_platform\ads\runtime_collection\click_success\click_success_20260713_135139_606\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01071_got_x_mark_asset_c9fd61a5d932e963.png,asset_91f479ecaa1bfa86,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_135813_823\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01077_got_asset_91f479ecaa1bfa86.png
0,asset_91f479ecaa1bfa86,got,vision_platform\ads\runtime_collection\click_success\click_success_20260713_135813_823\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01077_got_asset_91f479ecaa1bfa86.png,asset_a7d9dca074810b98,got|x_mark,vision_platform\ads\runtime_collection\click_success\click_success_20260713_135913_569\crops\bbox.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_01083_got_x_mark_asset_a7d9dca074810b98.png
1,asset_7dbc3094aa7539f0,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_042257_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00001_google_play_asset_7dbc3094aa7539f0.png,asset_e4368f59b3fb23a5,next,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000088.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00163_next_asset_e4368f59b3fb23a5.png
1,asset_ee02f730b82612e5,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_045709_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00009_google_play_asset_ee02f730b82612e5.png,asset_085f1c813551e8c9,free|play_triangle,ads2\assets\1_templates\備份\btn_free_ad.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00067_free_play_triangle_asset_085f1c813551e8c9.png
1,asset_ee02f730b82612e5,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_045709_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00009_google_play_asset_ee02f730b82612e5.png,asset_b9f13ebbb5033ec5,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000004.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00079_free_asset_b9f13ebbb5033ec5.png
1,asset_ee02f730b82612e5,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_045709_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00009_google_play_asset_ee02f730b82612e5.png,asset_dbb710b56346500c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000007.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00082_free_asset_dbb710b56346500c.png
1,asset_ee02f730b82612e5,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_045709_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00009_google_play_asset_ee02f730b82612e5.png,asset_b9f13ebbb5033ec5,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000010.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00085_free_asset_b9f13ebbb5033ec5.png
1,asset_ee02f730b82612e5,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_045709_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00009_google_play_asset_ee02f730b82612e5.png,asset_b9f13ebbb5033ec5,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000080.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00155_free_asset_b9f13ebbb5033ec5.png
1,asset_ee02f730b82612e5,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_045709_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00009_google_play_asset_ee02f730b82612e5.png,asset_b9f13ebbb5033ec5,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000126.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00201_free_asset_b9f13ebbb5033ec5.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_bddb4860eddcb148,play_triangle,ads2\assets\1_templates\備份\got_8.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00075_play_triangle_asset_bddb4860eddcb148.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000001.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00076_free_asset_05e39c545c2d589c.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000002.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00077_free_asset_3ace1f0522c58233.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000003.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00078_free_asset_0a4e900ac50de596.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000008.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00083_free_asset_3ace1f0522c58233.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000009.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00084_free_asset_0a4e900ac50de596.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000013.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00088_free_asset_05e39c545c2d589c.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000014.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00089_free_asset_3ace1f0522c58233.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000015.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00090_free_asset_0a4e900ac50de596.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000018.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00093_free_asset_0f4b94e17468addc.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_966793a379a174df,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000019.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00094_free_asset_966793a379a174df.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000022.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00097_free_asset_0f4b94e17468addc.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_0f4b94e17468addc,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000025.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00100_free_asset_0f4b94e17468addc.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000028.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00103_free_asset_05e39c545c2d589c.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000029.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00104_free_asset_3ace1f0522c58233.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_0a4e900ac50de596,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000030.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00105_free_asset_0a4e900ac50de596.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_a2b1e091a21628ed,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000031.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00106_free_asset_a2b1e091a21628ed.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_05e39c545c2d589c,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000034.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00109_free_asset_05e39c545c2d589c.png
1,asset_d67b35832487e707,google_play,ads2\assets\1_templates\close_icons\ad_issue_20260606_083435_roi_0.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png,asset_3ace1f0522c58233,free,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000035.png,vision_platform\ads\pilot\visual_family_smoke_20260719\dataset\images\vf_00110_free_asset_3ace1f0522c58233.png
