image_path,label,review_status,source_screen,source_session,ad_source,icon_family,reject_type,candidate_score,geometry_score,bbox,source_type,original_name,split
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00062_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000809_score_0.912_x118_y312_w16_h17_log__20260711_154545_35900_kingdom_vault__000001_20260711_154547_before_swipe_86_430_86_130_420.png.png,20260711_154545_35900,unknown_ad_source,unknown_family,,0.912000,0.912000,"48,48,16,17",manifest_bbox_negative,cand_000050.png,val
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00063_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000811_score_0.911_x45_y119_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000018_20260711_105249_after_tap_80_427.png.png,20260711_105219_54776,unknown_ad_source,unknown_family,,0.911000,0.911000,"45,48,17,16",manifest_bbox_negative,cand_000051.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00064_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002628_score_0.882_x682_y190_w24_h26_log__20260711_155245_32320_kingdom_vault__000003_20260711_155250_before_swipe_86_130_86_430_420.png.png,20260711_155245_32320,unknown_ad_source,unknown_family,,0.910000,0.910000,"0,2,17,16",manifest_bbox_negative,cand_000052.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00065_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000814_score_0.910_x45_y215_w17_h16_log__20260711_153753_50456_kingdom_vault__000054_20260711_153950_after_tap_80_164.png.png,20260711_153753_50456,unknown_ad_source,unknown_family,,0.910000,0.910000,"45,48,17,16",manifest_bbox_negative,cand_000053.png,val
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00066_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000972_score_0.909_x118_y246_w16_h17_log__20260711_154545_35900_kingdom_vault__000017_20260711_154812_before_swipe_86_130_86_430_420.png.png,20260711_154545_35900,unknown_ad_source,unknown_family,,0.909000,0.909000,"48,48,16,17",manifest_bbox_negative,cand_000054.png,val
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00067_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000973_score_0.909_x46_y126_w16_h17_log__20260711_100901_69040_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000003_20260711_100906_before_swipe_86_130_86_430_420.png.png,20260711_100901_69040,unknown_ad_source,unknown_family,,0.909000,0.909000,"46,48,16,17",manifest_bbox_negative,cand_000055.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00068_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000974_score_0.909_x46_y126_w16_h17_log__20260711_101501_60008_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000003_20260711_101509_before_swipe_86_130_86_430_420.png.png,20260711_101501_60008,unknown_ad_source,unknown_family,,0.909000,0.909000,"46,48,16,17",manifest_bbox_negative,cand_000056.png,val
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00069_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000975_score_0.909_x46_y126_w16_h17_log__20260711_154545_35900_kingdom_vault__000003_20260711_154551_before_swipe_86_130_86_430_420.png.png,20260711_154545_35900,unknown_ad_source,unknown_family,,0.909000,0.909000,"46,48,16,17",manifest_bbox_negative,cand_000057.png,val
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00070_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000976_score_0.909_x359_y317_w13_h13_log__20260711_095142_4644_afk_20260711_095142_em3_每日簽到_route_enter__000007_20260711_095153_before_tap_480_158.png.png,20260711_095142_4644,unknown_ad_source,unknown_family,,0.909000,0.909000,"48,48,13,13",manifest_bbox_negative,cand_000058.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00071_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000977_score_0.909_x359_y344_w13_h13_log__20260711_111910_56400_afk_20260711_111910_tiger_每日簽到_route_enter__000007_20260711_111922_before_tap_480_158.png.png,20260711_111910_56400,unknown_ad_source,unknown_family,,0.909000,0.909000,"48,48,13,13",manifest_bbox_negative,cand_000059.png,test
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00072_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001008_score_0.908_x82_y252_w16_h17_log__20260711_153753_50456_kingdom_vault__000012_20260711_153828_after_tap_495_170.png.png,20260711_153753_50456,unknown_ad_source,unknown_family,,0.908000,0.908000,"48,48,16,17",manifest_bbox_negative,cand_000060.png,val
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00073_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001010_score_0.908_x532_y175_w18_h17_log__20260711_104207_50836_afk_20260711_104153_311_每日簽到_route_exit__000002_20260711_104209_after_tap_51_22.png.png,20260711_104207_50836,unknown_ad_source,unknown_family,,0.908000,0.908000,"48,48,18,17",manifest_bbox_negative,cand_000061.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00074_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001011_score_0.908_x581_y482_w16_h16_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000034_20260711_004358_after_tap_483_157.png.png,20260711_003939_31364,unknown_ad_source,unknown_family,,0.908000,0.908000,"48,48,16,16",manifest_bbox_negative,cand_000062.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00075_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001031_score_0.907_x549_y486_w16_h17_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000028_20260711_084102_before_tap_749_420.png.png,20260711_084004_22576,unknown_ad_source,unknown_family,,0.907000,0.907000,"48,48,16,17",manifest_bbox_negative,cand_000063.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00076_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001032_score_0.907_x549_y486_w16_h17_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000040_20260711_110945_before_tap_575_419.png.png,20260711_110821_25824,unknown_ad_source,unknown_family,,0.907000,0.907000,"48,48,16,17",manifest_bbox_negative,cand_000064.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00077_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001033_score_0.906_x467_y222_w15_h15_log__20260711_112339_34208_afk_20260711_112330_tiger_看廣告_task__000023_20260711_112545_before_tap_483_157.png.png,20260711_112339_34208,unknown_ad_source,unknown_family,,0.906000,0.906000,"48,48,15,15",manifest_bbox_negative,cand_000065.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00078_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001037_score_0.906_x118_y305_w16_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000026_20260711_105304_after_swipe_86_130_86_430_420.png.png,20260711_105219_54776,unknown_ad_source,unknown_family,,0.906000,0.906000,"48,48,16,16",manifest_bbox_negative,cand_000066.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00079_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001038_score_0.906_x118_y305_w16_h16_log__20260711_105305_54776_afk_20260711_105214_311_王國金庫_route_exit__000001_20260711_105306_before_tap_34_28.png.png,20260711_105305_54776,unknown_ad_source,unknown_family,,0.906000,0.906000,"48,48,16,16",manifest_bbox_negative,cand_000067.png,test
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00080_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001040_score_0.906_x461_y404_w15_h15_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000048_20260711_094550_before_tap_80_500.png.png,20260711_094400_67140,unknown_ad_source,unknown_family,,0.906000,0.906000,"48,48,15,15",manifest_bbox_negative,cand_000068.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00081_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001041_score_0.906_x461_y404_w15_h15_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000047_20260711_094548_after_tap_615_460.png.png,20260711_094400_67140,unknown_ad_source,unknown_family,,0.906000,0.906000,"48,48,15,15",manifest_bbox_negative,cand_000069.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00082_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001042_score_0.906_x461_y404_w15_h15_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000049_20260711_103426_after_tap_615_460.png.png,20260711_103235_63312,unknown_ad_source,unknown_family,,0.906000,0.906000,"48,48,15,15",manifest_bbox_negative,cand_000070.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00083_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001043_score_0.906_x461_y404_w15_h15_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000050_20260711_103429_before_tap_80_500.png.png,20260711_103235_63312,unknown_ad_source,unknown_family,,0.906000,0.906000,"48,48,15,15",manifest_bbox_negative,cand_000071.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00084_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001044_score_0.906_x461_y404_w15_h15_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000049_20260711_111013_after_tap_615_460.png.png,20260711_110821_25824,unknown_ad_source,unknown_family,,0.906000,0.906000,"48,48,15,15",manifest_bbox_negative,cand_000072.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00085_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001045_score_0.906_x461_y404_w15_h15_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000050_20260711_111016_before_tap_80_500.png.png,20260711_110821_25824,unknown_ad_source,unknown_family,,0.906000,0.906000,"48,48,15,15",manifest_bbox_negative,cand_000073.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00086_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001055_score_0.905_x329_y452_w14_h14_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000271_20260711_085409_after_swipe_360_460_360_180_900.png.png,20260711_084610_10484,unknown_ad_source,unknown_family,,0.905000,0.905000,"48,48,14,14",manifest_bbox_negative,cand_000074.png,test
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00087_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001056_score_0.905_x329_y452_w14_h14_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000335_20260711_111855_after_swipe_360_460_360_180_900.png.png,20260711_110821_25824,unknown_ad_source,unknown_family,,0.905000,0.905000,"48,48,14,14",manifest_bbox_negative,cand_000075.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00088_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001057_score_0.905_x395_y422_w14_h13_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000011_20260711_112016_after_swipe_455_430_455_170_520.png.png,20260711_111953_39056,unknown_ad_source,unknown_family,,0.905000,0.905000,"48,48,14,13",manifest_bbox_negative,cand_000076.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00089_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001062_score_0.904_x118_y336_w16_h17_log__20260711_100310_38732_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000031_20260711_100406_before_tap_80_164.png.png,20260711_100310_38732,unknown_ad_source,unknown_family,,0.904000,0.904000,"48,48,16,17",manifest_bbox_negative,cand_000077.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00090_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001403_score_0.904_x337_y481_w16_h17_log__20260711_115208_5620_afk_20260711_114738_14_廣告時間沙漏_route_exit__000001_20260711_115209_before_tap_53_22.png.png,20260711_115208_5620,unknown_ad_source,unknown_family,,0.904000,0.904000,"48,48,16,17",manifest_bbox_negative,cand_000078.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00091_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001416_score_0.903_x99_y427_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000025_20260711_105302_before_swipe_86_130_86_430_420.png.png,20260711_105219_54776,unknown_ad_source,unknown_family,,0.903000,0.903000,"48,48,17,16",manifest_bbox_negative,cand_000079.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00092_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001423_score_0.902_x118_y339_w16_h17_log__20260711_100310_38732_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000030_20260711_100404_after_swipe_86_130_86_430_420.png.png,20260711_100310_38732,unknown_ad_source,unknown_family,,0.902000,0.902000,"48,48,16,17",manifest_bbox_negative,cand_000080.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00093_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001574_score_0.900_x45_y125_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000026_20260711_105304_after_swipe_86_130_86_430_420.png.png,20260711_105219_54776,unknown_ad_source,unknown_family,,0.900000,0.900000,"45,48,17,16",manifest_bbox_negative,cand_000081.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00094_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001576_score_0.900_x45_y125_w17_h16_log__20260711_154545_35900_kingdom_vault__000016_20260711_154810_after_swipe_86_430_86_130_420.png.png,20260711_154545_35900,unknown_ad_source,unknown_family,,0.900000,0.900000,"45,48,17,16",manifest_bbox_negative,cand_000082.png,val
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00095_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001575_score_0.900_x45_y125_w17_h16_log__20260711_105305_54776_afk_20260711_105214_311_王國金庫_route_exit__000001_20260711_105306_before_tap_34_28.png.png,20260711_105305_54776,unknown_ad_source,unknown_family,,0.900000,0.900000,"45,48,17,16",manifest_bbox_negative,cand_000083.png,test
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00096_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001577_score_0.900_x450_y222_w15_h15_log__20260711_104622_54288_afk_20260711_104613_311_看廣告_task__000005_20260711_104711_before_tap_483_157.png.png,20260711_104622_54288,unknown_ad_source,unknown_family,,0.900000,0.900000,"48,48,15,15",manifest_bbox_negative,cand_000084.png,test
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00097_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001580_score_0.900_x513_y188_w14_h15_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000008_20260711_085524_after_swipe_455_430_455_170_520.png.png,20260711_085505_41488,unknown_ad_source,unknown_family,,0.900000,0.900000,"48,48,14,15",manifest_bbox_negative,cand_000085.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00098_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001587_score_0.899_x472_y261_w18_h18_log__20260711_004437_69372_afk_20260711_004419_tiger_廣告時間沙漏_task__000026_20260711_004816_after_tap_67_40.png.png,20260711_004437_69372,unknown_ad_source,unknown_family,,0.899000,0.899000,"48,48,18,18",manifest_bbox_negative,cand_000086.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00099_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001596_score_0.898_x472_y261_w18_h18_log__20260711_011142_36488_afk_20260711_011124_em3_廣告時間沙漏_task__000032_20260711_011602_after_tap_42_42.png.png,20260711_011142_36488,unknown_ad_source,unknown_family,,0.898000,0.898000,"48,48,18,18",manifest_bbox_negative,cand_000087.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00100_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001600_score_0.898_x472_y261_w18_h18_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000048_20260711_112136_after_tap_368_478.png.png,20260711_111953_39056,unknown_ad_source,unknown_family,,0.898000,0.898000,"48,48,18,18",manifest_bbox_negative,cand_000088.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00101_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001688_score_0.897_x300_y498_w13_h14_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000210_20260711_095117_before_swipe_360_430_360_230_700.png.png,20260711_094400_67140,unknown_ad_source,unknown_family,,0.897000,0.897000,"48,48,13,14",manifest_bbox_negative,cand_000089.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00102_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001692_score_0.897_x814_y194_w18_h18_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000087_20260711_103555_after_tap_840_472.png.png,20260711_103235_63312,unknown_ad_source,unknown_family,,0.897000,0.897000,"48,48,18,18",manifest_bbox_negative,cand_000090.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00103_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001696_score_0.896_x82_y276_w16_h17_log__20260711_100541_44936_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000006_20260711_100551_after_tap_80_164.png.png,20260711_100541_44936,unknown_ad_source,unknown_family,,0.896000,0.896000,"48,48,16,17",manifest_bbox_negative,cand_000091.png,test
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00104_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001697_score_0.896_x82_y276_w16_h17_log__20260711_100901_69040_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000006_20260711_100911_after_tap_80_164.png.png,20260711_100901_69040,unknown_ad_source,unknown_family,,0.896000,0.896000,"48,48,16,17",manifest_bbox_negative,cand_000092.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00105_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001698_score_0.896_x82_y276_w16_h17_log__20260711_101501_60008_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000006_20260711_101515_after_tap_80_164.png.png,20260711_101501_60008,unknown_ad_source,unknown_family,,0.896000,0.896000,"48,48,16,17",manifest_bbox_negative,cand_000093.png,val
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00106_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\001707_score_0.895_x300_y490_w13_h14_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000055_20260711_084212_after_swipe_360_430_360_230_700.png.png,20260711_084004_22576,unknown_ad_source,unknown_family,,0.895000,0.895000,"48,48,13,14",manifest_bbox_negative,cand_000094.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00107_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000375_score_0.915_x395_y421_w14_h13_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000006_20260711_095239_abyss_rental_scan_01.png.png,20260711_095223_69352,unknown_ad_source,unknown_family,,0.894000,0.894000,"33,48,14,14",manifest_bbox_negative,cand_000095.png,test
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00108_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000376_score_0.915_x395_y421_w14_h13_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000004_20260711_095228_before_tap_507_466.png.png,20260711_095223_69352,unknown_ad_source,unknown_family,,0.894000,0.894000,"33,48,14,14",manifest_bbox_negative,cand_000096.png,test
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00109_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000377_score_0.915_x395_y421_w14_h13_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000005_20260711_095229_after_tap_507_466.png.png,20260711_095223_69352,unknown_ad_source,unknown_family,,0.894000,0.894000,"33,48,14,14",manifest_bbox_negative,cand_000097.png,test
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00110_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000378_score_0.915_x395_y421_w14_h13_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000007_20260711_095239_before_swipe_455_430_455_170_520.png.png,20260711_095223_69352,unknown_ad_source,unknown_family,,0.894000,0.894000,"33,48,14,14",manifest_bbox_negative,cand_000098.png,test
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00111_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000392_score_0.915_x395_y421_w14_h13_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000027_20260711_112042_before_tap_809_65.png.png,20260711_111953_39056,unknown_ad_source,unknown_family,,0.894000,0.894000,"33,48,14,14",manifest_bbox_negative,cand_000099.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00112_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000137_score_0.938_x395_y159_w14_h14_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000021_20260711_085543_after_tap_746_194.png.png,20260711_085505_41488,unknown_ad_source,unknown_family,,0.894000,0.894000,"33,48,14,14",manifest_bbox_negative,cand_000100.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00113_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000138_score_0.938_x395_y354_w14_h14_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000021_20260711_085543_after_tap_746_194.png.png,20260711_085505_41488,unknown_ad_source,unknown_family,,0.894000,0.894000,"33,48,14,14",manifest_bbox_negative,cand_000101.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00114_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000136_score_0.938_x395_y354_w14_h14_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000020_20260711_085542_before_tap_746_194.png.png,20260711_085505_41488,unknown_ad_source,unknown_family,,0.894000,0.894000,"33,48,14,14",manifest_bbox_negative,cand_000102.png,train
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00115_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000139_score_0.938_x395_y183_w14_h14_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000008_20260711_095241_after_swipe_455_430_455_170_520.png.png,20260711_095223_69352,unknown_ad_source,unknown_family,,0.894000,0.894000,"33,48,14,14",manifest_bbox_negative,cand_000103.png,test
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00116_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000140_score_0.938_x395_y378_w14_h14_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000008_20260711_095241_after_swipe_455_430_455_170_520.png.png,20260711_095223_69352,unknown_ad_source,unknown_family,,0.894000,0.894000,"33,48,14,14",manifest_bbox_negative,cand_000104.png,test
D:\Projects\adb_vl\close_x_classifier\data\stage0_object_poc\images\stage0_00117_not_close.png,not_close,reviewed,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000178_score_0.938_x395_y393_w14_h14_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000024_20260711_112036_after_tap_746_135.png.png,20260711_111953_39056,unknown_ad_source,unknown_family,,0.894000,0.894000,"33,48,14,14",manifest_bbox_negative,cand_000105.png,train
