image_path,families,label_x_mark,label_play_triangle,label_google_play,label_next,label_free,label_got,label_arrow,review_status,group_key,source_screen,instance_id,content_id,original_path,relative_path,vision_domain,asset_type,asset_role,image_scope,representation,source_root,split
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00178_negative_asset_4b3beb342e8fa6de.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_4b3beb342e8fa6de,,file_58ee23aedd9071e4,asset_4b3beb342e8fa6de,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000103.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000103.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00179_negative_asset_f4b8bc6ea9acf79e.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_f4b8bc6ea9acf79e,,file_4d29a62939b3ad5d,asset_f4b8bc6ea9acf79e,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000104.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000104.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00180_negative_asset_f14eaa139fee0700.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_f14eaa139fee0700,,file_d47a5f5ab8d12df5,asset_f14eaa139fee0700,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000105.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000105.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00181_negative_asset_f2a64e7a54229a2f.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_f2a64e7a54229a2f,,file_5199f25af52a83a9,asset_f2a64e7a54229a2f,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000106.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000106.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00182_negative_asset_3923391b1d1e587f.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_3923391b1d1e587f,,file_ea36c55dafc694af,asset_3923391b1d1e587f,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000107.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000107.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00183_negative_asset_e6942eb5f668e9d2.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e6942eb5f668e9d2,,file_305c3aecdc4efb65,asset_e6942eb5f668e9d2,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000108.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000108.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00184_negative_asset_61ace4d4577f3ed5.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_61ace4d4577f3ed5,,file_aff08e380188dbff,asset_61ace4d4577f3ed5,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000109.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000109.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00185_negative_asset_43fe88c6c4bce1c6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_43fe88c6c4bce1c6,,file_e7dffd2bfd5c61f7,asset_43fe88c6c4bce1c6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000110.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000110.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00186_negative_asset_bcdf8f34d4b084e9.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_bcdf8f34d4b084e9,,file_5a84b2466aca71a8,asset_bcdf8f34d4b084e9,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000111.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000111.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00187_negative_asset_9a21504bfdc8a637.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_9a21504bfdc8a637,,file_eb97e04156b07340,asset_9a21504bfdc8a637,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000112.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000112.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00188_negative_asset_4b3beb342e8fa6de.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_4b3beb342e8fa6de,,file_4a4b92ba6d86b275,asset_4b3beb342e8fa6de,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000113.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000113.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00189_negative_asset_f4b8bc6ea9acf79e.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_f4b8bc6ea9acf79e,,file_978c4afeb656a050,asset_f4b8bc6ea9acf79e,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000114.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000114.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00190_negative_asset_f14eaa139fee0700.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_f14eaa139fee0700,,file_66b315df38e51663,asset_f14eaa139fee0700,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000115.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000115.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00191_negative_asset_f2a64e7a54229a2f.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_f2a64e7a54229a2f,,file_d4939a10fdad342d,asset_f2a64e7a54229a2f,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000116.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000116.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00192_negative_asset_3923391b1d1e587f.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_3923391b1d1e587f,,file_95d3391cbfb54ed7,asset_3923391b1d1e587f,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000117.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000117.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00193_negative_asset_e6942eb5f668e9d2.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e6942eb5f668e9d2,,file_b65228f9b633c7f4,asset_e6942eb5f668e9d2,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000118.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000118.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00194_negative_asset_61ace4d4577f3ed5.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_61ace4d4577f3ed5,,file_d941b1c1bccbe4b6,asset_61ace4d4577f3ed5,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000119.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000119.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00195_negative_asset_43fe88c6c4bce1c6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_43fe88c6c4bce1c6,,file_d9d98446107981f2,asset_43fe88c6c4bce1c6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000120.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000120.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00196_negative_asset_bcdf8f34d4b084e9.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_bcdf8f34d4b084e9,,file_a9894437e18f462b,asset_bcdf8f34d4b084e9,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000121.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000121.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00197_negative_asset_9a21504bfdc8a637.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_9a21504bfdc8a637,,file_82a7ea42c32a8a02,asset_9a21504bfdc8a637,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000122.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000122.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00198_negative_asset_4b3beb342e8fa6de.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_4b3beb342e8fa6de,,file_0523fe87270bc37f,asset_4b3beb342e8fa6de,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000123.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000123.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00199_negative_asset_f4b8bc6ea9acf79e.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_f4b8bc6ea9acf79e,,file_da95932bd97ef1eb,asset_f4b8bc6ea9acf79e,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000124.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000124.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00200_negative_asset_f14eaa139fee0700.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_f14eaa139fee0700,,file_b0656e3d26f3995b,asset_f14eaa139fee0700,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000125.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000125.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00201_negative_asset_f2a64e7a54229a2f.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_f2a64e7a54229a2f,,file_f6abc5c1147d7e82,asset_f2a64e7a54229a2f,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000126.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000126.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00202_negative_asset_3923391b1d1e587f.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_3923391b1d1e587f,,file_2d0ebecb1c9b0433,asset_3923391b1d1e587f,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000127.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000127.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00203_negative_asset_e6942eb5f668e9d2.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_e6942eb5f668e9d2,,file_ca17576ab141ef55,asset_e6942eb5f668e9d2,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000128.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000128.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00204_negative_asset_61ace4d4577f3ed5.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_61ace4d4577f3ed5,,file_4e528020dcadbd86,asset_61ace4d4577f3ed5,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000129.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000129.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00205_negative_asset_43fe88c6c4bce1c6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_43fe88c6c4bce1c6,,file_68901308f42e8e4d,asset_43fe88c6c4bce1c6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000130.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000130.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00206_negative_asset_bcdf8f34d4b084e9.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_bcdf8f34d4b084e9,,file_ac47b1ff0ec5def0,asset_bcdf8f34d4b084e9,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000131.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000131.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00207_negative_asset_9a21504bfdc8a637.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_9a21504bfdc8a637,,file_44effa25f057c9db,asset_9a21504bfdc8a637,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000132.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000132.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00208_negative_asset_4b3beb342e8fa6de.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_4b3beb342e8fa6de,,file_8882b44a097dcce9,asset_4b3beb342e8fa6de,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000133.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000133.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00209_negative_asset_f4b8bc6ea9acf79e.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_f4b8bc6ea9acf79e,,file_edcf0f64eb55ef57,asset_f4b8bc6ea9acf79e,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000134.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000134.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00210_negative_asset_2dd12bfcf07023a6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_2dd12bfcf07023a6,,file_ce83c86447928e4c,asset_2dd12bfcf07023a6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000135.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000135.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00211_negative_asset_51ac9c7f114cd623.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_51ac9c7f114cd623,,file_4957b6fcc6f8b0e7,asset_51ac9c7f114cd623,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000136.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000136.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00212_negative_asset_d30b5d3b349008b2.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_d30b5d3b349008b2,,file_a8aaffec5ace5590,asset_d30b5d3b349008b2,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000137.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000137.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00213_negative_asset_1fcd71d7d284530d.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_1fcd71d7d284530d,,file_3a5570f81fc9c248,asset_1fcd71d7d284530d,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000138.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000138.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00214_negative_asset_2dd12bfcf07023a6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_2dd12bfcf07023a6,,file_ec421cc01b4c1cd0,asset_2dd12bfcf07023a6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000139.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000139.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00215_negative_asset_51ac9c7f114cd623.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_51ac9c7f114cd623,,file_4fdfe101678a182d,asset_51ac9c7f114cd623,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000140.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000140.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00216_negative_asset_d30b5d3b349008b2.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_d30b5d3b349008b2,,file_67e22b67ffdb6d58,asset_d30b5d3b349008b2,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000141.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000141.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00217_negative_asset_1fcd71d7d284530d.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_1fcd71d7d284530d,,file_d76317d3ee9ef67d,asset_1fcd71d7d284530d,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000142.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000142.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00218_negative_asset_2dd12bfcf07023a6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_2dd12bfcf07023a6,,file_f593997f7321a3d6,asset_2dd12bfcf07023a6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000143.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000143.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00219_negative_asset_51ac9c7f114cd623.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_51ac9c7f114cd623,,file_481e275b576cf756,asset_51ac9c7f114cd623,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000144.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000144.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00220_negative_asset_d30b5d3b349008b2.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_d30b5d3b349008b2,,file_2c0d23f19bece0c6,asset_d30b5d3b349008b2,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000145.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000145.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00221_negative_asset_1fcd71d7d284530d.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_1fcd71d7d284530d,,file_e6de0581d28b0f9d,asset_1fcd71d7d284530d,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000146.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000146.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00222_negative_asset_2dd12bfcf07023a6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_2dd12bfcf07023a6,,file_14b3e6c5478f7cc7,asset_2dd12bfcf07023a6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000147.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000147.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00223_negative_asset_51ac9c7f114cd623.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_51ac9c7f114cd623,,file_e8bbb84d7e4dd137,asset_51ac9c7f114cd623,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000148.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000148.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00224_negative_asset_d30b5d3b349008b2.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_d30b5d3b349008b2,,file_3486060ad0e8ad4f,asset_d30b5d3b349008b2,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000149.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000149.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00225_negative_asset_1fcd71d7d284530d.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_1fcd71d7d284530d,,file_27c30e35a37ed113,asset_1fcd71d7d284530d,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000150.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000150.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00226_negative_asset_2dd12bfcf07023a6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_2dd12bfcf07023a6,,file_d2d203c752c00eb3,asset_2dd12bfcf07023a6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000151.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000151.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00227_negative_asset_51ac9c7f114cd623.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_51ac9c7f114cd623,,file_75df405a834176a1,asset_51ac9c7f114cd623,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000152.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000152.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00228_negative_asset_d30b5d3b349008b2.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_d30b5d3b349008b2,,file_d6b89e850c393744,asset_d30b5d3b349008b2,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000153.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000153.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00229_negative_asset_1fcd71d7d284530d.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_1fcd71d7d284530d,,file_5f857e1aa27bce11,asset_1fcd71d7d284530d,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000154.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000154.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
vision_platform\ads\pilot\visual_family_smoke\dataset\images\vf_00230_negative_asset_2dd12bfcf07023a6.png,negative,0,0,0,0,0,0,0,reviewed,content:asset_2dd12bfcf07023a6,,file_ca44191e7a178460,asset_2dd12bfcf07023a6,D:\Projects\adb_vl\vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000155.png,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000155.png,ads,crop,candidate_crop,crop,raw,vision_platform\ads\hard_negative_mining,
