annotation_id,screen_id,image_path,event_id,source_session,bbox_x,bbox_y,bbox_w,bbox_h,category,label,proposal_source,template_name,screen_change_score,split_group,split
click_ann_000094,click_det_000094,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000094.png,20260719_110412_722,ads2_click_success_20260719_110412_722,599.000,352.000,38.000,24.000,action_candidate,weak_positive,free_ad_template,free_ad_3.png,58.13166666666667,click_success:ads2_click_success_20260719_110412_722,
click_ann_000095,click_det_000095,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000095.png,20260719_110430_386,ads2_click_success_20260719_110430_386,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,31.08534722222222,click_success:ads2_click_success_20260719_110430_386,
click_ann_000096,click_det_000096,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000096.png,20260719_110435_162,ads2_click_success_20260719_110435_162,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,38.57763888888889,click_success:ads2_click_success_20260719_110435_162,
click_ann_000097,click_det_000097,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000097.png,20260719_110441_599,ads2_click_success_20260719_110441_599,738.000,352.000,38.000,24.000,action_candidate,weak_positive,free_ad_template,free_ad_3.png,53.811458333333334,click_success:ads2_click_success_20260719_110441_599,
click_ann_000098,click_det_000098,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000098.png,20260719_110459_134,ads2_click_success_20260719_110459_134,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,28.830347222222223,click_success:ads2_click_success_20260719_110459_134,
click_ann_000099,click_det_000099,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000099.png,20260719_110503_846,ads2_click_success_20260719_110503_846,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,38.60055555555556,click_success:ads2_click_success_20260719_110503_846,
click_ann_000100,click_det_000100,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000100.png,20260719_110510_259,ads2_click_success_20260719_110510_259,738.000,352.000,38.000,24.000,action_candidate,weak_positive,free_ad_template,free_ad_3.png,53.82159722222222,click_success:ads2_click_success_20260719_110510_259,
click_ann_000101,click_det_000101,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000101.png,20260719_110527_965,ads2_click_success_20260719_110527_965,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,31.62875,click_success:ads2_click_success_20260719_110527_965,
click_ann_000102,click_det_000102,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000102.png,20260719_110532_655,ads2_click_success_20260719_110532_655,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,35.55430555555556,click_success:ads2_click_success_20260719_110532_655,
click_ann_000103,click_det_000103,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000103.png,20260719_110835_052,ads2_click_success_20260719_110835_052,376.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,133.1732638888889,click_success:ads2_click_success_20260719_110835_052,
click_ann_000104,click_det_000104,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000104.png,20260719_110853_198,ads2_click_success_20260719_110853_198,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,95.62729166666666,click_success:ads2_click_success_20260719_110853_198,
click_ann_000105,click_det_000105,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000105.png,20260719_110858_386,ads2_click_success_20260719_110858_386,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.714375,click_success:ads2_click_success_20260719_110858_386,
click_ann_000106,click_det_000106,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000106.png,20260719_110903_943,ads2_click_success_20260719_110903_943,391.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,133.2567361111111,click_success:ads2_click_success_20260719_110903_943,
click_ann_000107,click_det_000107,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000107.png,20260719_110922_089,ads2_click_success_20260719_110922_089,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,82.61444444444444,click_success:ads2_click_success_20260719_110922_089,
click_ann_000108,click_det_000108,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000108.png,20260719_110927_172,ads2_click_success_20260719_110927_172,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.84625,click_success:ads2_click_success_20260719_110927_172,
click_ann_000109,click_det_000109,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000109.png,20260719_110932_725,ads2_click_success_20260719_110932_725,391.000,285.000,34.000,19.000,action_candidate,weak_positive,free_ad_template,close_26.png,133.04291666666666,click_success:ads2_click_success_20260719_110932_725,
click_ann_000110,click_det_000110,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000110.png,20260719_110950_797,ads2_click_success_20260719_110950_797,877.000,20.000,75.000,33.000,action_candidate,weak_positive,close_template,close_2.png,88.855,click_success:ads2_click_success_20260719_110950_797,
click_ann_000111,click_det_000111,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000111.png,20260719_110955_875,ads2_click_success_20260719_110955_875,414.000,134.000,139.000,47.000,action_candidate,weak_positive,got_template,got2.png,83.86847222222222,click_success:ads2_click_success_20260719_110955_875,
