screen_id,image_path,original_path,event_json,event_id,source_session,timestamp,proposal_source,template_name,screen_change_score,width,height,positive_bbox_count,dataset_role,split_group,split
click_det_000061,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000061.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103612_356\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103612_356\event.json,20260719_103612_356,ads2_click_success_20260719_103612_356,2026-07-19T10:36:12+0800,got_template,got2.png,40.56368055555556,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103612_356,
click_det_000062,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000062.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103618_492\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103618_492\event.json,20260719_103618_492,ads2_click_success_20260719_103618_492,2026-07-19T10:36:18+0800,free_ad_template,close_26.png,59.399166666666666,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103618_492,
click_det_000063,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000063.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103636_297\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103636_297\event.json,20260719_103636_297,ads2_click_success_20260719_103636_297,2026-07-19T10:36:36+0800,close_template,close_2.png,40.211527777777775,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103636_297,
click_det_000064,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000064.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103641_046\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103641_046\event.json,20260719_103641_046,ads2_click_success_20260719_103641_046,2026-07-19T10:36:41+0800,got_template,got2.png,39.87152777777778,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103641_046,
click_det_000065,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000065.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103647_501\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103647_501\event.json,20260719_103647_501,ads2_click_success_20260719_103647_501,2026-07-19T10:36:47+0800,free_ad_template,free_ad_3.png,55.05784722222222,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103647_501,
click_det_000066,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000066.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103705_354\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103705_354\event.json,20260719_103705_354,ads2_click_success_20260719_103705_354,2026-07-19T10:37:05+0800,close_template,close_2.png,37.476875,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103705_354,
click_det_000067,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000067.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103710_061\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103710_061\event.json,20260719_103710_061,ads2_click_success_20260719_103710_061,2026-07-19T10:37:10+0800,got_template,got2.png,36.64145833333333,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103710_061,
click_det_000068,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000068.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103716_510\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103716_510\event.json,20260719_103716_510,ads2_click_success_20260719_103716_510,2026-07-19T10:37:16+0800,free_ad_template,free_ad_3.png,50.622569444444444,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103716_510,
click_det_000069,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000069.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103734_266\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103734_266\event.json,20260719_103734_266,ads2_click_success_20260719_103734_266,2026-07-19T10:37:34+0800,close_template,close_2.png,37.113055555555555,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103734_266,
click_det_000070,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000070.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103738_937\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103738_937\event.json,20260719_103738_937,ads2_click_success_20260719_103738_937,2026-07-19T10:37:38+0800,got_template,got2.png,36.80715277777778,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103738_937,
click_det_000071,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000071.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103745_300\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103745_300\event.json,20260719_103745_300,ads2_click_success_20260719_103745_300,2026-07-19T10:37:45+0800,free_ad_template,free_ad_3.png,50.75465277777778,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103745_300,
click_det_000072,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000072.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103802_890\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103802_890\event.json,20260719_103802_890,ads2_click_success_20260719_103802_890,2026-07-19T10:38:02+0800,close_template,close_2.png,27.513680555555556,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103802_890,
click_det_000073,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000073.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103807_546\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103807_546\event.json,20260719_103807_546,ads2_click_success_20260719_103807_546,2026-07-19T10:38:07+0800,got_template,got2.png,33.587361111111115,960,540,1,weak_positive,click_success:ads2_click_success_20260719_103807_546,
click_det_000074,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000074.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_104040_426\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_104040_426\event.json,20260719_104040_426,ads2_click_success_20260719_104040_426,2026-07-19T10:40:40+0800,free_ad_template,close_26.png,84.34409722222222,960,540,1,weak_positive,click_success:ads2_click_success_20260719_104040_426,
click_det_000075,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000075.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_104058_778\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_104058_778\event.json,20260719_104058_778,ads2_click_success_20260719_104058_778,2026-07-19T10:40:58+0800,got_template,got2.png,83.93201388888889,960,540,1,weak_positive,click_success:ads2_click_success_20260719_104058_778,
click_det_000076,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000076.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_104104_182\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_104104_182\event.json,20260719_104104_182,ads2_click_success_20260719_104104_182,2026-07-19T10:41:04+0800,free_ad_template,close_26.png,133.2757638888889,960,540,1,weak_positive,click_success:ads2_click_success_20260719_104104_182,
click_det_000077,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000077.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_104121_989\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_104121_989\event.json,20260719_104121_989,ads2_click_success_20260719_104121_989,2026-07-19T10:41:22+0800,close_template,close_2.png,82.02333333333333,960,540,1,weak_positive,click_success:ads2_click_success_20260719_104121_989,
click_det_000078,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000078.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_104126_971\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_104126_971\event.json,20260719_104126_971,ads2_click_success_20260719_104126_971,2026-07-19T10:41:27+0800,got_template,got2.png,83.80548611111111,960,540,1,weak_positive,click_success:ads2_click_success_20260719_104126_971,
click_det_000079,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000079.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_104132_340\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_104132_340\event.json,20260719_104132_340,ads2_click_success_20260719_104132_340,2026-07-19T10:41:32+0800,free_ad_template,close_26.png,133.2161111111111,960,540,1,weak_positive,click_success:ads2_click_success_20260719_104132_340,
click_det_000080,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000080.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_104150_255\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_104150_255\event.json,20260719_104150_255,ads2_click_success_20260719_104150_255,2026-07-19T10:41:50+0800,close_template,close_2.png,82.65833333333333,960,540,1,weak_positive,click_success:ads2_click_success_20260719_104150_255,
click_det_000081,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000081.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_104155_349\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_104155_349\event.json,20260719_104155_349,ads2_click_success_20260719_104155_349,2026-07-19T10:41:55+0800,got_template,got2.png,83.9276388888889,960,540,1,weak_positive,click_success:ads2_click_success_20260719_104155_349,
click_det_000082,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000082.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_104200_678\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_104200_678\event.json,20260719_104200_678,ads2_click_success_20260719_104200_678,2026-07-19T10:42:00+0800,free_ad_template,close_26.png,133.16166666666666,960,540,1,weak_positive,click_success:ads2_click_success_20260719_104200_678,
click_det_000083,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000083.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_104218_527\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_104218_527\event.json,20260719_104218_527,ads2_click_success_20260719_104218_527,2026-07-19T10:42:18+0800,close_template,close_2.png,69.335,960,540,1,weak_positive,click_success:ads2_click_success_20260719_104218_527,
click_det_000084,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000084.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_104223_529\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_104223_529\event.json,20260719_104223_529,ads2_click_success_20260719_104223_529,2026-07-19T10:42:23+0800,got_template,got2.png,83.89298611111111,960,540,1,weak_positive,click_success:ads2_click_success_20260719_104223_529,
click_det_000085,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000085.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110246_831\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110246_831\event.json,20260719_110246_831,ads2_click_success_20260719_110246_831,2026-07-19T11:02:46+0800,free_ad_template,close_26.png,66.68861111111111,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110246_831,
click_det_000086,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000086.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110304_494\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110304_494\event.json,20260719_110304_494,ads2_click_success_20260719_110304_494,2026-07-19T11:03:04+0800,close_template,close_2.png,35.770833333333336,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110304_494,
click_det_000087,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000087.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110309_257\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110309_257\event.json,20260719_110309_257,ads2_click_success_20260719_110309_257,2026-07-19T11:03:09+0800,got_template,got2.png,44.87798611111111,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110309_257,
click_det_000088,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000088.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110315_415\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110315_415\event.json,20260719_110315_415,ads2_click_success_20260719_110315_415,2026-07-19T11:03:15+0800,free_ad_template,close_26.png,66.82930555555555,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110315_415,
click_det_000089,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000089.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110333_073\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110333_073\event.json,20260719_110333_073,ads2_click_success_20260719_110333_073,2026-07-19T11:03:33+0800,close_template,close_2.png,42.538333333333334,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110333_073,
click_det_000090,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000090.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110337_799\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110337_799\event.json,20260719_110337_799,ads2_click_success_20260719_110337_799,2026-07-19T11:03:37+0800,got_template,got2.png,42.395694444444445,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110337_799,
click_det_000091,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000091.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110343_870\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110343_870\event.json,20260719_110343_870,ads2_click_success_20260719_110343_870,2026-07-19T11:03:43+0800,free_ad_template,close_26.png,62.318125,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110343_870,
click_det_000092,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000092.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110401_544\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110401_544\event.json,20260719_110401_544,ads2_click_success_20260719_110401_544,2026-07-19T11:04:01+0800,close_template,close_2.png,47.83159722222222,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110401_544,
click_det_000093,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000093.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110406_245\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110406_245\event.json,20260719_110406_245,ads2_click_success_20260719_110406_245,2026-07-19T11:04:06+0800,got_template,got2.png,41.64361111111111,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110406_245,
click_det_000094,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000094.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110412_722\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110412_722\event.json,20260719_110412_722,ads2_click_success_20260719_110412_722,2026-07-19T11:04:12+0800,free_ad_template,free_ad_3.png,58.13166666666667,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110412_722,
click_det_000095,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000095.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110430_386\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110430_386\event.json,20260719_110430_386,ads2_click_success_20260719_110430_386,2026-07-19T11:04:30+0800,close_template,close_2.png,31.08534722222222,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110430_386,
click_det_000096,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000096.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110435_162\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110435_162\event.json,20260719_110435_162,ads2_click_success_20260719_110435_162,2026-07-19T11:04:35+0800,got_template,got2.png,38.57763888888889,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110435_162,
click_det_000097,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000097.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110441_599\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110441_599\event.json,20260719_110441_599,ads2_click_success_20260719_110441_599,2026-07-19T11:04:41+0800,free_ad_template,free_ad_3.png,53.811458333333334,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110441_599,
click_det_000098,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000098.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110459_134\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110459_134\event.json,20260719_110459_134,ads2_click_success_20260719_110459_134,2026-07-19T11:04:59+0800,close_template,close_2.png,28.830347222222223,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110459_134,
click_det_000099,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000099.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110503_846\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110503_846\event.json,20260719_110503_846,ads2_click_success_20260719_110503_846,2026-07-19T11:05:03+0800,got_template,got2.png,38.60055555555556,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110503_846,
click_det_000100,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000100.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110510_259\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110510_259\event.json,20260719_110510_259,ads2_click_success_20260719_110510_259,2026-07-19T11:05:10+0800,free_ad_template,free_ad_3.png,53.82159722222222,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110510_259,
click_det_000101,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000101.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110527_965\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110527_965\event.json,20260719_110527_965,ads2_click_success_20260719_110527_965,2026-07-19T11:05:28+0800,close_template,close_2.png,31.62875,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110527_965,
click_det_000102,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000102.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110532_655\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110532_655\event.json,20260719_110532_655,ads2_click_success_20260719_110532_655,2026-07-19T11:05:32+0800,got_template,got2.png,35.55430555555556,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110532_655,
click_det_000103,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000103.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110835_052\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110835_052\event.json,20260719_110835_052,ads2_click_success_20260719_110835_052,2026-07-19T11:08:35+0800,free_ad_template,close_26.png,133.1732638888889,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110835_052,
click_det_000104,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000104.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110853_198\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110853_198\event.json,20260719_110853_198,ads2_click_success_20260719_110853_198,2026-07-19T11:08:53+0800,close_template,close_2.png,95.62729166666666,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110853_198,
click_det_000105,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000105.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110858_386\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110858_386\event.json,20260719_110858_386,ads2_click_success_20260719_110858_386,2026-07-19T11:08:58+0800,got_template,got2.png,83.714375,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110858_386,
click_det_000106,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000106.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110903_943\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110903_943\event.json,20260719_110903_943,ads2_click_success_20260719_110903_943,2026-07-19T11:09:03+0800,free_ad_template,close_26.png,133.2567361111111,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110903_943,
click_det_000107,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000107.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110922_089\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110922_089\event.json,20260719_110922_089,ads2_click_success_20260719_110922_089,2026-07-19T11:09:22+0800,close_template,close_2.png,82.61444444444444,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110922_089,
click_det_000108,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000108.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110927_172\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110927_172\event.json,20260719_110927_172,ads2_click_success_20260719_110927_172,2026-07-19T11:09:27+0800,got_template,got2.png,83.84625,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110927_172,
click_det_000109,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000109.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110932_725\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110932_725\event.json,20260719_110932_725,ads2_click_success_20260719_110932_725,2026-07-19T11:09:32+0800,free_ad_template,close_26.png,133.04291666666666,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110932_725,
click_det_000110,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000110.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110950_797\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110950_797\event.json,20260719_110950_797,ads2_click_success_20260719_110950_797,2026-07-19T11:09:50+0800,close_template,close_2.png,88.855,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110950_797,
click_det_000111,vision_platform\ads\datasets\detector\click_success_weak_20260719\images\click_det_000111.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_110955_875\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_110955_875\event.json,20260719_110955_875,ads2_click_success_20260719_110955_875,2026-07-19T11:09:55+0800,got_template,got2.png,83.86847222222222,960,540,1,weak_positive,click_success:ads2_click_success_20260719_110955_875,
