instance_id,content_id,original_path,relative_path,vision_domain,asset_role,image_scope,asset_type,representation,families,review_status,note,created_at,updated_at
file_993270f6ad69f631,asset_b3e20e7760a44b0a,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080258_516\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080258_516\crops\bbox.png,ads,runtime_collection,crop,crop,raw,arrow|next,reviewed,,2026-07-14T12:54:22.292771+00:00,2026-07-14T12:54:22.784957+00:00
file_096cbf9643228a54,asset_056a75a95fd0004a,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080308_161\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080308_161\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:04.939169+00:00,2026-07-14T12:55:05.105238+00:00
file_7051ab9bc6b4fb7f,asset_1681b89025c9902b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080316_811\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080316_811\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:35.535821+00:00,2026-07-14T12:54:36.065385+00:00
file_7003e76f1c605201,asset_57a3a364e16b9e38,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080355_864\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080355_864\crops\bbox.png,ads,runtime_collection,crop,crop,raw,arrow,reviewed,,2026-07-14T13:06:51.143553+00:00,2026-07-14T13:06:51.668204+00:00
file_4b3f40d609b103c8,asset_3da5069be36e1858,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080405_663\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080405_663\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:05.307163+00:00,2026-07-14T12:55:05.456155+00:00
file_a9b3de8ef22b83c9,asset_da86db81efb2b312,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080412_253\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080412_253\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:36.082853+00:00,2026-07-14T12:54:36.535039+00:00
file_89bf80364d6050d5,asset_8263ab7cd58c1c1f,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080451_263\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080451_263\crops\bbox.png,ads,runtime_collection,crop,crop,raw,arrow,reviewed,,2026-07-14T13:07:05.559085+00:00,2026-07-14T13:07:06.263875+00:00
file_f17f0597f4a960bf,asset_28434918920405bd,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080500_682\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080500_682\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:02.035422+00:00,2026-07-14T12:55:02.405759+00:00
file_3f84811f20709357,asset_bd0db35d86d5fa07,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080508_706\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080508_706\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:46.534463+00:00,2026-07-14T12:54:46.675519+00:00
file_ef413d45fecc7350,asset_fb6f9655e9c30e97,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080545_818\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080545_818\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:01.708713+00:00,2026-07-14T12:55:01.791760+00:00
file_0ce1716b8f344970,asset_88342de1955d7710,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080711_318\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080711_318\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:36.578879+00:00,2026-07-14T12:54:37.535804+00:00
file_80933b388bcd6724,asset_52eb220e60027c56,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080814_562\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080814_562\crops\bbox.png,ads,runtime_collection,crop,crop,raw,arrow|next,reviewed,,2026-07-14T13:06:28.175259+00:00,2026-07-14T13:06:35.632874+00:00
file_fa231e96cc4ad879,asset_7fd813ce3578ef46,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080823_970\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080823_970\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:02.427558+00:00,2026-07-14T12:55:02.479206+00:00
file_819590d43e808e84,asset_de74d2f098c11963,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080848_828\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080848_828\crops\bbox.png,ads,runtime_collection,crop,crop,raw,arrow|next,reviewed,,2026-07-14T12:55:15.045518+00:00,2026-07-14T12:56:35.630926+00:00
file_74eb22cf9cc7cda8,asset_1a3ff2eb8f7093d8,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080901_974\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080901_974\crops\bbox.png,ads,runtime_collection,crop,crop,raw,arrow,reviewed,,2026-07-14T13:06:41.470095+00:00,2026-07-14T13:06:44.766914+00:00
file_8c24b44569d0efa9,asset_ef8824e2b0e42aaf,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080907_353\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080907_353\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:04.149369+00:00,2026-07-14T12:55:04.339196+00:00
file_30148b2a62e0ad60,asset_1681b89025c9902b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080913_676\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080913_676\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:37.577594+00:00,2026-07-14T12:54:37.910276+00:00
file_5dd1802e3abed8ce,asset_7c2cc704821e7c64,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081020_456\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081020_456\crops\bbox.png,ads,runtime_collection,crop,crop,raw,arrow,reviewed,,2026-07-14T13:07:02.240641+00:00,2026-07-14T13:07:03.575579+00:00
file_25f3ac1b552bd237,asset_d3a2423f432b3a89,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081029_964\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081029_964\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:05.126085+00:00,2026-07-14T12:55:05.284052+00:00
file_5aef0a69d205702c,asset_d0c43c6062f54e39,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081038_362\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081038_362\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:46.696489+00:00,2026-07-14T12:54:47.010521+00:00
file_a54b16efa4d7551a,asset_8524767750bea86e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081144_892\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081144_892\crops\bbox.png,ads,runtime_collection,crop,crop,raw,arrow|next,reviewed,,2026-07-14T13:06:17.340644+00:00,2026-07-14T13:06:17.793575+00:00
file_18b5612cf996a0e2,asset_e6692a08aff865cc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081154_299\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081154_299\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:05.477818+00:00,2026-07-14T12:55:05.673636+00:00
file_6eeb0cbcc44f6725,asset_56f1aad4a5d1e8bc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081203_020\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081203_020\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:37.930619+00:00,2026-07-14T12:54:38.130172+00:00
file_cd87cbee7fb17dd2,asset_8246d10f6c6dfb69,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081251_268\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081251_268\crops\bbox.png,ads,runtime_collection,crop,crop,raw,arrow|next,reviewed,,2026-07-14T12:54:21.461898+00:00,2026-07-14T12:54:22.258075+00:00
file_d47e518578ccb400,asset_052743a3536937ab,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081300_633\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081300_633\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:01.815527+00:00,2026-07-14T12:55:02.014955+00:00
file_69fb836754e891f4,asset_88342de1955d7710,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081501_024\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081501_024\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:38.172866+00:00,2026-07-14T12:54:38.458672+00:00
file_30b93db89322c3ed,asset_339992e49e34ab57,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081518_911\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081518_911\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T12:53:20.814190+00:00,2026-07-14T12:53:21.828109+00:00
file_8530abf2f6494c7a,asset_963baf19279319e4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081523_978\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081523_978\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:02.684851+00:00,2026-07-14T12:55:03.057953+00:00
file_80479f91e8f5495e,asset_542d5a8ba5e8e090,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081529_784\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081529_784\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:38.500069+00:00,2026-07-14T12:54:38.834044+00:00
file_706ed24dc0f647f5,asset_2117e8b585c0bc87,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081547_761\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081547_761\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T12:53:34.897974+00:00,2026-07-14T12:53:35.373558+00:00
file_15d57ab21d089397,asset_737da74c398dd713,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081552_811\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081552_811\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:05.857219+00:00,2026-07-14T12:55:06.032565+00:00
file_db9ed6991b2b35e2,asset_1681b89025c9902b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081558_495\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081558_495\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:38.874583+00:00,2026-07-14T12:54:39.177003+00:00
file_5ba1025efbe9a527,asset_497df773d3786fa2,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081616_570\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081616_570\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T12:53:54.047144+00:00,2026-07-14T12:53:54.794138+00:00
file_a74329e46e350a11,asset_003f01a0aee6b9bc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081621_578\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081621_578\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:03.738298+00:00,2026-07-14T12:55:03.917480+00:00
file_10574d3caef6663b,asset_da86db81efb2b312,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081627_502\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081627_502\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:39.217953+00:00,2026-07-14T12:54:41.679444+00:00
file_b054d740af129652,asset_30c8ee229aa044f4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081645_261\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081645_261\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T12:53:25.051679+00:00,2026-07-14T12:53:26.600562+00:00
file_3fb8b5064903ca0c,asset_11db72d833ab9f3d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081650_337\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081650_337\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:04.742414+00:00,2026-07-14T12:55:04.909260+00:00
file_fd79ffd3d3a51e10,asset_56f1aad4a5d1e8bc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081656_210\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081656_210\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:41.719939+00:00,2026-07-14T12:54:42.554259+00:00
file_2a9c4cbc79d3cdd4,asset_dfe2e766e76863a7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081714_190\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081714_190\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T13:00:43.020583+00:00,2026-07-14T13:00:47.660076+00:00
file_1d474dd251495027,asset_64468130aeae340f,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081719_192\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081719_192\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:03.941647+00:00,2026-07-14T12:55:04.124317+00:00
file_672929415db32729,asset_88342de1955d7710,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081911_232\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081911_232\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:42.595232+00:00,2026-07-14T12:54:42.987082+00:00
file_f50bc4b9ee8e7895,asset_fdc90db3b9dedd4d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081929_330\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081929_330\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T12:53:23.083573+00:00,2026-07-14T12:53:23.656962+00:00
file_2099c897741bb7ac,asset_3f76ae4068c4ab21,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081934_414\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081934_414\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:03.094082+00:00,2026-07-14T12:55:03.150376+00:00
file_b5d0052acd788220,asset_542d5a8ba5e8e090,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081940_245\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081940_245\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:43.028451+00:00,2026-07-14T12:54:43.240088+00:00
file_05def3d81c771cda,asset_dfe2e766e76863a7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081958_183\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081958_183\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T13:00:47.700811+00:00,2026-07-14T13:00:48.323697+00:00
file_889c5f7849e9e56b,asset_3666987badf94225,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082003_150\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082003_150\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:04.543402+00:00,2026-07-14T12:55:04.723547+00:00
file_9d8d4508c8c86c30,asset_1681b89025c9902b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082008_915\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082008_915\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:43.282558+00:00,2026-07-14T12:54:43.437677+00:00
file_75f0a3f1005b8cf5,asset_e18d2d36b4462d42,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082026_800\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082026_800\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T12:53:43.780413+00:00,2026-07-14T12:53:53.313926+00:00
file_7ba37ba4e13e658e,asset_649ddbb0bb1f8942,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082031_822\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082031_822\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:06.065131+00:00,2026-07-14T12:55:06.196995+00:00
file_3525844c4acdff86,asset_da86db81efb2b312,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082037_725\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082037_725\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:43.477535+00:00,2026-07-14T12:54:43.608437+00:00
file_b33179d5dfc36f66,asset_ee8d8097b6a92785,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082055_561\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082055_561\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T12:53:27.993891+00:00,2026-07-14T12:53:29.304860+00:00
file_e3f93854a48c596e,asset_ebe1049d4839024b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082100_584\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082100_584\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:03.170217+00:00,2026-07-14T12:55:03.330458+00:00
file_6075c2b75004a318,asset_56f1aad4a5d1e8bc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082106_393\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082106_393\crops\bbox.png,ads,runtime_collection,crop,crop,raw,play_triangle,reviewed,,2026-07-14T12:54:43.649254+00:00,2026-07-14T12:54:43.772814+00:00
file_f2bf26ce0c230be2,asset_ea6642c3c3ac92c6,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082124_182\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082124_182\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T12:53:32.249780+00:00,2026-07-14T12:53:33.500476+00:00
file_9036c20d93a62e90,asset_bac6666a761e1adc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082129_269\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082129_269\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:04.361573+00:00,2026-07-14T12:55:04.516833+00:00
file_2d32d81af259db34,asset_83b91869426baa8c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085553_483\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085553_483\crops\bbox.png,ads,runtime_collection,crop,crop,raw,free,reviewed,,2026-07-14T13:05:46.579717+00:00,2026-07-14T13:05:46.752632+00:00
file_2b98d225f12d47e0,asset_497df773d3786fa2,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085611_661\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085611_661\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T12:53:54.835173+00:00,2026-07-14T12:53:55.978760+00:00
file_5aae88bba4e0d939,asset_5c41eb2044704344,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085616_610\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085616_610\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:06.607468+00:00,2026-07-14T12:55:06.757043+00:00
file_e2bd959159fec617,asset_83b91869426baa8c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085623_123\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085623_123\crops\bbox.png,ads,runtime_collection,crop,crop,raw,free,reviewed,,2026-07-14T13:05:46.812441+00:00,2026-07-14T13:05:46.943959+00:00
file_d6d7b8fe54105f23,asset_11f12a7a90864764,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085640_930\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085640_930\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T12:52:56.420734+00:00,2026-07-14T12:52:58.229755+00:00
file_a13826c1f7dc3962,asset_a58eabf57128a6da,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085645_842\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085645_842\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:03.541076+00:00,2026-07-14T12:55:03.712594+00:00
file_6c2513b39535128b,asset_f969550042dd8a5c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085652_323\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085652_323\crops\bbox.png,ads,runtime_collection,crop,crop,raw,free,reviewed,,2026-07-14T13:05:47.741907+00:00,2026-07-14T13:05:47.849475+00:00
file_f5a827ce6ecfcbc9,asset_dfe2e766e76863a7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085710_406\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085710_406\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T13:00:48.372411+00:00,2026-07-14T13:00:48.904581+00:00
file_89f5783d6a5d01a2,asset_5e68128f2f5b8dab,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085715_383\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085715_383\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:54:58.581884+00:00,2026-07-14T12:54:58.768534+00:00
file_29945fa12019fd30,asset_0f62c98e529b3d06,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085722_178\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085722_178\crops\bbox.png,ads,runtime_collection,crop,crop,raw,free,reviewed,,2026-07-14T13:05:45.288886+00:00,2026-07-14T13:05:45.700310+00:00
file_809e2278f198a6c1,asset_186ef5c07473c5f7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085740_231\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085740_231\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T12:53:15.241974+00:00,2026-07-14T12:53:20.788793+00:00
file_74e06e5ceb318bc4,asset_7ea505252b3da083,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085745_144\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085745_144\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:55:01.083854+00:00,2026-07-14T12:55:01.252398+00:00
file_11a448cc2c021c50,asset_cd28afeb00146427,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085751_923\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085751_923\crops\bbox.png,ads,runtime_collection,crop,crop,raw,free,reviewed,,2026-07-14T13:01:44.553965+00:00,2026-07-14T13:01:48.382021+00:00
file_3e8530f504ae91eb,asset_11f12a7a90864764,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085809_808\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085809_808\crops\bbox.png,ads,runtime_collection,crop,crop,raw,x_mark,reviewed,,2026-07-14T12:52:58.270512+00:00,2026-07-14T12:52:59.342022+00:00
file_4ab6e280b19b2c27,asset_2cc9ebf57e082dc9,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085814_733\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085814_733\crops\bbox.png,ads,runtime_collection,crop,crop,raw,got,reviewed,,2026-07-14T12:54:57.376011+00:00,2026-07-14T12:54:57.575442+00:00
file_25576e1587bb3d2c,asset_cd28afeb00146427,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085821_544\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085821_544\crops\bbox.png,ads,runtime_collection,crop,crop,raw,free,reviewed,,2026-07-14T13:01:48.447741+00:00,2026-07-14T13:05:42.017240+00:00
