bbox_id,instance_id,content_id,original_path,relative_path,x,y,w,h,vision_domain,asset_type,representation,screen_state,candidate_label,sample_role,sub_role,class_name,class_purpose,label,note,created_at,updated_at
156,file_4a0b887cc1021121,asset_451d0b46a3a8854c,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260630_190348_edit.png,ads2\assets\2_communication\manual_rescue_20260630_190348_edit.png,906.9346733668341,24.120603015075375,39.798994974874404,22.914572864321606,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T09:01:28.883362+00:00,2026-07-12T09:01:28.883362+00:00
608,file_4a10766426bc3a34,asset_94506a844c07221c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103240_006\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103240_006\pre_click.png,409.6,139.52,140.79999999999995,34.56,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-21T10:03:56.900495+00:00,2026-07-21T10:03:56.900495+00:00
672,file_4b09f7d1ed1ec4ac,asset_fe6a94c2ec249ae9,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_102428_051\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260720_102428_051\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:37.553750+00:00,2026-07-21T10:04:37.553750+00:00
686,file_4b7bea1ea3fb7c24,asset_0dcb0e1a803a725d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080145_040\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080145_040\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:41.895688+00:00,2026-07-21T10:04:41.895688+00:00
693,file_4d3a64d5566fab53,asset_572f6925331932d4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_130930_231\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260720_130930_231\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:44.238502+00:00,2026-07-21T10:04:44.238502+00:00
570,file_4d905d34a600dd2f,asset_ed94795b4d045d53,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_105157_911\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_105157_911\pre_click.png,884.0930232558139,29.767441860465116,72.93023255813955,29.767441860465116,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:46:56.780406+00:00,2026-07-18T08:46:56.780406+00:00
667,file_4dbf7ab75be158b2,asset_fa866aef298d18b8,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_095340_430\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095340_430\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:35.490509+00:00,2026-07-21T10:04:35.490509+00:00
707,file_4df3d99b2934bab2,asset_9bb4cadb760054a5,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092304_232\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092304_232\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:48.973612+00:00,2026-07-21T10:04:48.973612+00:00
460,file_4e3c0706642b8383,asset_af652761d35e3973,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_104543_011\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_104543_011\pre_click.png,278.3255813953488,336.3720930232558,96.74418604651163,26.790697674418652,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:36:50.471910+00:00,2026-07-18T08:36:50.471910+00:00
105,file_4faf51f7efdcb762,asset_4b74d5405d484b1e,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260613_152650_edit.png,ads2\assets\2_communication\manual_rescue_20260613_152650_edit.png,906.9346733668341,21.708542713567837,39.798994974874404,21.708542713567837,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:42:23.213143+00:00,2026-07-12T07:42:23.213143+00:00
706,file_4fb770990024e7c8,asset_ade616fc0baeef41,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103543_766\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103543_766\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:48.768840+00:00,2026-07-21T10:04:48.768840+00:00
384,file_4fbaf2ba4e7ee4bb,asset_5c345f72ebb72ad1,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_105245_223\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_105245_223\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-18T08:31:59.520933+00:00,2026-07-18T08:31:59.520933+00:00
50,file_50e3a7f3bec0e370,asset_148fb06adfea06f2,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_161244_original.png,ads2\assets\2_communication\manual_rescue_20260607_161244_original.png,297.8894472361809,475.1758793969849,48.24120603015075,32.56281407035175,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-12T07:33:22.103879+00:00,2026-07-12T07:33:22.207851+00:00
119,file_51e4398b2c2b97f4,asset_a147534feac4f9fe,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260614_155157_original.png,ads2\assets\2_communication\manual_rescue_20260614_155157_original.png,913.1095477386933,23.155778894472355,24.699497487437156,20.84020100502512,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T08:50:01.914402+00:00,2026-07-12T08:50:01.914402+00:00
177,file_5204cddb94e64d8e,asset_8089d3ec2f3418e0,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260711_140522_original.png,ads2\assets\2_communication\manual_rescue_20260711_140522_original.png,377.4874371859296,290.65326633165824,34.9748743718593,13.266331658291449,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,free,action_target,detector,positive,,2026-07-12T09:04:29.071955+00:00,2026-07-12T09:04:29.071955+00:00
477,file_521f6b69e6174454,asset_e01fefad9cdb2ffd,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093117_690\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093117_690\pre_click.png,906.4186046511628,11.906976744186046,38.697674418604606,40.18604651162791,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:37:07.974239+00:00,2026-07-18T08:37:07.974239+00:00
373,file_52f4b37a8e32a437,asset_69031b1601035f95,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093151_468\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093151_468\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-18T08:31:53.062770+00:00,2026-07-18T08:31:53.062770+00:00
614,file_532449d228b7d116,asset_5b7154bc8d56c43b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103609_541\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103609_541\pre_click.png,409.6,139.52,140.79999999999995,34.56,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-21T10:04:02.669597+00:00,2026-07-21T10:04:02.669597+00:00
596,file_53ff9c1b4ced5df3,asset_1c21ba94a6f3f2b4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_105856_683\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_105856_683\pre_click.png,19.348837209302324,19.348837209302324,47.62790697674419,46.139534883720934,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:49:44.248572+00:00,2026-07-18T08:49:44.248572+00:00
750,file_5431d61c027a2679,asset_c1dadac2240019b5,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_164434_169\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_164434_169\pre_click.png,903.4418604651163,17.86046511627907,41.67441860465112,32.74418604651163,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-21T10:05:04.492460+00:00,2026-07-21T10:05:04.492460+00:00
80,file_54649dd854c2aebf,asset_35050faa6b11f353,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260610_151332_edit.png,ads2\assets\2_communication\manual_rescue_20260610_151332_edit.png,809.2462311557788,467.9396984924623,49.44723618090461,26.532663316582898,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-12T07:38:47.921460+00:00,2026-07-12T07:38:47.921460+00:00
491,file_54f8ea80cc90182d,asset_62806bba2098a21d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093059_764\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093059_764\pre_click.png,413.7674418604651,351.25581395348837,86.32558139534882,29.767441860465112,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:41:21.184144+00:00,2026-07-18T08:41:21.184144+00:00
492,file_54f8ea80cc90182d,asset_62806bba2098a21d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093059_764\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093059_764\pre_click.png,555.1627906976744,352.74418604651163,80.37209302325584,26.790697674418595,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:41:21.196489+00:00,2026-07-18T08:41:21.196489+00:00
493,file_54f8ea80cc90182d,asset_62806bba2098a21d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093059_764\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093059_764\pre_click.png,693.5813953488372,349.7674418604651,83.34883720930236,31.25581395348837,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:41:21.216437+00:00,2026-07-18T08:41:21.216437+00:00
494,file_54f8ea80cc90182d,asset_62806bba2098a21d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093059_764\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_093059_764\pre_click.png,832.0,351.25581395348837,86.32558139534888,29.767441860465112,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:41:21.229919+00:00,2026-07-18T08:41:21.229919+00:00
468,file_556f31a88706451b,asset_436dd4201776d052,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_105406_821\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_105406_821\pre_click.png,278.3255813953488,336.3720930232558,96.74418604651163,26.790697674418652,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:36:54.899208+00:00,2026-07-18T08:36:54.899208+00:00
599,file_5617e66e00e37e98,asset_7a6ade96a6aea532,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100245_077\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_100245_077\pre_click.png,17.660972404730618,16.39947437582129,140.02628120893561,29.014454664914584,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:50:00.195904+00:00,2026-07-18T08:50:00.195904+00:00
137,file_571724a6f98e4c59,asset_d5764c150aa3271a,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260624_124749_edit.png,ads2\assets\2_communication\manual_rescue_20260624_124749_edit.png,911.6295075376884,22.99947738693467,31.61535678391965,19.265608040201002,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T08:55:16.293102+00:00,2026-07-12T08:55:21.555522+00:00
167,file_57a8534623367f8d,asset_29c8125cc98990ef,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260705_104432_edit.png,ads2\assets\2_communication\manual_rescue_20260705_104432_edit.png,909.3467336683416,22.914572864321606,31.356783919597987,27.73869346733668,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T09:02:42.386490+00:00,2026-07-12T09:02:46.230398+00:00
607,file_580341d5ce64f48d,asset_e85f6385e3bbb59d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100456_732\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100456_732\pre_click.png,409.6,139.52,140.79999999999995,34.56,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-21T10:03:55.195643+00:00,2026-07-21T10:03:55.195643+00:00
354,file_5957661e271df6d6,asset_250fdaa293a2a2c4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101702_582\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_101702_582\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-18T08:29:14.300393+00:00,2026-07-18T08:29:14.300393+00:00
44,file_596fe48bf09caa19,asset_6cb8dabf6719aa9f,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260607_154252_edit.png,ads2\assets\2_communication\manual_rescue_20260607_154252_edit.png,908.1407035175879,24.120603015075375,34.9748743718593,20.50251256281407,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:32:00.029380+00:00,2026-07-12T07:32:00.029380+00:00
499,file_59713b03f8596456,asset_0708cb1550a35190,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103316_281\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103316_281\pre_click.png,413.7674418604651,351.25581395348837,86.32558139534882,29.767441860465112,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:41:39.386588+00:00,2026-07-18T08:41:39.386588+00:00
500,file_59713b03f8596456,asset_0708cb1550a35190,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103316_281\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103316_281\pre_click.png,555.1627906976744,352.74418604651163,80.37209302325584,26.790697674418595,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:41:39.405561+00:00,2026-07-18T08:41:39.405561+00:00
501,file_59713b03f8596456,asset_0708cb1550a35190,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_103316_281\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_103316_281\pre_click.png,693.5813953488372,349.7674418604651,83.34883720930236,31.25581395348837,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,play,action_target,detector,positive,,2026-07-18T08:41:39.426240+00:00,2026-07-18T08:41:39.426240+00:00
617,file_5a5e603abd611ebc,asset_27af756f24044d42,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_092910_536\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_092910_536\pre_click.png,409.6,139.52,140.79999999999995,34.56,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-21T10:04:05.498525+00:00,2026-07-21T10:04:05.498525+00:00
674,file_5af7bf2d1ab373e0,asset_1e39396ea99a174b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_095216_081\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095216_081\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:38.164462+00:00,2026-07-21T10:04:38.164462+00:00
161,file_5b51190589169a7b,asset_a1b6c2355b5cf31b,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260703_095006_edit.png,ads2\assets\2_communication\manual_rescue_20260703_095006_edit.png,94.61235216819973,18.922470433639948,36.58344283837057,30.275952693823914,ads,uncertain,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T09:01:57.987130+00:00,2026-07-12T09:01:57.987130+00:00
610,file_5b7febc619b645c4,asset_a62aeec4681881c3,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100253_288\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100253_288\pre_click.png,409.6,139.52,140.79999999999995,34.56,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-21T10:03:59.851842+00:00,2026-07-21T10:03:59.851842+00:00
97,file_5bd2e84e4b65a94b,asset_efd1608a9c659131,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260613_064842_original.png,ads2\assets\2_communication\manual_rescue_20260613_064842_original.png,909.3467336683417,21.708542713567795,33.768844221105496,22.9145728643216,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T07:41:02.233491+00:00,2026-07-12T07:41:02.233491+00:00
695,file_5bfa7ace385936e2,asset_47034a8668ba5b87,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_093819_308\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_093819_308\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:44.770492+00:00,2026-07-21T10:04:44.770492+00:00
651,file_5c189dbb9f24f865,asset_dae01ea3a10e0fca,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_115828_348\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260720_115828_348\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:29.888903+00:00,2026-07-21T10:04:29.888903+00:00
291,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,902.110552763819,31.356783919597987,37.38693467336691,37.38693467336684,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:16.829271+00:00,2026-07-12T09:29:16.829271+00:00
292,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,85.62814070351757,108.54271356783919,48.24120603015075,38.592964824120614,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:16.845224+00:00,2026-07-12T09:29:16.845224+00:00
293,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,21.708542713567837,174.87437185929647,44.623115577889436,36.18090452261305,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:16.862137+00:00,2026-07-12T09:29:16.862137+00:00
294,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,441.40703517587934,390.7537688442211,100.10050251256285,51.85929648241205,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:16.879238+00:00,2026-07-12T09:29:16.879238+00:00
295,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,417.286432160804,499.29648241206024,107.3366834170854,25.32663316582915,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:16.894704+00:00,2026-07-12T09:29:16.894704+00:00
296,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,669.3467336683417,494.4723618090452,72.3618090452261,31.356783919598,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:16.919626+00:00,2026-07-12T09:29:16.919626+00:00
297,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,212.2613065326633,500.50251256281405,73.5678391959799,26.53266331658284,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:16.935586+00:00,2026-07-12T09:29:16.935586+00:00
298,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,44.62311557788944,504.12060301507535,79.59798994974872,25.32663316582915,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:16.953015+00:00,2026-07-12T09:29:16.953015+00:00
299,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,794.7738693467336,378.6934673366834,75.9798994974874,86.83417085427135,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:16.968207+00:00,2026-07-12T09:29:16.968207+00:00
300,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,828.5427135678391,161.608040201005,47.035175879397,48.24120603015075,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:16.986367+00:00,2026-07-12T09:29:16.986367+00:00
301,file_5c319c5f98288ad9,asset_b979829072a170d9,D:\Projects\adb_vl\ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,ads2\assets\3_reference_screens\menu_test_3_20260605_104220.png,21.708542713567837,103.71859296482411,42.211055276381906,45.82914572864321,game,clean_fullscreen,raw,actionable,uncertain,uncertain,主城,action_target,detector,positive,,2026-07-12T09:29:17.001749+00:00,2026-07-12T09:29:17.001749+00:00
138,file_5c48d6bc2314a63a,asset_7c5afa1685004ea5,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260624_124749_original.png,ads2\assets\2_communication\manual_rescue_20260624_124749_original.png,911.6295075376884,22.99947738693467,31.61535678391965,19.265608040201002,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-12T08:55:32.286298+00:00,2026-07-12T08:55:32.286298+00:00
724,file_5c4b1ba79f38fbba,asset_d8a6f62c0a7437ea,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_164612_179\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_164612_179\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:56.275622+00:00,2026-07-21T10:04:56.275622+00:00
629,file_5cadf1811ac1cad2,asset_2b9b79bba2b915f4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_182832_353\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_182832_353\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:22.672128+00:00,2026-07-21T10:04:22.672128+00:00
635,file_5d4663a33a227595,asset_81beb707046634bd,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_110210_240\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260720_110210_240\pre_click.png,418.2325581395349,139.90697674418604,120.55813953488376,35.720930232558146,shared,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:04:25.203755+00:00,2026-07-21T10:04:25.203755+00:00
752,file_5dfae06133a3c2a2,asset_05bb6470551686c8,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082124_182\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082124_182\pre_click.png,910.1464713715046,17.896138482023968,31.957390146471425,34.513981358189085,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,got,action_target,detector,positive,,2026-07-21T10:16:01.930903+00:00,2026-07-21T10:16:01.955251+00:00
339,file_5e3338b564fbeaad,asset_c39788ad13048456,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_105815_433\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260718_105815_433\pre_click.png,899.2405063291139,16.70886075949367,47.088607594936775,42.53164556962025,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-18T08:28:43.404176+00:00,2026-07-18T08:28:43.404176+00:00
744,file_5e7c3e333e178675,asset_c46dfbaf3ef0653e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_103802_890\pre_click.png,vision_platform\ads\runtime_collection\click_success\click_success_20260719_103802_890\pre_click.png,903.4418604651163,17.86046511627907,41.67441860465112,32.74418604651163,ads,clean_fullscreen,raw,actionable,uncertain,uncertain,,action_target,detector,positive,,2026-07-21T10:05:02.178755+00:00,2026-07-21T10:05:02.178755+00:00
