raw_proposal_id,parent_screen_id,parent_screen_path,source_screen_path,bbox,bbox_x,bbox_y,bbox_w,bbox_h,proposal_source,proposal_type,proposal_score,template_name,raw_proposal_crop_path,raw_payload
raw_s0005_0004,screen_0005,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0005.png,vision_platform\ads\collections\input_preclick_latest30_20260720\005_click_success_20260720_131658_019_pre_click.png,"[332,116,8,11]",332,116,8,11,geometry_x,x_geometry,0.811805,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0005_0004.png,"{""score"":0.8118045819011902,""method"":""axis"",""line_down"":[332,117,339,124],""line_up"":[332,124,339,117],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.9191919357049188,""center_offset"":0.07569057494401932,""fill"":0.5113636363636364,""axis_union"":0.7555555555555555,""axis_balance"":0.7,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":7.000356674194336,""axis_span_up_px"":6.434671401977539,""min_arm_pixels"":2,""min_arm_extent_px"":0.26776695251464844,""min_arm_coverage"":0.25,""center_pixels"":12,""center_thickness_ratio"":1.0489778450323883,""arm_down_neg_px"":2,""arm_down_pos_px"":12,""arm_up_neg_px"":4,""arm_up_pos_px"":8,""arm_down_neg_cov"":0.25,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":0.75,""arm_up_pos_cov"":1.0,""axis_core_union"":0.4444444444444444,""axis_core_balance"":0.8181818181818182,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""black_strict"",""mode"":""black""}"
raw_s0005_0005,screen_0005,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0005.png,vision_platform\ads\collections\input_preclick_latest30_20260720\005_click_success_20260720_131658_019_pre_click.png,"[867,131,9,9]",867,131,9,9,geometry_x,x_geometry,0.804688,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0005_0005.png,"{""score"":0.8046879873877786,""method"":""axis"",""line_down"":[867,131,875,139],""line_up"":[867,139,875,131],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.8368421755001261,""center_offset"":0.04863094910979271,""fill"":0.49382716049382713,""axis_union"":0.875,""axis_balance"":0.5416666666666666,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":6.7175140380859375,""axis_span_up_px"":5.621499061584473,""min_arm_pixels"":2,""min_arm_extent_px"":0.6213202476501465,""min_arm_coverage"":0.25,""center_pixels"":13,""center_thickness_ratio"":1.101078242494115,""arm_down_neg_px"":11,""arm_down_pos_px"":2,""arm_up_neg_px"":4,""arm_up_pos_px"":5,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":0.25,""arm_up_neg_cov"":0.5,""arm_up_pos_cov"":0.75,""axis_core_union"":0.65,""axis_core_balance"":0.5294117647058824,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""black_strict"",""mode"":""black""}"
raw_s0005_0006,screen_0005,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0005.png,vision_platform\ads\collections\input_preclick_latest30_20260720\005_click_success_20260720_131658_019_pre_click.png,"[593,105,27,27]",593,105,27,27,geometry_x,x_geometry,0.804057,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0005_0006.png,"{""score"":0.8040571021252629,""method"":""axis"",""line_down"":[593,105,619,131],""line_up"":[593,131,619,105],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.7109375803424381,""center_offset"":0.03331290930509567,""fill"":0.401920438957476,""axis_union"":0.7167235494880546,""axis_balance"":0.8584070796460177,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":16.086679458618164,""axis_span_up_px"":22.62741470336914,""min_arm_pixels"":16,""min_arm_extent_px"":3.634951114654541,""min_arm_coverage"":1.0,""center_pixels"":82,""center_thickness_ratio"":1.6143790469388482,""arm_down_neg_px"":16,""arm_down_pos_px"":35,""arm_up_neg_px"":56,""arm_up_pos_px"":28,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":1.0,""arm_up_pos_cov"":1.0,""axis_core_union"":0.46075085324232085,""axis_core_balance"":0.9565217391304348,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""black_strict"",""mode"":""black""}"
raw_s0005_0007,screen_0005,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0005.png,vision_platform\ads\collections\input_preclick_latest30_20260720\005_click_success_20260720_131658_019_pre_click.png,"[398,219,28,22]",398,219,28,22,geometry_x,x_geometry,0.781768,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0005_0007.png,"{""score"":0.781767544485986,""method"":""axis"",""line_down"":[401,219,422,240],""line_up"":[401,240,422,219],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.8223201189865545,""center_offset"":0.04221957549452782,""fill"":0.36688311688311687,""axis_union"":0.6991150442477876,""axis_balance"":0.6808510638297872,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":24.07698631286621,""axis_span_up_px"":19.79899024963379,""min_arm_pixels"":17,""min_arm_extent_px"":3.55106782913208,""min_arm_coverage"":1.0,""center_pixels"":26,""center_thickness_ratio"":0.6833565227757289,""arm_down_neg_px"":42,""arm_down_pos_px"":46,""arm_up_neg_px"":41,""arm_up_pos_px"":17,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":1.0,""arm_up_pos_cov"":1.0,""axis_core_union"":0.41150442477876104,""axis_core_balance"":0.6909090909090909,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""black_soft"",""mode"":""black""}"
raw_s0005_0008,screen_0005,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0005.png,vision_platform\ads\collections\input_preclick_latest30_20260720\005_click_success_20260720_131658_019_pre_click.png,"[924,17,16,12]",924,17,16,12,geometry_x,x_geometry,0.775111,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0005_0008.png,"{""score"":0.7751105260680419,""method"":""axis"",""line_down"":[926,17,937,28],""line_up"":[926,28,937,17],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.857692274174342,""center_offset"":0.11298602819442749,""fill"":0.25,""axis_union"":0.5625,""axis_balance"":0.9285714285714286,""continuity"":0.5102040816326531,""max_gap_ratio"":0.2857142857142857,""continuity_coverage"":0.7142857142857143,""axis_span_down_px"":9.192388534545898,""axis_span_up_px"":7.884240627288818,""min_arm_pixels"":0,""min_arm_extent_px"":0.0,""min_arm_coverage"":0.0,""center_pixels"":12,""center_thickness_ratio"":1.548703246646457,""arm_down_neg_px"":7,""arm_down_pos_px"":2,""arm_up_neg_px"":0,""arm_up_pos_px"":9,""arm_down_neg_cov"":0.75,""arm_down_pos_cov"":0.25,""arm_up_neg_cov"":0.0,""arm_up_pos_cov"":0.75,""axis_core_union"":0.4166666666666667,""axis_core_balance"":0.8181818181818182,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""black_strict"",""mode"":""black""}"
raw_s0006_0001,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[323,163,43,46]",323,163,43,46,close_template,template_match,0.740467,ad_issue_20260606_045316_roi_0.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0001.png,"{""brightness_ratio"":1.137048310188145}"
raw_s0006_0002,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[18,24,50,39]",18,24,50,39,close_template,template_match,0.977737,ad_issue_20260606_052002_roi_15.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0002.png,"{""brightness_ratio"":0.9627446748647742}"
raw_s0006_0003,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[25,28,35,29]",25,28,35,29,close_template,template_match,0.951691,close_14.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0003.png,"{""brightness_ratio"":1.6287427374679098}"
raw_s0006_0004,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[21,26,40,33]",21,26,40,33,close_template,template_match,0.821972,close_24.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0004.png,"{""brightness_ratio"":3.418089662888334}"
raw_s0006_0005,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[722,203,38,25]",722,203,38,25,close_template,template_match,0.783516,close_4.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0005.png,"{""brightness_ratio"":1.0026202507954334}"
raw_s0006_0006,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[18,24,49,38]",18,24,49,38,close_template,template_match,0.978986,close_x_left.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0006.png,"{""brightness_ratio"":0.9640081966734583}"
raw_s0006_0007,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[29,29,28,28]",29,29,28,28,geometry_x,x_geometry,0.986077,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0007.png,"{""score"":0.9860766305615669,""method"":""axis"",""line_down"":[29,29,56,56],""line_up"":[29,56,56,29],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.9965909175899432,""center_offset"":0.007181534543633461,""fill"":0.3737244897959184,""axis_union"":1.0,""axis_balance"":0.9533333333333334,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":31.00663185119629,""axis_span_up_px"":31.11269760131836,""min_arm_pixels"":54,""min_arm_extent_px"":12.490562438964844,""min_arm_coverage"":1.0,""center_pixels"":80,""center_thickness_ratio"":1.667127843771919,""arm_down_neg_px"":54,""arm_down_pos_px"":62,""arm_up_neg_px"":54,""arm_up_pos_px"":55,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":1.0,""arm_up_pos_cov"":1.0,""axis_core_union"":1.0,""axis_core_balance"":0.9533333333333334,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""white_strict"",""mode"":""white""}"
raw_s0006_0008,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[598,141,17,16]",598,141,17,16,geometry_x,x_geometry,0.909977,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0008.png,"{""score"":0.9099768904531592,""method"":""axis"",""line_down"":[599,141,614,156],""line_up"":[599,156,613,141],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.9876543511369035,""center_offset"":0.025852831080555916,""fill"":0.41544117647058826,""axis_union"":0.831858407079646,""axis_balance"":0.88,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":17.182693481445312,""axis_span_up_px"":16.970561981201172,""min_arm_pixels"":17,""min_arm_extent_px"":5.571728229522705,""min_arm_coverage"":1.0,""center_pixels"":11,""center_thickness_ratio"":0.541141608127318,""arm_down_neg_px"":23,""arm_down_pos_px"":20,""arm_up_neg_px"":22,""arm_up_pos_px"":17,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":1.0,""arm_up_pos_cov"":1.0,""axis_core_union"":0.5132743362831859,""axis_core_balance"":0.8125,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""white_strict"",""mode"":""white""}"
raw_s0006_0009,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[905,28,28,30]",905,28,28,30,geometry_x,x_geometry,0.879444,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0009.png,"{""score"":0.8794439546551024,""method"":""axis"",""line_down"":[905,29,932,56],""line_up"":[905,56,932,29],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":1.0,""center_offset"":0.08174725621938705,""fill"":0.35714285714285715,""axis_union"":0.7333333333333333,""axis_balance"":0.9642857142857143,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":25.45584487915039,""axis_span_up_px"":25.45584487915039,""min_arm_pixels"":30,""min_arm_extent_px"":4.0052809715271,""min_arm_coverage"":1.0,""center_pixels"":40,""center_thickness_ratio"":0.5769433794104447,""arm_down_neg_px"":68,""arm_down_pos_px"":31,""arm_up_neg_px"":30,""arm_up_pos_px"":61,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":1.0,""arm_up_pos_cov"":1.0,""axis_core_union"":0.45,""axis_core_balance"":0.9565217391304348,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""white_strict"",""mode"":""white""}"
raw_s0006_0010,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[528,141,16,16]",528,141,16,16,geometry_x,x_geometry,0.868908,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0010.png,"{""score"":0.8689075522598926,""method"":""axis"",""line_down"":[528,141,543,156],""line_up"":[528,156,543,141],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.9958505954702735,""center_offset"":0.02022920548915863,""fill"":0.53515625,""axis_union"":0.7372262773722628,""axis_balance"":0.8035714285714286,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":17.04127311706543,""axis_span_up_px"":16.970561981201172,""min_arm_pixels"":16,""min_arm_extent_px"":6.490966320037842,""min_arm_coverage"":1.0,""center_pixels"":12,""center_thickness_ratio"":0.4920686584324043,""arm_down_neg_px"":25,""arm_down_pos_px"":27,""arm_up_neg_px"":25,""arm_up_pos_px"":16,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":1.0,""arm_up_pos_cov"":1.0,""axis_core_union"":0.35036496350364965,""axis_core_balance"":0.8461538461538461,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""white_strict"",""mode"":""white""}"
raw_s0006_0011,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[563,141,16,16]",563,141,16,16,geometry_x,x_geometry,0.863534,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0011.png,"{""score"":0.8635338563963147,""method"":""axis"",""line_down"":[563,141,578,156],""line_up"":[563,156,578,141],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.9635193083361301,""center_offset"":0.013989639468491077,""fill"":0.51953125,""axis_union"":0.706766917293233,""axis_balance"":0.8431372549019608,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":16.475587844848633,""axis_span_up_px"":15.874547004699707,""min_arm_pixels"":17,""min_arm_extent_px"":5.925281047821045,""min_arm_coverage"":1.0,""center_pixels"":20,""center_thickness_ratio"":1.0070713880040925,""arm_down_neg_px"":22,""arm_down_pos_px"":20,""arm_up_neg_px"":19,""arm_up_pos_px"":17,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":1.0,""arm_up_pos_cov"":1.0,""axis_core_union"":0.37593984962406013,""axis_core_balance"":0.6129032258064516,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""white_strict"",""mode"":""white""}"
raw_s0006_0012,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[366,123,40,37]",366,123,40,37,geometry_x,x_geometry,0.860337,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0012.png,"{""score"":0.8603367821223513,""method"":""axis"",""line_down"":[368,123,404,159],""line_up"":[368,159,404,123],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.9631147346163442,""center_offset"":0.009878753684461117,""fill"":0.5486486486486486,""axis_union"":0.7339901477832512,""axis_balance"":0.7844311377245509,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":34.50680923461914,""axis_span_up_px"":33.23401641845703,""min_arm_pixels"":96,""min_arm_extent_px"":9.282795906066895,""min_arm_coverage"":1.0,""center_pixels"":154,""center_thickness_ratio"":1.0220465441791764,""arm_down_neg_px"":108,""arm_down_pos_px"":154,""arm_up_neg_px"":115,""arm_up_pos_px"":96,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":1.0,""arm_up_pos_cov"":1.0,""axis_core_union"":0.42980295566502463,""axis_core_balance"":0.736318407960199,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""white_strict"",""mode"":""white""}"
raw_s0006_0013,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[581,140,16,16]",581,140,16,16,geometry_x,x_geometry,0.84974,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0013.png,"{""score"":0.8497395387352719,""method"":""axis"",""line_down"":[581,140,596,155],""line_up"":[581,155,596,140],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.9430893916697981,""center_offset"":0.03374170511960983,""fill"":0.5390625,""axis_union"":0.6884057971014492,""axis_balance"":0.8627450980392157,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":17.394826889038086,""axis_span_up_px"":16.404876708984375,""min_arm_pixels"":20,""min_arm_extent_px"":5.253530025482178,""min_arm_coverage"":1.0,""center_pixels"":13,""center_thickness_ratio"":0.5968577645492544,""arm_down_neg_px"":25,""arm_down_pos_px"":21,""arm_up_neg_px"":20,""arm_up_pos_px"":20,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":1.0,""arm_up_pos_cov"":1.0,""axis_core_union"":0.36231884057971014,""axis_core_balance"":0.7857142857142857,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""white_soft"",""mode"":""white""}"
raw_s0006_0014,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[456,140,16,17]",456,140,16,17,geometry_x,x_geometry,0.843268,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0014.png,"{""score"":0.8432684665066117,""method"":""axis"",""line_down"":[456,141,471,156],""line_up"":[456,156,471,140],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.9791666432517497,""center_offset"":0.006686235312372446,""fill"":0.5073529411764706,""axis_union"":0.717391304347826,""axis_balance"":0.7068965517241379,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":16.970561981201172,""axis_span_up_px"":16.617008209228516,""min_arm_pixels"":17,""min_arm_extent_px"":6.278834819793701,""min_arm_coverage"":1.0,""center_pixels"":13,""center_thickness_ratio"":0.615256256769346,""arm_down_neg_px"":24,""arm_down_pos_px"":24,""arm_up_neg_px"":20,""arm_up_pos_px"":17,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":1.0,""arm_up_pos_cov"":1.0,""axis_core_union"":0.47101449275362317,""axis_core_balance"":0.6666666666666666,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""white_soft"",""mode"":""white""}"
raw_s0006_0015,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[170,52,22,21]",170,52,22,21,geometry_x,x_geometry,0.801772,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0015.png,"{""score"":0.8017720469879926,""method"":""axis"",""line_down"":[170,52,190,72],""line_up"":[171,72,190,52],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.8607143366345638,""center_offset"":0.01672310009598732,""fill"":0.4393939393939394,""axis_union"":0.729064039408867,""axis_balance"":0.6444444444444445,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":19.798988342285156,""axis_span_up_px"":17.04127311706543,""min_arm_pixels"":19,""min_arm_extent_px"":5.478835105895996,""min_arm_coverage"":1.0,""center_pixels"":41,""center_thickness_ratio"":1.1364642301899595,""arm_down_neg_px"":41,""arm_down_pos_px"":28,""arm_up_neg_px"":25,""arm_up_pos_px"":19,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":1.0,""arm_up_pos_cov"":1.0,""axis_core_union"":0.3694581280788177,""axis_core_balance"":0.9736842105263158,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""white_strict"",""mode"":""white""}"
raw_s0006_0016,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,"[670,140,16,16]",670,140,16,16,geometry_x,x_geometry,0.797411,__geometry_close.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\raw_proposal_crops\raw_s0006_0016.png,"{""score"":0.7974106739688637,""method"":""axis"",""line_down"":[670,140,685,155],""line_up"":[670,155,685,140],""angle_down"":45.0,""angle_up"":135.0,""angle_delta"":0.0,""orth_delta"":0.0,""length_ratio"":0.8388624777520574,""center_offset"":0.033610906451940536,""fill"":0.46875,""axis_union"":0.6916666666666667,""axis_balance"":0.7291666666666666,""continuity"":1.0,""max_gap_ratio"":0.0,""continuity_coverage"":1.0,""axis_span_down_px"":14.919953346252441,""axis_span_up_px"":12.515789031982422,""min_arm_pixels"":9,""min_arm_extent_px"":2.814011573791504,""min_arm_coverage"":1.0,""center_pixels"":31,""center_thickness_ratio"":1.851161152181044,""arm_down_neg_px"":14,""arm_down_pos_px"":22,""arm_up_neg_px"":14,""arm_up_pos_px"":9,""arm_down_neg_cov"":1.0,""arm_down_pos_cov"":1.0,""arm_up_neg_cov"":1.0,""arm_up_pos_cov"":1.0,""axis_core_union"":0.3333333333333333,""axis_core_balance"":0.6666666666666666,""fit_error"":0.0,""extra_error"":0.0,""missing_error"":0.0,""center_extra_error"":0.0,""stroke_width"":0.0,""gate"":""white_strict"",""mode"":""white""}"
