instance_id,content_id,relative_path,candidate_id,parent_screen_id,proposal_sources,proposal_score_max,suggestion_family,top_probability,raw_bbox_crop_path
file_2bc38918f13c333d,asset_1c15db447481be43,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0007_008_bbox.png,cxp_s0007_008,screen_0007,geometry_x,0.775111,arrow,0.72292,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0007_008_bbox.png
file_83ffb004792ad81d,asset_251be155a2e0f45f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_001_bbox.png,cxp_s0008_001,screen_0008,geometry_x,1.0,x_mark,0.85223,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_001_bbox.png
file_fd5ba5fc26f9c18f,asset_b83df753dc0ce262,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_002_bbox.png,cxp_s0008_002,screen_0008,close_template,0.986557,arrow,0.78601,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_002_bbox.png
file_8607fdbee998d2f9,asset_29d4af160c90f25e,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_003_bbox.png,cxp_s0008_003,screen_0008,geometry_x,0.890293,negative,0.18558,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_003_bbox.png
file_6a818c895691ea07,asset_3bae6c00597cf32b,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_004_bbox.png,cxp_s0008_004,screen_0008,close_template,0.845773,arrow,0.83815,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_004_bbox.png
file_27c43d04915ed0a5,asset_8bb3a736da24c9a2,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_005_bbox.png,cxp_s0008_005,screen_0008,close_template,0.836577,negative,0.37252,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_005_bbox.png
file_e6cc6d0f43471c64,asset_e21cf97a40a87a66,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_006_bbox.png,cxp_s0008_006,screen_0008,close_template,0.793824,negative,0.33793,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_006_bbox.png
file_1a2caff79c702583,asset_29b348b4c55075b9,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_007_bbox.png,cxp_s0008_007,screen_0008,close_template,0.720402,negative,0.44877,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_007_bbox.png
file_9f0a6ff6a4809723,asset_6b50b62144a847c3,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_001_bbox.png,cxp_s0009_001,screen_0009,geometry_x,0.92058,negative,0.41786,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_001_bbox.png
file_bf81b4a098ff3f03,asset_0305cd784a9a54c5,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_002_bbox.png,cxp_s0009_002,screen_0009,geometry_x,0.881888,arrow,0.84009,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_002_bbox.png
file_11601900858447d5,asset_25dc830e1a1b4503,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_003_bbox.png,cxp_s0009_003,screen_0009,geometry_x,0.847751,negative,0.05684,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_003_bbox.png
file_290fe7c586d1bb6d,asset_57d1fc1da943df85,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_004_bbox.png,cxp_s0009_004,screen_0009,geometry_x,0.818714,x_mark,0.79168,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_004_bbox.png
file_d9a9c77cb25b4a2e,asset_a19fa23d234f9866,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_005_bbox.png,cxp_s0009_005,screen_0009,geometry_x,0.818537,negative,0.09754,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_005_bbox.png
file_e7cbbce50e1dd13e,asset_d5bb1e77da667e36,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_006_bbox.png,cxp_s0009_006,screen_0009,geometry_x,0.798751,arrow,0.54228,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_006_bbox.png
file_056fc8b4516fb6b7,asset_3d4d4e9079f583ca,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_007_bbox.png,cxp_s0009_007,screen_0009,close_template,0.737315,negative,0.30894,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_007_bbox.png
file_c4967340e1b75f3e,asset_1fee60bbe3ea210e,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_008_bbox.png,cxp_s0009_008,screen_0009,close_template,0.736665,negative,0.24434,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_008_bbox.png
file_ab5e1a5904283e1f,asset_80ee4f4e9a213d35,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_009_bbox.png,cxp_s0009_009,screen_0009,geometry_x,0.660447,x_mark,0.82344,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_009_bbox.png
file_4d213c7966ef0a8b,asset_8edb8539dfb2c073,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0010_001_bbox.png,cxp_s0010_001,screen_0010,geometry_x,0.904237,negative,0.28037,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0010_001_bbox.png
file_7b630036ff48fe10,asset_c409190d25a055c3,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0010_002_bbox.png,cxp_s0010_002,screen_0010,geometry_x,0.842426,next,0.56805,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0010_002_bbox.png
file_e8444ad29b36e59a,asset_62817eb22098886c,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0010_003_bbox.png,cxp_s0010_003,screen_0010,geometry_x,0.789566,negative,0.49203,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0010_003_bbox.png
file_7a6929850578850c,asset_013a84504a421342,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0010_004_bbox.png,cxp_s0010_004,screen_0010,geometry_x,0.715768,x_mark,0.57597,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0010_004_bbox.png
file_8ca07fdee1320afd,asset_bc3aa4d268788049,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0010_005_bbox.png,cxp_s0010_005,screen_0010,geometry_x,0.638913,next,0.54278,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0010_005_bbox.png
file_91ff9e58c2ef9b09,asset_251be155a2e0f45f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_001_bbox.png,cxp_s0011_001,screen_0011,geometry_x,1.0,x_mark,0.85223,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_001_bbox.png
file_24b3e1b06995c516,asset_b83df753dc0ce262,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_002_bbox.png,cxp_s0011_002,screen_0011,close_template,0.986557,arrow,0.78601,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_002_bbox.png
file_f227ae59598c6650,asset_29d4af160c90f25e,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_003_bbox.png,cxp_s0011_003,screen_0011,geometry_x,0.890293,negative,0.18558,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_003_bbox.png
file_94e10e3f61ed3ce4,asset_d3baa46011e33c21,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_004_bbox.png,cxp_s0011_004,screen_0011,close_template,0.845756,arrow,0.84333,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_004_bbox.png
file_1ec244a090d1fd51,asset_0f610925826fffdf,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_005_bbox.png,cxp_s0011_005,screen_0011,close_template,0.836511,negative,0.37702,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_005_bbox.png
file_7946387f6c41bfed,asset_d4314ce80a8bf8f5,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_006_bbox.png,cxp_s0011_006,screen_0011,close_template,0.793809,negative,0.33341,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_006_bbox.png
file_62d9538d71cdae45,asset_73284beb8beead90,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_007_bbox.png,cxp_s0011_007,screen_0011,close_template,0.720375,negative,0.45807,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0011_007_bbox.png
file_dfbbacd072fbae7f,asset_91826b2bb066b6a8,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0012_001_bbox.png,cxp_s0012_001,screen_0012,geometry_x,0.891163,negative,0.02268,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0012_001_bbox.png
file_bd805c8450d0eda1,asset_48a4509e9b1c3618,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0012_002_bbox.png,cxp_s0012_002,screen_0012,geometry_x,0.834565,negative,0.04015,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0012_002_bbox.png
file_995f23018d758bb5,asset_565c6f322b64bbca,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0012_003_bbox.png,cxp_s0012_003,screen_0012,geometry_x,0.751292,x_mark,0.87336,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0012_003_bbox.png
file_2268dfeaa6cbefa6,asset_e9008f6b54dbd6b9,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0013_001_bbox.png,cxp_s0013_001,screen_0013,geometry_x,0.904237,negative,0.26582,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0013_001_bbox.png
file_c5a9f3e615585d6e,asset_9013db8a6422d25c,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0013_002_bbox.png,cxp_s0013_002,screen_0013,geometry_x,0.888206,negative,0.21326,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0013_002_bbox.png
file_8b5822f6dfc1ffd1,asset_c409190d25a055c3,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0013_003_bbox.png,cxp_s0013_003,screen_0013,geometry_x,0.842426,next,0.56805,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0013_003_bbox.png
file_1f827ac30bd544d7,asset_62817eb22098886c,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0013_004_bbox.png,cxp_s0013_004,screen_0013,geometry_x,0.789566,negative,0.49203,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0013_004_bbox.png
file_67b49b88f18c6a19,asset_013a84504a421342,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0013_005_bbox.png,cxp_s0013_005,screen_0013,geometry_x,0.715768,x_mark,0.57597,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0013_005_bbox.png
file_ece122d342d13624,asset_61cb291e30c87f5d,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0013_006_bbox.png,cxp_s0013_006,screen_0013,geometry_x,0.638913,next,0.54323,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0013_006_bbox.png
file_db7a24f18e199abe,asset_251be155a2e0f45f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_001_bbox.png,cxp_s0014_001,screen_0014,geometry_x,1.0,x_mark,0.85223,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_001_bbox.png
file_6cceb9daeb3922f5,asset_b83df753dc0ce262,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_002_bbox.png,cxp_s0014_002,screen_0014,close_template,0.986557,arrow,0.78601,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_002_bbox.png
file_08b2d410fccd20b3,asset_29d4af160c90f25e,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_003_bbox.png,cxp_s0014_003,screen_0014,geometry_x,0.890293,negative,0.18558,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_003_bbox.png
file_9dc8131a9265b9a8,asset_859b9dc274472de9,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_004_bbox.png,cxp_s0014_004,screen_0014,close_template,0.845797,arrow,0.84240,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_004_bbox.png
file_28b579836faba943,asset_b34a7ee3cc0240f5,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_005_bbox.png,cxp_s0014_005,screen_0014,close_template,0.836063,negative,0.38661,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_005_bbox.png
file_4770140bfe2ecda6,asset_db443b4f584de607,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_006_bbox.png,cxp_s0014_006,screen_0014,close_template,0.793831,negative,0.33070,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_006_bbox.png
file_d4ba159f0247438a,asset_5e68d936dd7e45b0,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_007_bbox.png,cxp_s0014_007,screen_0014,close_template,0.720313,negative,0.44917,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0014_007_bbox.png
file_62eae25a0a77fcab,asset_91826b2bb066b6a8,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0015_001_bbox.png,cxp_s0015_001,screen_0015,geometry_x,0.891163,negative,0.02268,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0015_001_bbox.png
file_bff183863f6a97a9,asset_48a4509e9b1c3618,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0015_002_bbox.png,cxp_s0015_002,screen_0015,geometry_x,0.834565,negative,0.04015,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0015_002_bbox.png
file_7c25d4a36ab41be6,asset_565c6f322b64bbca,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0015_003_bbox.png,cxp_s0015_003,screen_0015,geometry_x,0.751292,x_mark,0.87336,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0015_003_bbox.png
file_a0b0f6bdde11b0bd,asset_6d83fa1f5ac7a824,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0016_001_bbox.png,cxp_s0016_001,screen_0016,geometry_x,0.904237,negative,0.30743,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0016_001_bbox.png
file_61d6d0be2de13fba,asset_c409190d25a055c3,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0016_002_bbox.png,cxp_s0016_002,screen_0016,geometry_x,0.842426,next,0.56805,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0016_002_bbox.png
file_21eb3c5b896ef398,asset_62817eb22098886c,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0016_003_bbox.png,cxp_s0016_003,screen_0016,geometry_x,0.789566,negative,0.49203,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0016_003_bbox.png
file_607134e3dbb7ca82,asset_d3aaae47bb6d0cad,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0016_004_bbox.png,cxp_s0016_004,screen_0016,geometry_x,0.77605,next,0.64646,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0016_004_bbox.png
file_7e61438c78ce2ae0,asset_013a84504a421342,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0016_005_bbox.png,cxp_s0016_005,screen_0016,geometry_x,0.715768,x_mark,0.57597,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0016_005_bbox.png
file_74a739640a9b7d66,asset_bc3aa4d268788049,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0016_006_bbox.png,cxp_s0016_006,screen_0016,geometry_x,0.638913,next,0.54278,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0016_006_bbox.png
file_605057c4c8779cfc,asset_251be155a2e0f45f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0017_001_bbox.png,cxp_s0017_001,screen_0017,geometry_x,1.0,x_mark,0.85223,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0017_001_bbox.png
file_381e410f4fbf942c,asset_961704ab639f1244,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0017_002_bbox.png,cxp_s0017_002,screen_0017,close_template,0.986557,arrow,0.78615,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0017_002_bbox.png
file_2937f3209ff77c12,asset_29d4af160c90f25e,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0017_003_bbox.png,cxp_s0017_003,screen_0017,geometry_x,0.890293,negative,0.18558,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0017_003_bbox.png
file_75531930390fde17,asset_77521332b7634b04,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_001_bbox.png,cxp_s0018_001,screen_0018,geometry_x,0.904237,negative,0.30915,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_001_bbox.png
file_3f57301a58fb7315,asset_2cd7ca5430f0f1ac,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_002_bbox.png,cxp_s0018_002,screen_0018,geometry_x,0.881577,negative,0.09366,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_002_bbox.png
file_bfd39bef0c33d8af,asset_c409190d25a055c3,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_003_bbox.png,cxp_s0018_003,screen_0018,geometry_x,0.842426,next,0.56805,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_003_bbox.png
file_46f347d358ca524a,asset_62817eb22098886c,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_004_bbox.png,cxp_s0018_004,screen_0018,geometry_x,0.789566,negative,0.49203,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_004_bbox.png
file_4b304511abf8c41a,asset_ffd1f2632a72109c,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_005_bbox.png,cxp_s0018_005,screen_0018,geometry_x,0.785832,negative,0.46521,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_005_bbox.png
file_943b486c64c3a3e2,asset_013a84504a421342,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_006_bbox.png,cxp_s0018_006,screen_0018,geometry_x,0.715768,x_mark,0.57597,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_006_bbox.png
file_eed92d859847a11b,asset_b71261403d2fc2ee,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_007_bbox.png,cxp_s0018_007,screen_0018,geometry_x,0.638913,next,0.54451,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_007_bbox.png
file_ac5d922c68334ea0,asset_251be155a2e0f45f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0019_001_bbox.png,cxp_s0019_001,screen_0019,geometry_x,1.0,x_mark,0.85223,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0019_001_bbox.png
file_db44507de0a6202f,asset_b83df753dc0ce262,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0019_002_bbox.png,cxp_s0019_002,screen_0019,close_template,0.986557,arrow,0.78601,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0019_002_bbox.png
file_2529689d273ce7eb,asset_29d4af160c90f25e,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0019_003_bbox.png,cxp_s0019_003,screen_0019,geometry_x,0.890293,negative,0.18558,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0019_003_bbox.png
file_4a9e152ea92af9ca,asset_91826b2bb066b6a8,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_001_bbox.png,cxp_s0020_001,screen_0020,geometry_x,0.891163,negative,0.02268,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_001_bbox.png
file_0ecaf5cd235413e4,asset_48a4509e9b1c3618,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_002_bbox.png,cxp_s0020_002,screen_0020,geometry_x,0.834565,negative,0.04015,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_002_bbox.png
file_05b635b1cc309009,asset_a49e1ac7301ca334,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_003_bbox.png,cxp_s0020_003,screen_0020,geometry_x,0.808575,negative,0.42177,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_003_bbox.png
