candidate_id,parent_screen_id,parent_screen_path,source_screen_path,source_session,timestamp,creative_id_or_group,bbox,bbox_x,bbox_y,bbox_w,bbox_h,raw_bbox_crop_path,context_crop_path,canonical_crop_path,overlay_path,proposal_sources,proposal_types,proposal_scores,proposal_score_max,raw_proposal_ids,nms_group_id,raw_proposal_count,overflow,review_status,visual_families,is_holdout,split_group,classifier_x_mark,classifier_play_triangle,classifier_google_play,classifier_next,classifier_free,classifier_got,classifier_arrow
cxp_s0006_009,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[456,140,16,17]",456,140,16,17,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0006_009_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0006_009_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0006_009_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0006_overlay.png,geometry_x,x_geometry,0.843268,0.843268,raw_s0006_0014,nms_s0006_009,1,0,pending,,0,input_preclick_latest30_20260720:screen_0006,0.06109,0.00486,0.00668,0.03407,0.09742,0.00377,0.05962
cxp_s0006_010,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[170,52,22,21]",170,52,22,21,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0006_010_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0006_010_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0006_010_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0006_overlay.png,geometry_x,x_geometry,0.801772,0.801772,raw_s0006_0015,nms_s0006_010,1,0,pending,,0,input_preclick_latest30_20260720:screen_0006,0.4802,0.0665,0.01081,0.09007,0.36395,0.05904,0.202
cxp_s0006_011,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[670,140,16,16]",670,140,16,16,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0006_011_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0006_011_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0006_011_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0006_overlay.png,geometry_x,x_geometry,0.797411,0.797411,raw_s0006_0016,nms_s0006_011,1,0,pending,,0,input_preclick_latest30_20260720:screen_0006,0.07352,0.00047,0.00087,0.02776,0.01088,0.00737,0.16072
cxp_s0006_012,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[327,44,12,10]",327,44,12,10,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0006_012_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0006_012_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0006_012_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0006_overlay.png,geometry_x,x_geometry,0.784600,0.7846,raw_s0006_0017,nms_s0006_012,1,0,pending,,0,input_preclick_latest30_20260720:screen_0006,0.37841,0.02854,0.01403,0.02838,0.11579,0.01551,0.48887
cxp_s0006_013,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[722,203,38,25]",722,203,38,25,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0006_013_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0006_013_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0006_013_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0006_overlay.png,close_template,template_match,0.783516,0.783516,raw_s0006_0005,nms_s0006_013,1,0,pending,,0,input_preclick_latest30_20260720:screen_0006,0.53495,0.03461,0.05607,0.04525,0.17476,0.04005,0.52456
cxp_s0006_014,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[591,168,18,15]",591,168,18,15,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0006_014_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0006_014_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0006_014_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0006_overlay.png,geometry_x,x_geometry,0.769728,0.769728,raw_s0006_0018,nms_s0006_014,1,0,pending,,0,input_preclick_latest30_20260720:screen_0006,0.84262,0.01794,0.02641,0.02203,0.10318,0.0049,0.85943
cxp_s0006_015,screen_0006,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0006.png,vision_platform\ads\collections\input_preclick_latest30_20260720\006_click_success_20260720_131651_761_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[323,163,43,46]",323,163,43,46,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0006_015_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0006_015_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0006_015_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0006_overlay.png,close_template,template_match,0.740467,0.740467,raw_s0006_0001,nms_s0006_015,1,0,pending,,0,input_preclick_latest30_20260720:screen_0006,0.56325,0.01092,0.0337,0.03945,0.05846,0.10134,0.50995
cxp_s0007_001,screen_0007,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0007.png,vision_platform\ads\collections\input_preclick_latest30_20260720\007_click_success_20260720_131608_694_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[512,147,28,27]",512,147,28,27,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0007_001_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0007_001_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0007_001_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0007_overlay.png,geometry_x,x_geometry,0.901446,0.901446,raw_s0007_0001,nms_s0007_001,1,0,pending,,0,input_preclick_latest30_20260720:screen_0007,0.51316,0.00036,0.00176,0.01444,0.03073,0.00268,0.16004
cxp_s0007_002,screen_0007,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0007.png,vision_platform\ads\collections\input_preclick_latest30_20260720\007_click_success_20260720_131608_694_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[677,132,23,22]",677,132,23,22,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0007_002_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0007_002_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0007_002_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0007_overlay.png,geometry_x,x_geometry,0.884426,0.884426,raw_s0007_0002,nms_s0007_002,1,0,pending,,0,input_preclick_latest30_20260720:screen_0007,0.48418,0.00314,0.00566,0.0633,0.03311,0.01891,0.1072
cxp_s0007_003,screen_0007,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0007.png,vision_platform\ads\collections\input_preclick_latest30_20260720\007_click_success_20260720_131608_694_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[323,213,39,30]",323,213,39,30,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0007_003_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0007_003_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0007_003_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0007_overlay.png,geometry_x,x_geometry,0.882547,0.882547,raw_s0007_0003,nms_s0007_003,1,0,pending,,0,input_preclick_latest30_20260720:screen_0007,0.36466,0.18255,0.32347,0.47656,0.15597,0.14249,0.12232
cxp_s0007_004,screen_0007,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0007.png,vision_platform\ads\collections\input_preclick_latest30_20260720\007_click_success_20260720_131608_694_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[863,106,14,14]",863,106,14,14,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0007_004_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0007_004_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0007_004_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0007_overlay.png,geometry_x,x_geometry,0.855596,0.855596,raw_s0007_0004,nms_s0007_004,1,0,pending,,0,input_preclick_latest30_20260720:screen_0007,0.77226,0.01214,0.05917,0.04311,0.08227,0.00482,0.41003
cxp_s0007_005,screen_0007,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0007.png,vision_platform\ads\collections\input_preclick_latest30_20260720\007_click_success_20260720_131608_694_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[332,117,8,10]",332,117,8,10,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0007_005_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0007_005_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0007_005_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0007_overlay.png,geometry_x,x_geometry,0.805321,0.805321,raw_s0007_0005,nms_s0007_005,1,0,pending,,0,input_preclick_latest30_20260720:screen_0007,0.49334,0.04999,0.01573,0.06736,0.01521,0.03512,0.07268
cxp_s0007_006,screen_0007,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0007.png,vision_platform\ads\collections\input_preclick_latest30_20260720\007_click_success_20260720_131608_694_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[867,131,9,9]",867,131,9,9,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0007_006_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0007_006_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0007_006_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0007_overlay.png,geometry_x,x_geometry,0.804688,0.804688,raw_s0007_0006,nms_s0007_006,1,0,pending,,0,input_preclick_latest30_20260720:screen_0007,0.5758,0.01609,0.01919,0.01206,0.00901,0.00285,0.51306
cxp_s0007_007,screen_0007,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0007.png,vision_platform\ads\collections\input_preclick_latest30_20260720\007_click_success_20260720_131608_694_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[593,105,27,27]",593,105,27,27,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0007_007_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0007_007_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0007_007_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0007_overlay.png,geometry_x,x_geometry,0.804057,0.804057,raw_s0007_0007,nms_s0007_007,1,0,pending,,0,input_preclick_latest30_20260720:screen_0007,0.38061,0.00305,0.00109,0.01342,0.01498,0.00969,0.01671
cxp_s0007_008,screen_0007,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0007.png,vision_platform\ads\collections\input_preclick_latest30_20260720\007_click_success_20260720_131608_694_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[924,17,16,12]",924,17,16,12,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0007_008_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0007_008_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0007_008_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0007_overlay.png,geometry_x,x_geometry,0.775111,0.775111,raw_s0007_0008,nms_s0007_008,1,0,pending,,0,input_preclick_latest30_20260720:screen_0007,0.51017,0.08134,0.1996,0.1048,0.3084,0.01535,0.72292
cxp_s0008_001,screen_0008,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0008.png,vision_platform\ads\collections\input_preclick_latest30_20260720\008_click_success_20260720_131602_373_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[923,32,20,20]",923,32,20,20,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_001_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0008_001_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0008_001_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0008_overlay.png,geometry_x,x_geometry,1.000000,1.0,raw_s0008_0010,nms_s0008_001,1,0,pending,,0,input_preclick_latest30_20260720:screen_0008,0.85223,0.07432,0.06671,0.06225,0.04037,0.08914,0.77885
cxp_s0008_002,screen_0008,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0008.png,vision_platform\ads\collections\input_preclick_latest30_20260720\008_click_success_20260720_131602_373_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[911,25,40,35]",911,25,40,35,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_002_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0008_002_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0008_002_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0008_overlay.png,close_template,template_match,0.986557|0.845493|0.834911|0.822970|0.822724,0.986557,raw_s0008_0003|raw_s0008_0001|raw_s0008_0009|raw_s0008_0004|raw_s0008_0008,nms_s0008_002,5,0,pending,,0,input_preclick_latest30_20260720:screen_0008,0.48982,0.00347,0.01171,0.02189,0.05417,0.00912,0.78601
cxp_s0008_003,screen_0008,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0008.png,vision_platform\ads\collections\input_preclick_latest30_20260720\008_click_success_20260720_131602_373_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[843,33,20,20]",843,33,20,20,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_003_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0008_003_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0008_003_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0008_overlay.png,geometry_x,x_geometry,0.890293,0.890293,raw_s0008_0011,nms_s0008_003,1,0,pending,,0,input_preclick_latest30_20260720:screen_0008,0.11393,0.00202,0.00809,0.01487,0.18558,0.00285,0.11278
cxp_s0008_004,screen_0008,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0008.png,vision_platform\ads\collections\input_preclick_latest30_20260720\008_click_success_20260720_131602_373_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[916,68,38,25]",916,68,38,25,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_004_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0008_004_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0008_004_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0008_overlay.png,close_template,template_match,0.845773,0.845773,raw_s0008_0005,nms_s0008_004,1,0,pending,,0,input_preclick_latest30_20260720:screen_0008,0.47585,0.15264,0.47647,0.45791,0.18589,0.14272,0.83815
cxp_s0008_005,screen_0008,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0008.png,vision_platform\ads\collections\input_preclick_latest30_20260720\008_click_success_20260720_131602_373_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[430,155,38,25]",430,155,38,25,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_005_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0008_005_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0008_005_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0008_overlay.png,close_template,template_match,0.836577,0.836577,raw_s0008_0006,nms_s0008_005,1,0,pending,,0,input_preclick_latest30_20260720:screen_0008,0.25878,0.04659,0.12968,0.14292,0.29264,0.03602,0.37252
cxp_s0008_006,screen_0008,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0008.png,vision_platform\ads\collections\input_preclick_latest30_20260720\008_click_success_20260720_131602_373_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[754,69,38,25]",754,69,38,25,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_006_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0008_006_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0008_006_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0008_overlay.png,close_template,template_match,0.793824,0.793824,raw_s0008_0007,nms_s0008_006,1,0,pending,,0,input_preclick_latest30_20260720:screen_0008,0.33793,0.00865,0.02255,0.12635,0.11696,0.01386,0.20432
cxp_s0008_007,screen_0008,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0008.png,vision_platform\ads\collections\input_preclick_latest30_20260720\008_click_success_20260720_131602_373_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[372,190,43,24]",372,190,43,24,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0008_007_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0008_007_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0008_007_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0008_overlay.png,close_template,template_match,0.720402,0.720402,raw_s0008_0002,nms_s0008_007,1,0,pending,,0,input_preclick_latest30_20260720:screen_0008,0.02826,0.00272,0.01568,0.04866,0.31337,0.01976,0.44877
cxp_s0009_001,screen_0009,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0009.png,vision_platform\ads\collections\input_preclick_latest30_20260720\009_click_success_20260720_131542_386_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[682,138,13,12]",682,138,13,12,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_001_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0009_001_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0009_001_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0009_overlay.png,geometry_x,x_geometry,0.920580,0.92058,raw_s0009_0003,nms_s0009_001,1,0,pending,,0,input_preclick_latest30_20260720:screen_0009,0.07924,0.00418,0.01636,0.04327,0.11727,0.0193,0.41786
cxp_s0009_002,screen_0009,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\screens\screen_0009.png,vision_platform\ads\collections\input_preclick_latest30_20260720\009_click_success_20260720_131542_386_pre_click.png,input_preclick_latest30_20260720,20260720_165706,input_preclick_latest30_20260720,"[886,109,23,19]",886,109,23,19,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_002_bbox.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\context_1_5x\cxp_s0009_002_context.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\canonical_96\cxp_s0009_002_canonical.png,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\overlays\screen_0009_overlay.png,geometry_x,x_geometry,0.881888,0.881888,raw_s0009_0004,nms_s0009_002,1,0,pending,,0,input_preclick_latest30_20260720:screen_0009,0.26078,0.0301,0.00479,0.01926,0.03651,0.00124,0.84009
