instance_id,content_id,current_families,review_reason,relative_path,original_path,filename,source_root,vision_domain,representation
file_709feda930d44fc0,asset_161fe2d19fd904c5,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102941_228\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102941_228\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_0b9a658f960097b9,asset_ff5fa003b27b535b,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103231_073\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103231_073\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_0cb2478740ea3954,asset_c7e460477e6815ca,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103353_299\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103353_299\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_54dcfd8a6e1ab7bd,asset_57057a2072ac0aa9,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103511_714\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103511_714\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_201035a596c9f39e,asset_8bcc258909ab5d1b,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103600_510\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103600_510\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_12942deaafab87b9,asset_52eb220e60027c56,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_132413_787\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_132413_787\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_6a655907ea5df0f6,asset_5ae52b786c1d5b30,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_132506_535\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_132506_535\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_255e40d648488c61,asset_8263ab7cd58c1c1f,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_132603_698\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_132603_698\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_bacdf7e09c08d915,asset_57057a2072ac0aa9,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_162912_856\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_162912_856\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_10ad0c35675aa5ca,asset_8524767750bea86e,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_163040_449\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_163040_449\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_ed00cb5095d619f9,asset_7c2cc704821e7c64,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260713_163154_531\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_163154_531\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,raw
file_0aca138c6de1f1e2,asset_1f4dfa4bc524cd71,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260719_093925_477\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_093925_477\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_5f767b7a3c35419d,asset_1c2038dea7874136,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260719_093942_272\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_093942_272\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_03df9478ddd4e1db,asset_76a0d9316136480e,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094100_229\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094100_229\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_a092bec54f99f77a,asset_abfdd26b70d5d154,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094116_897\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094116_897\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_d9fc1e3c07616269,asset_1cb2dcf49cfde11d,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094146_147\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094146_147\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_4531aec9cca6b006,asset_a70da6ff8a17227b,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094202_771\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094202_771\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_6fd4b9328bd67dd9,asset_8e33a15e807c25cf,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094440_190\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094440_190\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_cf99f2dbe5f9cd71,asset_a60fbe1440518101,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094457_076\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094457_076\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_a911dc4febb7c624,asset_dbadf242ca9b2d87,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094610_216\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094610_216\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_70db5abf13eed57e,asset_c79c343c2ff96f99,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260719_094627_345\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260719_094627_345\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_4c198ce3702c34f5,asset_39bc45d9766294fb,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260720_115722_340\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_115722_340\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_8be59862c235f27e,asset_1ab8ecd774248918,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260720_115743_457\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_115743_457\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_2269be9353bee5c6,asset_79e954044fca8fb6,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260720_120431_596\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_120431_596\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_97b241905407e4aa,asset_86cc2d14cf66532b,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260720_120450_838\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_120450_838\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_12c93a1807313e8b,asset_16230f25d593b8d2,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260720_120525_036\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_120525_036\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_ef7847f1a3e13f6f,asset_3786a8943f021398,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260720_120545_838\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_120545_838\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_566e37128936ebf1,asset_bc61648d042b5b94,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260720_130835_707\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_130835_707\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_8fd3a5a25e1095fd,asset_d2721e9937710212,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260720_130847_331\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_130847_331\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_90bae0cd0340f4b9,asset_ed1c2fffbf6fd4ca,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260720_131727_006\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_131727_006\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_4342f016a4fb45c5,asset_8397aa85ed86bb88,arrow,current_arrow,vision_platform\ads\runtime_collection\click_success\click_success_20260720_131747_541\crops\bbox.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260720_131747_541\crops\bbox.png,bbox.png,vision_platform\ads\runtime_collection,ads,unknown
file_8adc86c006864b12,asset_8829832efa233731,next,current_next,ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\ad_issue_20260606_081550_roi_9.png,ad_issue_20260606_081550_roi_9.png,ads2\assets\1_templates,ads,raw
file_144f33590c886b45,asset_acdbf97adac6c560,next,current_next,ads2\assets\1_templates\close_icons\close_6.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_6.png,close_6.png,ads2\assets\1_templates,ads,raw
file_1cb77f3034b09b56,asset_ef6efb79aed47f4a,next,current_next,ads2\assets\1_templates\close_icons\close_skip_next.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_next.png,close_skip_next.png,ads2\assets\1_templates,ads,raw
file_8aa403fa0a5d2da9,asset_6e9c3a68167cfe89,next,current_next,ads2\assets\1_templates\close_icons\close_skip_next2.png,D:\Projects\adb_vl\ads2\assets\1_templates\close_icons\close_skip_next2.png,close_skip_next2.png,ads2\assets\1_templates,ads,raw
file_bf38f78053afa077,asset_6bf76d3fd5c9b55e,next,current_next,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000087.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000087.png,rb_000087.png,vision_platform\ads\collections,ads,unknown
file_9d15a57210e6aeca,asset_e4368f59b3fb23a5,next,current_next,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000088.png,D:\Projects\adb_vl\vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000088.png,rb_000088.png,vision_platform\ads\collections,ads,raw
