image_path,label,review_status,source_screen,source_session,ad_source,icon_family,reject_type,candidate_score,geometry_score,bbox,split,instance_id,content_id,original_path,relative_path,vision_domain,asset_type,asset_role,representation,sample_role,sub_role
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00169_close_asset_7b1a58c3ef6bea6c.png,close,reviewed,click_success_20260713_100244_003,asset_7b1a58c3ef6bea6c,vision_platform\ads\runtime_collection,runtime_collection,action_target,,,,,file_c09160be9fefe870,asset_7b1a58c3ef6bea6c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100244_003\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100244_003\crops\bbox.png,ads,crop,runtime_collection,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00170_close_asset_7b686d6471fd540c.png,close,reviewed,click_success_20260713_100319_204,asset_7b686d6471fd540c,vision_platform\ads\runtime_collection,runtime_collection,action_target,,,,,file_e220e13fef12d437,asset_7b686d6471fd540c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100319_204\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100319_204\crops\bbox.png,ads,crop,runtime_collection,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00171_close_asset_7e28f00f839fce1f.png,close,reviewed,click_success_20260713_100332_771,asset_7e28f00f839fce1f,vision_platform\ads\runtime_collection,runtime_collection,action_target,,,,,file_1d5e457bcbcb4021,asset_7e28f00f839fce1f,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_100332_771\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100332_771\crops\bbox.png,ads,crop,runtime_collection,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00172_close_asset_7fa875a023c06075.png,close,reviewed,click_success_20260713_102419_119,asset_7fa875a023c06075,vision_platform\ads\runtime_collection,runtime_collection,action_target,,,,,file_3aaed400e7ccbc64,asset_7fa875a023c06075,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102419_119\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102419_119\crops\bbox.png,ads,crop,runtime_collection,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00173_close_asset_3e2ac2ef5377fc3b.png,close,reviewed,click_success_20260713_102508_020,asset_3e2ac2ef5377fc3b,vision_platform\ads\runtime_collection,runtime_collection,action_target,,,,,file_1c610c21e82f0a3b,asset_3e2ac2ef5377fc3b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102508_020\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102508_020\crops\bbox.png,ads,crop,runtime_collection,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00174_close_asset_7acc39b655a0bda9.png,close,reviewed,click_success_20260713_102601_006,asset_7acc39b655a0bda9,vision_platform\ads\runtime_collection,runtime_collection,action_target,,,,,file_4b40434ea29380f7,asset_7acc39b655a0bda9,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102601_006\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102601_006\crops\bbox.png,ads,crop,runtime_collection,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00175_close_asset_161fe2d19fd904c5.png,close,reviewed,click_success_20260713_102941_228,asset_161fe2d19fd904c5,vision_platform\ads\runtime_collection,runtime_collection,action_target,,,,,file_709feda930d44fc0,asset_161fe2d19fd904c5,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_102941_228\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102941_228\crops\bbox.png,ads,crop,runtime_collection,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00176_close_asset_8bcc258909ab5d1b.png,close,reviewed,click_success_20260713_103600_510,asset_8bcc258909ab5d1b,vision_platform\ads\runtime_collection,runtime_collection,action_target,,,,,file_201035a596c9f39e,asset_8bcc258909ab5d1b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_103600_510\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103600_510\crops\bbox.png,ads,crop,runtime_collection,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00177_close_asset_5ae52b786c1d5b30.png,close,reviewed,click_success_20260713_132506_535,asset_5ae52b786c1d5b30,vision_platform\ads\runtime_collection,runtime_collection,action_target,,,,,file_6a655907ea5df0f6,asset_5ae52b786c1d5b30,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_132506_535\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_132506_535\crops\bbox.png,ads,crop,runtime_collection,raw,action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00178_not_close_asset_e822f8b16256d1d4.png,not_close,reviewed,ads2/assets/2_communication,asset_e822f8b16256d1d4,ads2\assets\2_communication,review_asset,non_action_target,,,,,file_7e16da7694febf05,asset_e822f8b16256d1d4,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260607_145608.png,ads2\assets\2_communication\crop_20260607_145608.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00179_not_close_asset_199ad3221b03f222.png,not_close,reviewed,ads2/assets/2_communication,asset_199ad3221b03f222,ads2\assets\2_communication,review_asset,non_action_target,,,,,file_50d8cb636f34299e,asset_199ad3221b03f222,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260607_150759_0.png,ads2\assets\2_communication\crop_20260607_150759_0.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00180_not_close_asset_a5bd2beb08d8ed09.png,not_close,reviewed,ads2/assets/2_communication,asset_a5bd2beb08d8ed09,ads2\assets\2_communication,review_asset,non_action_target,,,,,file_3a6e6286b1435c9e,asset_a5bd2beb08d8ed09,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260608_082319.png,ads2\assets\2_communication\crop_20260608_082319.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00181_not_close_asset_b621d5687082a345.png,not_close,reviewed,ads2/assets/2_communication,asset_b621d5687082a345,ads2\assets\2_communication,review_asset,non_action_target,,,,,file_71821e0f46a9d9db,asset_b621d5687082a345,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260609_093141.png,ads2\assets\2_communication\crop_20260609_093141.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00182_not_close_asset_de631495415cb9f3.png,not_close,reviewed,ads2/assets/2_communication,asset_de631495415cb9f3,ads2\assets\2_communication,review_asset,non_action_target,,,,,file_aad324732ebc38f1,asset_de631495415cb9f3,D:\Projects\adb_vl\ads2\assets\2_communication\crop_20260614_154628.png,ads2\assets\2_communication\crop_20260614_154628.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00183_not_close_asset_55e9f3cfdc5f3ed6.png,not_close,reviewed,ads2/assets/2_communication,asset_55e9f3cfdc5f3ed6,ads2\assets\2_communication,review_asset,non_action_target,,,,,file_23dbc443cbd6ea9b,asset_55e9f3cfdc5f3ed6,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260613_145852_edit_mask.png,ads2\assets\2_communication\manual_rescue_20260613_145852_edit_mask.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00184_not_close_asset_4961e66205fe51a1.png,not_close,reviewed,ads2/assets/2_communication,asset_4961e66205fe51a1,ads2\assets\2_communication,review_asset,non_action_target,,,,,file_6aff7e0fb40ebf65,asset_4961e66205fe51a1,D:\Projects\adb_vl\ads2\assets\2_communication\manual_rescue_20260613_145852_edit_roi.png,ads2\assets\2_communication\manual_rescue_20260613_145852_edit_roi.png,ads,crop,review_asset,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00185_not_close_asset_f95d2dcffde69b7f.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_f95d2dcffde69b7f,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_91e63fdf2b0c713a,asset_f95d2dcffde69b7f,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000069_score_0.964_x169_y313_w32_h30_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000077_20260711_111125_after_tap_481_515.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000069_score_0.964_x169_y313_w32_h30_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000077_20260711_111125_after_tap_481_515.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00186_not_close_asset_833bb0042f6e903f.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_833bb0042f6e903f,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_d15c5f2f82c15b10,asset_833bb0042f6e903f,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000083_score_0.949_x395_y361_w14_h14_log__20260711_104232_40108_afk_20260711_104213_311_深淵_task__000018_20260711_104306_abyss_rental_scan_05.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000083_score_0.949_x395_y361_w14_h14_log__20260711_104232_40108_afk_20260711_104213_311_深淵_task__000018_20260711_104306_abyss_rental_scan_05.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00187_not_close_asset_0fd5db475739742b.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_0fd5db475739742b,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_7de7b609a5bd0bd5,asset_0fd5db475739742b,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000087_score_0.947_x545_y186_w12_h13_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000074_20260711_084318_before_tap_481_515.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000087_score_0.947_x545_y186_w12_h13_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000074_20260711_084318_before_tap_481_515.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00188_not_close_asset_84ad038ea35f3ab9.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_84ad038ea35f3ab9,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_1998ac9c31d5f7e9,asset_84ad038ea35f3ab9,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000136_score_0.938_x395_y354_w14_h14_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000020_20260711_085542_before_tap_746_194.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000136_score_0.938_x395_y354_w14_h14_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000020_20260711_085542_before_tap_746_194.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00189_not_close_asset_f01d5a12652652ef.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_f01d5a12652652ef,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_ce71743621359122,asset_f01d5a12652652ef,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000137_score_0.938_x395_y159_w14_h14_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000021_20260711_085543_after_tap_746_194.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000137_score_0.938_x395_y159_w14_h14_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000021_20260711_085543_after_tap_746_194.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00190_not_close_asset_56011832fca6d91a.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_56011832fca6d91a,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_69110a4a94e9919c,asset_56011832fca6d91a,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000139_score_0.938_x395_y183_w14_h14_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000008_20260711_095241_after_swipe_455_430_455_170_520.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000139_score_0.938_x395_y183_w14_h14_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000008_20260711_095241_after_swipe_455_430_455_170_520.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00191_not_close_asset_a3e3e7ee9b3ea925.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_a3e3e7ee9b3ea925,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_a8d925f13ebdc177,asset_a3e3e7ee9b3ea925,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000140_score_0.938_x395_y378_w14_h14_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000008_20260711_095241_after_swipe_455_430_455_170_520.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000140_score_0.938_x395_y378_w14_h14_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000008_20260711_095241_after_swipe_455_430_455_170_520.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00192_not_close_asset_cd8c51284537d07f.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_cd8c51284537d07f,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_14c0b9f4c5bca623,asset_cd8c51284537d07f,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000178_score_0.938_x395_y393_w14_h14_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000024_20260711_112036_after_tap_746_135.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000178_score_0.938_x395_y393_w14_h14_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000024_20260711_112036_after_tap_746_135.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00193_not_close_asset_3eb87dae40c6d673.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_3eb87dae40c6d673,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_2717df00c776e1a9,asset_3eb87dae40c6d673,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000183_score_0.938_x294_y436_w15_h17_log__20260711_010520_33712_afk_20260711_010506_em3_廣告探寶鏟_task__000026_20260711_010939_after_tap_67_40.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000183_score_0.938_x294_y436_w15_h17_log__20260711_010520_33712_afk_20260711_010506_em3_廣告探寶鏟_task__000026_20260711_010939_after_tap_67_40.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00194_not_close_asset_2326f561c7868924.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_2326f561c7868924,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_0949259cc60f7f90,asset_2326f561c7868924,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000184_score_0.937_x599_y56_w31_h32_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000151_20260711_111355_after_tap_830_48.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000184_score_0.937_x599_y56_w31_h32_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000151_20260711_111355_after_tap_830_48.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00195_not_close_asset_5d0ec68cc4336013.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_5d0ec68cc4336013,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_bdfbe625d21f2c9e,asset_5d0ec68cc4336013,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000197_score_0.935_x545_y121_w12_h13_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000078_20260711_103538_before_tap_481_515.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000197_score_0.935_x545_y121_w12_h13_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000078_20260711_103538_before_tap_481_515.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00196_not_close_asset_4135e69ad5d20c39.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_4135e69ad5d20c39,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_8588c968e089e46e,asset_4135e69ad5d20c39,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000206_score_0.935_x313_y294_w30_h33_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000080_20260711_084852_before_tap_45_43.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000206_score_0.935_x313_y294_w30_h33_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000080_20260711_084852_before_tap_45_43.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00197_not_close_asset_f0a116719cea53c1.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_f0a116719cea53c1,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_287312ab1db933ea,asset_f0a116719cea53c1,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000207_score_0.935_x598_y105_w24_h30_log__20260711_101710_60008_afk_20260711_100305_em3_王國金庫_route_exit__000002_20260711_101712_after_tap_34_28.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000207_score_0.935_x598_y105_w24_h30_log__20260711_101710_60008_afk_20260711_100305_em3_王國金庫_route_exit__000002_20260711_101712_after_tap_34_28.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00198_not_close_asset_cb8c0ffd8260c9d1.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_cb8c0ffd8260c9d1,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_a10a70ea129ae31b,asset_cb8c0ffd8260c9d1,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000266_score_0.928_x395_y159_w14_h14_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000018_20260711_085541_abyss_rental_scan_05.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000266_score_0.928_x395_y159_w14_h14_log__20260711_085505_41488_afk_20260711_085445_14_深淵_task__000018_20260711_085541_abyss_rental_scan_05.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00199_not_close_asset_7fb7bd1919b179e8.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_7fb7bd1919b179e8,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_d4e7c84be3420d88,asset_7fb7bd1919b179e8,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000283_score_0.927_x790_y151_w31_h33_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000113_20260711_103646_before_tap_614_82.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000283_score_0.927_x790_y151_w31_h33_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000113_20260711_103646_before_tap_614_82.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00200_not_close_asset_ed79339c38e25f85.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_ed79339c38e25f85,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_745c2b5a8420073e,asset_ed79339c38e25f85,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000284_score_0.926_x263_y339_w48_h44_log__20260707_160103_33324__000617_20260708_230319_after_tap_678_446.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000284_score_0.926_x263_y339_w48_h44_log__20260707_160103_33324__000617_20260708_230319_after_tap_678_446.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00201_not_close_asset_4ba424888f0b45ad.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_4ba424888f0b45ad,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_e068fadddcca4002,asset_4ba424888f0b45ad,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000285_score_0.924_x460_y60_w40_h40_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000029_20260711_004337_before_tap_67_40.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000285_score_0.924_x460_y60_w40_h40_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000029_20260711_004337_before_tap_67_40.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00202_not_close_asset_f999348b3f09139c.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_f999348b3f09139c,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_4e7a5ae1f4590ea0,asset_f999348b3f09139c,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000292_score_0.923_x45_y177_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000002_20260711_105221_after_tap_80_124.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000292_score_0.923_x45_y177_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000002_20260711_105221_after_tap_80_124.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00203_not_close_asset_058d38681e45d169.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_058d38681e45d169,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_4b5e0a2169b7dfa7,asset_058d38681e45d169,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000293_score_0.921_x453_y147_w16_h17_log__20260710_125824_2204__000504_20260711_145942_before_tap_51_22.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000293_score_0.921_x453_y147_w16_h17_log__20260710_125824_2204__000504_20260711_145942_before_tap_51_22.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00204_not_close_asset_4cdeb08e18fe5609.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_4cdeb08e18fe5609,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_783bda2e7e56f773,asset_4cdeb08e18fe5609,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000295_score_0.921_x300_y489_w13_h14_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000056_20260711_084214_before_swipe_360_430_360_230_700.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000295_score_0.921_x300_y489_w13_h14_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000056_20260711_084214_before_swipe_360_430_360_230_700.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00205_not_close_asset_2173e60434dc676c.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_2173e60434dc676c,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_6dd63f8ebcf1e47c,asset_2173e60434dc676c,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000296_score_0.921_x300_y489_w13_h14_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000053_20260711_094602_after_swipe_360_430_360_230_700.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000296_score_0.921_x300_y489_w13_h14_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000053_20260711_094602_after_swipe_360_430_360_230_700.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00206_not_close_asset_91737887a42290bc.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_91737887a42290bc,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_e3fcdd213e21d586,asset_91737887a42290bc,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000298_score_0.921_x584_y278_w31_h32_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000018_20260711_084042_before_tap_80_500.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\000298_score_0.921_x584_y278_w31_h32_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000018_20260711_084042_before_tap_80_500.png.png,ads,crop,candidate_crop,raw,non_action_target,
