instance_id,families,review_status,note,content_id,original_path,relative_path,vision_domain,asset_role,image_scope,source_root,asset_type,representation,sample_role,sub_role,image_review_status
file_ef413d45fecc7350,got,reviewed,,asset_fb6f9655e9c30e97,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080545_818\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080545_818\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_0ce1716b8f344970,play_triangle,reviewed,,asset_88342de1955d7710,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080711_318\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080711_318\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_80933b388bcd6724,arrow|next,reviewed,,asset_52eb220e60027c56,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080814_562\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080814_562\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_fa231e96cc4ad879,got,reviewed,,asset_7fd813ce3578ef46,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080823_970\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080823_970\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_819590d43e808e84,arrow|next,reviewed,,asset_de74d2f098c11963,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080848_828\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080848_828\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_74eb22cf9cc7cda8,arrow,reviewed,,asset_1a3ff2eb8f7093d8,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080901_974\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080901_974\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_8c24b44569d0efa9,got,reviewed,,asset_ef8824e2b0e42aaf,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080907_353\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080907_353\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_30148b2a62e0ad60,play_triangle,reviewed,,asset_1681b89025c9902b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_080913_676\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080913_676\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_5dd1802e3abed8ce,arrow,reviewed,,asset_7c2cc704821e7c64,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081020_456\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081020_456\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_25f3ac1b552bd237,got,reviewed,,asset_d3a2423f432b3a89,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081029_964\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081029_964\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_5aef0a69d205702c,play_triangle,reviewed,,asset_d0c43c6062f54e39,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081038_362\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081038_362\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_a54b16efa4d7551a,arrow|next,reviewed,,asset_8524767750bea86e,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081144_892\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081144_892\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_18b5612cf996a0e2,got,reviewed,,asset_e6692a08aff865cc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081154_299\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081154_299\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_6eeb0cbcc44f6725,play_triangle,reviewed,,asset_56f1aad4a5d1e8bc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081203_020\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081203_020\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_cd87cbee7fb17dd2,arrow|next,reviewed,,asset_8246d10f6c6dfb69,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081251_268\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081251_268\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_d47e518578ccb400,got,reviewed,,asset_052743a3536937ab,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081300_633\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081300_633\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_69fb836754e891f4,play_triangle,reviewed,,asset_88342de1955d7710,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081501_024\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081501_024\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_30b93db89322c3ed,x_mark,reviewed,,asset_339992e49e34ab57,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081518_911\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081518_911\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_8530abf2f6494c7a,got,reviewed,,asset_963baf19279319e4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081523_978\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081523_978\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_80479f91e8f5495e,play_triangle,reviewed,,asset_542d5a8ba5e8e090,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081529_784\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081529_784\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_706ed24dc0f647f5,x_mark,reviewed,,asset_2117e8b585c0bc87,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081547_761\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081547_761\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_15d57ab21d089397,got,reviewed,,asset_737da74c398dd713,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081552_811\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081552_811\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_db9ed6991b2b35e2,play_triangle,reviewed,,asset_1681b89025c9902b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081558_495\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081558_495\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_5ba1025efbe9a527,x_mark,reviewed,,asset_497df773d3786fa2,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081616_570\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081616_570\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_a74329e46e350a11,got,reviewed,,asset_003f01a0aee6b9bc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081621_578\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081621_578\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_10574d3caef6663b,play_triangle,reviewed,,asset_da86db81efb2b312,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081627_502\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081627_502\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_b054d740af129652,x_mark,reviewed,,asset_30c8ee229aa044f4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081645_261\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081645_261\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_3fb8b5064903ca0c,got,reviewed,,asset_11db72d833ab9f3d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081650_337\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081650_337\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_fd79ffd3d3a51e10,play_triangle,reviewed,,asset_56f1aad4a5d1e8bc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081656_210\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081656_210\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_2a9c4cbc79d3cdd4,x_mark,reviewed,,asset_dfe2e766e76863a7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081714_190\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081714_190\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_1d474dd251495027,got,reviewed,,asset_64468130aeae340f,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081719_192\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081719_192\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_672929415db32729,play_triangle,reviewed,,asset_88342de1955d7710,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081911_232\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081911_232\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_f50bc4b9ee8e7895,x_mark,reviewed,,asset_fdc90db3b9dedd4d,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081929_330\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081929_330\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_2099c897741bb7ac,got,reviewed,,asset_3f76ae4068c4ab21,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081934_414\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081934_414\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_b5d0052acd788220,play_triangle,reviewed,,asset_542d5a8ba5e8e090,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081940_245\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081940_245\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_05def3d81c771cda,x_mark,reviewed,,asset_dfe2e766e76863a7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_081958_183\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081958_183\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_889c5f7849e9e56b,got,reviewed,,asset_3666987badf94225,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082003_150\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082003_150\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_9d8d4508c8c86c30,play_triangle,reviewed,,asset_1681b89025c9902b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082008_915\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082008_915\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_75f0a3f1005b8cf5,x_mark,reviewed,,asset_e18d2d36b4462d42,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082026_800\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082026_800\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_7ba37ba4e13e658e,got,reviewed,,asset_649ddbb0bb1f8942,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082031_822\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082031_822\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_3525844c4acdff86,play_triangle,reviewed,,asset_da86db81efb2b312,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082037_725\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082037_725\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_b33179d5dfc36f66,x_mark,reviewed,,asset_ee8d8097b6a92785,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082055_561\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082055_561\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_e3f93854a48c596e,got,reviewed,,asset_ebe1049d4839024b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082100_584\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082100_584\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_6075c2b75004a318,play_triangle,reviewed,,asset_56f1aad4a5d1e8bc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082106_393\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082106_393\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_f2bf26ce0c230be2,x_mark,reviewed,,asset_ea6642c3c3ac92c6,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082124_182\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082124_182\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_9036c20d93a62e90,got,reviewed,,asset_bac6666a761e1adc,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_082129_269\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_082129_269\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_2d32d81af259db34,free,reviewed,,asset_83b91869426baa8c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085553_483\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085553_483\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,free,reviewed
file_2b98d225f12d47e0,x_mark,reviewed,,asset_497df773d3786fa2,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085611_661\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085611_661\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_5aae88bba4e0d939,got,reviewed,,asset_5c41eb2044704344,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085616_610\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085616_610\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_e2bd959159fec617,free,reviewed,,asset_83b91869426baa8c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085623_123\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085623_123\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,free,reviewed
file_d6d7b8fe54105f23,x_mark,reviewed,,asset_11f12a7a90864764,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085640_930\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085640_930\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_a13826c1f7dc3962,got,reviewed,,asset_a58eabf57128a6da,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085645_842\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085645_842\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_6c2513b39535128b,free,reviewed,,asset_f969550042dd8a5c,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085652_323\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085652_323\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,free,reviewed
file_f5a827ce6ecfcbc9,x_mark,reviewed,,asset_dfe2e766e76863a7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085710_406\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085710_406\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_89f5783d6a5d01a2,got,reviewed,,asset_5e68128f2f5b8dab,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085715_383\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085715_383\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_29945fa12019fd30,free,reviewed,,asset_0f62c98e529b3d06,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085722_178\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085722_178\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,free,reviewed
file_809e2278f198a6c1,x_mark,reviewed,,asset_186ef5c07473c5f7,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085740_231\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085740_231\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_74e06e5ceb318bc4,got,reviewed,,asset_7ea505252b3da083,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085745_144\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085745_144\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_11a448cc2c021c50,free,reviewed,,asset_cd28afeb00146427,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085751_923\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085751_923\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,free,reviewed
file_3e8530f504ae91eb,x_mark,reviewed,,asset_11f12a7a90864764,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085809_808\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085809_808\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_4ab6e280b19b2c27,got,reviewed,,asset_2cc9ebf57e082dc9,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085814_733\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085814_733\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_25576e1587bb3d2c,free,reviewed,,asset_cd28afeb00146427,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085821_544\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085821_544\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,free,reviewed
file_20377abdaa1b4e5b,x_mark,reviewed,,asset_e9a31cd691f5a239,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085839_414\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085839_414\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_b651671549196160,got,reviewed,,asset_00f7d7b29ed47ea4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085844_232\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085844_232\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_61ea568b16c69a4a,x_mark,reviewed,,asset_5643b71b7351e12b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085911_846\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085911_846\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_22c6d5ea5f4ac98b,x_mark,reviewed,,asset_13567d4eacd981a8,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085925_098\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085925_098\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_5bfda3c051041ad2,got,reviewed,,asset_a91cc48870a330e4,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085930_193\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085930_193\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_feba933493202f49,x_mark,reviewed,,asset_de7b8c7922f1f900,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_085957_142\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_085957_142\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_ac40e0b46fb02e4d,got,reviewed,,asset_8563daf0cc5f8eee,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090002_331\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090002_331\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_107b4cb1288bc630,play_triangle,reviewed,,asset_88342de1955d7710,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090150_924\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090150_924\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_94f1bde14ac54667,x_mark,reviewed,,asset_90ce48e4e47a01c1,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090208_867\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090208_867\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_0d067cdbf10452a5,got,reviewed,,asset_dea8ae9d91e5e666,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090213_965\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090213_965\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_87ac57244ab5f299,play_triangle,reviewed,,asset_542d5a8ba5e8e090,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090219_764\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090219_764\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_22ff620fe77cc31e,x_mark,reviewed,,asset_6245704c040830e6,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090237_721\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090237_721\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
file_e48611eca572140a,got,reviewed,,asset_2a225f2e94246f95,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090242_795\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090242_795\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,got,reviewed
file_b9fda2c43c5f7e13,play_triangle,reviewed,,asset_1681b89025c9902b,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090248_537\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090248_537\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,play,reviewed
file_e3f11b73be192b16,x_mark,reviewed,,asset_2117e8b585c0bc87,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260713_090306_881\crops\bbox.png,vision_platform\ads\runtime_collection\click_success\click_success_20260713_090306_881\crops\bbox.png,ads,runtime_collection,crop,vision_platform\ads\runtime_collection,crop,raw,action_target,,reviewed
