seed,family,p,instance_id,content_id,families,image_path
43,got,0.3133,file_5bb144b3ebce64b2,asset_88b020cf71cd95fe,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01041_got_asset_88b020cf71cd95fe.png
43,got,0.3144,file_a5745491741dd931,asset_d94098ff97a6d4e1,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01043_got_asset_d94098ff97a6d4e1.png
43,got,0.3158,file_02ce57272c84b6f5,asset_6e8a5d255426a167,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01052_got_asset_6e8a5d255426a167.png
43,got,0.2243,file_dd15bfd220012da9,asset_5d8ca4120212a47b,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01055_got_asset_5d8ca4120212a47b.png
43,got,0.2872,file_20bbead1e685ba75,asset_1ff75886bdde89cb,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01060_got_asset_1ff75886bdde89cb.png
43,got,0.2921,file_e41974232e7b3369,asset_25a22f5df74ffae1,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01063_got_asset_25a22f5df74ffae1.png
43,got,0.2369,file_e1800e087389adce,asset_4d6685ea797b7292,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01065_got_asset_4d6685ea797b7292.png
43,got,0.2769,file_f1e86606970a4098,asset_6f98cd8786ef6aa9,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01068_got_asset_6f98cd8786ef6aa9.png
43,got,0.3172,file_60bac38a55997464,asset_c9fd61a5d932e963,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01071_got_asset_c9fd61a5d932e963.png
43,got,0.2659,file_169eb54afbb52619,asset_91f479ecaa1bfa86,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01077_got_asset_91f479ecaa1bfa86.png
43,got,0.2671,file_b69dcf4baa8fa608,asset_603ade2051e58c6b,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01080_got_asset_603ade2051e58c6b.png
43,got,0.2689,file_ebae8724ba32676c,asset_a7d9dca074810b98,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01083_got_asset_a7d9dca074810b98.png
43,got,0.264,file_ed775e73f24dae53,asset_57705cc7f11a2a7f,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01089_got_asset_57705cc7f11a2a7f.png
43,got,0.2585,file_dddc8918627d32c5,asset_fbc8aa9f5506c36f,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01092_got_asset_fbc8aa9f5506c36f.png
44,google_play,0.1162,file_01fce48c5f827243,asset_ee02f730b82612e5,google_play,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00009_google_play_asset_ee02f730b82612e5.png
44,google_play,0.4746,file_f897e9b9181629ee,asset_d67b35832487e707,google_play,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00014_google_play_asset_d67b35832487e707.png
44,google_play,0.3578,file_183d636c777c6ea5,asset_0038b293d3fef86c,google_play,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00015_google_play_asset_0038b293d3fef86c.png
44,arrow,0.4552,file_a5a5bd5ba2f1d724,asset_781a510f3a857316,arrow,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00020_arrow_asset_781a510f3a857316.png
44,arrow,0.4483,file_d109bb027585db3a,asset_384d89598f4f57fc,arrow,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00030_arrow_asset_384d89598f4f57fc.png
44,next,0.3291,file_1cb77f3034b09b56,asset_ef6efb79aed47f4a,next,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00045_next_asset_ef6efb79aed47f4a.png
44,x_mark,0.3126,file_c590ebbfe9db64ca,asset_6802a78b1f5efa66,x_mark,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00053_x_mark_asset_6802a78b1f5efa66.png
44,play_triangle,0.3644,file_ed1467fb03b0b8ba,asset_d8a2f9660c5625b5,play_triangle,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00059_play_triangle_asset_d8a2f9660c5625b5.png
44,got,0.4385,file_c9b0f3fff6864aab,asset_86d49425885a0694,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00074_got_asset_86d49425885a0694.png
44,free,0.3937,file_316f75bc9fb119a6,asset_1666aaa13124f098,free,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00148_free_asset_1666aaa13124f098.png
44,x_mark,0.2905,file_1b25b331d8c51571,asset_4b460828e7852a16,x_mark,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00196_x_mark_asset_4b460828e7852a16.png
44,free,0.3884,file_f8a408d2b9fbc248,asset_8951e1d6b133fc43,free,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00220_free_asset_8951e1d6b133fc43.png
44,free,0.3005,file_6795d3c28a8fb0c6,asset_ec5d107e852b1436,free,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00221_free_asset_ec5d107e852b1436.png
44,x_mark,0.3306,file_93bb21d0c9b6b5ab,asset_6104349d1d13028a,x_mark,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00235_x_mark_asset_6104349d1d13028a.png
44,x_mark,0.3306,file_6238053c8e348d24,asset_6104349d1d13028a,x_mark,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00238_x_mark_asset_6104349d1d13028a.png
44,x_mark,0.1972,file_a7e95226550c356b,asset_53beadffe200f55d,x_mark,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00240_x_mark_asset_53beadffe200f55d.png
44,x_mark,0.3306,file_f3370fca6a5a25e5,asset_6104349d1d13028a,x_mark,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00243_x_mark_asset_6104349d1d13028a.png
44,x_mark,0.3306,file_b2e085b44f5a5d9d,asset_6104349d1d13028a,x_mark,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00246_x_mark_asset_6104349d1d13028a.png
44,x_mark,0.3306,file_8598f00aa97cf91c,asset_6104349d1d13028a,x_mark,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00248_x_mark_asset_6104349d1d13028a.png
44,x_mark,0.1972,file_bda9a20f9fdf9501,asset_53beadffe200f55d,x_mark,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00255_x_mark_asset_53beadffe200f55d.png
44,x_mark,0.1577,file_9f8b320edd27915b,asset_f10069120b58ccf9,x_mark,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00268_x_mark_asset_f10069120b58ccf9.png
44,arrow,0.0368,file_b3d3d941c081f532,asset_713d9bd8585df68b,arrow,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00276_arrow_asset_713d9bd8585df68b.png
44,arrow,0.2883,file_b3bac06a83836101,asset_93e074b680c4fe7b,arrow,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00277_arrow_asset_93e074b680c4fe7b.png
44,x_mark,0.4895,file_3902cd5c61e2e3d9,asset_478ecdf953e4df35,x_mark,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00278_x_mark_asset_478ecdf953e4df35.png
44,got,0.1717,file_94c067721838b5a7,asset_10a60b88bb107d49,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00853_got_asset_10a60b88bb107d49.png
44,got,0.2371,file_096cbf9643228a54,asset_056a75a95fd0004a,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00856_got_asset_056a75a95fd0004a.png
44,got,0.1973,file_4b3f40d609b103c8,asset_3da5069be36e1858,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00859_got_asset_3da5069be36e1858.png
44,got,0.2447,file_ef413d45fecc7350,asset_fb6f9655e9c30e97,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00864_got_asset_fb6f9655e9c30e97.png
44,got,0.2422,file_fa231e96cc4ad879,asset_7fd813ce3578ef46,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00867_got_asset_7fd813ce3578ef46.png
44,got,0.1723,file_25f3ac1b552bd237,asset_d3a2423f432b3a89,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00873_got_asset_d3a2423f432b3a89.png
44,got,0.1818,file_18b5612cf996a0e2,asset_e6692a08aff865cc,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00876_got_asset_e6692a08aff865cc.png
44,got,0.2741,file_d47e518578ccb400,asset_052743a3536937ab,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00879_got_asset_052743a3536937ab.png
44,got,0.2185,file_8530abf2f6494c7a,asset_963baf19279319e4,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00882_got_asset_963baf19279319e4.png
44,got,0.2293,file_15d57ab21d089397,asset_737da74c398dd713,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00885_got_asset_737da74c398dd713.png
44,got,0.1979,file_a74329e46e350a11,asset_003f01a0aee6b9bc,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00888_got_asset_003f01a0aee6b9bc.png
44,got,0.2482,file_3fb8b5064903ca0c,asset_11db72d833ab9f3d,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00891_got_asset_11db72d833ab9f3d.png
44,got,0.2359,file_1d474dd251495027,asset_64468130aeae340f,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00894_got_asset_64468130aeae340f.png
44,got,0.2079,file_7ba37ba4e13e658e,asset_649ddbb0bb1f8942,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00903_got_asset_649ddbb0bb1f8942.png
44,got,0.2187,file_e3f93854a48c596e,asset_ebe1049d4839024b,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00906_got_asset_ebe1049d4839024b.png
44,got,0.2319,file_9036c20d93a62e90,asset_bac6666a761e1adc,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00909_got_asset_bac6666a761e1adc.png
44,got,0.3492,file_5aae88bba4e0d939,asset_5c41eb2044704344,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00912_got_asset_5c41eb2044704344.png
44,got,0.381,file_a13826c1f7dc3962,asset_a58eabf57128a6da,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00915_got_asset_a58eabf57128a6da.png
44,got,0.2091,file_89f5783d6a5d01a2,asset_5e68128f2f5b8dab,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00918_got_asset_5e68128f2f5b8dab.png
44,got,0.364,file_74e06e5ceb318bc4,asset_7ea505252b3da083,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00921_got_asset_7ea505252b3da083.png
44,got,0.3546,file_5bfda3c051041ad2,asset_a91cc48870a330e4,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00930_got_asset_a91cc48870a330e4.png
44,got,0.328,file_0d067cdbf10452a5,asset_dea8ae9d91e5e666,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00935_got_asset_dea8ae9d91e5e666.png
44,got,0.3208,file_e48611eca572140a,asset_2a225f2e94246f95,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00938_got_asset_2a225f2e94246f95.png
44,got,0.3958,file_8bd6e958d40d0a1b,asset_3911db3a08d8407c,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00941_got_asset_3911db3a08d8407c.png
44,got,0.2733,file_ce79f73ed3186b0d,asset_49afee44f4eb1fa6,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00944_got_asset_49afee44f4eb1fa6.png
44,got,0.4085,file_a0e42b51ed07b933,asset_b4c1b399a527bf19,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00950_got_asset_b4c1b399a527bf19.png
44,got,0.251,file_6baeafdbf1505b34,asset_42640b7956e1a5af,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00959_got_asset_42640b7956e1a5af.png
44,got,0.3554,file_84a8d2e130401c22,asset_d66a3b4c3a54e582,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00962_got_asset_d66a3b4c3a54e582.png
44,got,0.3362,file_3606147f537f0ca8,asset_cd7bd45565e944d8,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00965_got_asset_cd7bd45565e944d8.png
44,got,0.4302,file_8162960727650f5f,asset_6555ba34f68fbad7,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00967_got_asset_6555ba34f68fbad7.png
44,x_mark,0.4869,file_7355bcb1bf51b0e6,asset_98c24948b203b45b,x_mark,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00968_x_mark_asset_98c24948b203b45b.png
44,got,0.2994,file_d86e984d901f001c,asset_054e2d14776c7eaa,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00973_got_asset_054e2d14776c7eaa.png
44,got,0.3448,file_5127788b0383ad92,asset_ab19bac3e1d1fc80,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00976_got_asset_ab19bac3e1d1fc80.png
44,got,0.4018,file_4170949ace142843,asset_9e94bd7f0e647f3d,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00982_got_asset_9e94bd7f0e647f3d.png
44,got,0.3855,file_a2e7dd396ff48987,asset_f6644fda6fd59f54,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00985_got_asset_f6644fda6fd59f54.png
44,got,0.4071,file_f9a4d13ef3124789,asset_97db52526fea1d31,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00988_got_asset_97db52526fea1d31.png
44,got,0.4117,file_11d37ff21c14074b,asset_cbed584f4a7a79fc,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00990_got_asset_cbed584f4a7a79fc.png
44,got,0.3308,file_a067bd798a422f13,asset_183568ccccf9b17c,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00993_got_asset_183568ccccf9b17c.png
44,got,0.376,file_313025013de0d9bf,asset_3d50df392fb8fb02,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00996_got_asset_3d50df392fb8fb02.png
44,got,0.3948,file_a798424dfdb246f2,asset_c5baf12d61cdbd4b,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_00999_got_asset_c5baf12d61cdbd4b.png
44,got,0.3834,file_2d8c856bebd75ce8,asset_741a7dc2efc4ab03,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01002_got_asset_741a7dc2efc4ab03.png
44,got,0.469,file_f23916b7cd727fea,asset_53debd4fe80fc84a,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01003_got_asset_53debd4fe80fc84a.png
44,got,0.3388,file_a6dbca664e932053,asset_fe9d31d6ed9b602d,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01010_got_asset_fe9d31d6ed9b602d.png
44,got,0.3222,file_4779a278b028aa94,asset_93e8a1c52eeed49d,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01013_got_asset_93e8a1c52eeed49d.png
44,got,0.3205,file_c4b10a260a8dd4ba,asset_ec0f3962ae857614,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01017_got_asset_ec0f3962ae857614.png
44,got,0.4492,file_3812d68168c166a4,asset_b1f9c1b9f8fac2f0,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01020_got_asset_b1f9c1b9f8fac2f0.png
44,got,0.3527,file_396637fffb08b166,asset_6464ee682b6e9539,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01022_got_asset_6464ee682b6e9539.png
44,got,0.3765,file_62c3dd3102650707,asset_a6a1a807225333d3,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01025_got_asset_a6a1a807225333d3.png
44,got,0.2623,file_ec52bec92f18b3a6,asset_09db06e79617a5ab,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01031_got_asset_09db06e79617a5ab.png
44,got,0.3629,file_561deffd5e29abeb,asset_cc988facf7de4b10,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01034_got_asset_cc988facf7de4b10.png
44,got,0.4655,file_4efc8ba784626b00,asset_673e1ce09b1c7183,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01038_got_asset_673e1ce09b1c7183.png
44,got,0.478,file_5bb144b3ebce64b2,asset_88b020cf71cd95fe,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01041_got_asset_88b020cf71cd95fe.png
44,got,0.4038,file_0e55e2d594079fed,asset_56d393572f6f818f,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01046_got_asset_56d393572f6f818f.png
44,got,0.3845,file_da898d64ad5b3d30,asset_2b0bcfa2d943e368,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01049_got_asset_2b0bcfa2d943e368.png
44,got,0.2548,file_dd15bfd220012da9,asset_5d8ca4120212a47b,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01055_got_asset_5d8ca4120212a47b.png
44,got,0.2577,file_20bbead1e685ba75,asset_1ff75886bdde89cb,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01060_got_asset_1ff75886bdde89cb.png
44,got,0.2527,file_e41974232e7b3369,asset_25a22f5df74ffae1,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01063_got_asset_25a22f5df74ffae1.png
44,got,0.2101,file_e1800e087389adce,asset_4d6685ea797b7292,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01065_got_asset_4d6685ea797b7292.png
44,got,0.2988,file_60bac38a55997464,asset_c9fd61a5d932e963,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01071_got_asset_c9fd61a5d932e963.png
44,got,0.2608,file_e8cec87605007653,asset_d03e45f89671476c,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01074_got_asset_d03e45f89671476c.png
44,got,0.2546,file_169eb54afbb52619,asset_91f479ecaa1bfa86,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01077_got_asset_91f479ecaa1bfa86.png
44,got,0.2215,file_b69dcf4baa8fa608,asset_603ade2051e58c6b,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01080_got_asset_603ade2051e58c6b.png
44,got,0.2355,file_ebae8724ba32676c,asset_a7d9dca074810b98,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01083_got_asset_a7d9dca074810b98.png
44,got,0.3012,file_4a79ba7a94cfeb5a,asset_f4267fd43f7332c6,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01086_got_asset_f4267fd43f7332c6.png
44,got,0.2234,file_ed775e73f24dae53,asset_57705cc7f11a2a7f,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01089_got_asset_57705cc7f11a2a7f.png
44,got,0.2229,file_dddc8918627d32c5,asset_fbc8aa9f5506c36f,got,vision_platform\ads\pilot\visual_family_smoke_20260719\development_retrain_single_family\dataset\images\vf_01092_got_asset_fbc8aa9f5506c36f.png
