annotation_id,screen_id,image_path,instance_id,content_id,bbox_id,bbox_x,bbox_y,bbox_w,bbox_h,category,label,source_class,screen_state,split_group,split
ann_000105,ads_det_000117,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000117.png,file_fa29544185312375,asset_595638b8d7a34d3f,145,908.141,22.915,36.181,20.503,action_candidate,positive,action_target,actionable,content:asset_595638b8d7a34d3f,
ann_000106,ads_det_000118,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000118.png,file_9a362e65ff44e284,asset_c821d71772c59117,148,418.492,354.573,82.010,24.121,action_candidate,positive,action_target,actionable,content:asset_c821d71772c59117,
ann_000107,ads_det_000118,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000118.png,file_9a362e65ff44e284,asset_c821d71772c59117,149,695.879,349.749,79.598,27.739,action_candidate,positive,action_target,actionable,content:asset_c821d71772c59117,
ann_000108,ads_det_000118,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000118.png,file_9a362e65ff44e284,asset_c821d71772c59117,150,833.367,354.573,79.598,24.121,action_candidate,positive,action_target,actionable,content:asset_c821d71772c59117,
ann_000109,ads_det_000119,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000119.png,file_98d4aefb10ff3479,asset_ba6fe53170910093,154,906.935,24.121,39.799,22.915,action_candidate,positive,action_target,actionable,content:asset_ba6fe53170910093,
ann_000110,ads_det_000120,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000120.png,file_af833fb7e45331af,asset_8bcaa30d76665775,155,906.935,24.121,39.799,22.915,action_candidate,positive,action_target,actionable,content:asset_8bcaa30d76665775,
ann_000111,ads_det_000121,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000121.png,file_4a0b887cc1021121,asset_451d0b46a3a8854c,156,906.935,24.121,39.799,22.915,action_candidate,positive,action_target,actionable,content:asset_451d0b46a3a8854c,
ann_000112,ads_det_000122,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000122.png,file_a4972c7044ed599f,asset_154a6887d8c4149d,157,906.935,24.121,39.799,22.915,action_candidate,positive,action_target,actionable,content:asset_154a6887d8c4149d,
ann_000113,ads_det_000124,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000124.png,file_22ca921e76653352,asset_a3346f5bfa58e3d4,338,27.746,29.133,27.746,27.746,action_candidate,positive,action_target,actionable,content:asset_a3346f5bfa58e3d4,
ann_000114,ads_det_000125,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000125.png,file_7d456315cf4c9b23,asset_b5eba0c407852304,166,26.533,30.151,31.357,27.739,action_candidate,positive,action_target,actionable,content:asset_b5eba0c407852304,
ann_000115,ads_det_000126,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000126.png,file_57a8534623367f8d,asset_29c8125cc98990ef,167,909.347,22.915,31.357,27.739,action_candidate,positive,action_target,actionable,content:asset_29c8125cc98990ef,
ann_000116,ads_det_000127,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000127.png,file_ceaad6b701f5d5a4,asset_75d5fd01adf360e6,169,418.492,144.724,121.809,33.769,action_candidate,positive,action_target,actionable,content:asset_75d5fd01adf360e6,
ann_000117,ads_det_000128,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000128.png,file_bcec00f9c51b465c,asset_fe96e218d8ab27e9,171,912.965,24.121,24.121,22.915,action_candidate,positive,action_target,actionable,content:asset_fe96e218d8ab27e9,
ann_000118,ads_det_000129,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000129.png,file_871a1eaf8b898e17,asset_dffe72d06cbfb9bc,172,912.965,24.121,24.121,22.915,action_candidate,positive,action_target,actionable,content:asset_dffe72d06cbfb9bc,
ann_000119,ads_det_000131,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000131.png,file_8696a161a6854f90,asset_85f122e867a85630,174,908.141,15.678,33.769,34.975,action_candidate,positive,action_target,actionable,content:asset_85f122e867a85630,
ann_000120,ads_det_000132,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000132.png,file_d46b197168fee412,asset_411bd82c019bb4de,176,377.487,290.653,34.975,13.266,action_candidate,positive,action_target,actionable,content:asset_411bd82c019bb4de,
ann_000121,ads_det_000133,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000133.png,file_5204cddb94e64d8e,asset_8089d3ec2f3418e0,177,377.487,290.653,34.975,13.266,action_candidate,positive,action_target,actionable,content:asset_8089d3ec2f3418e0,
ann_000122,ads_det_000134,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000134.png,file_04613673a2a00b41,asset_8ca75c26bac1b84b,178,377.487,290.653,34.975,13.266,action_candidate,positive,action_target,actionable,content:asset_8ca75c26bac1b84b,
ann_000123,ads_det_000135,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000135.png,file_396e311ee8626082,asset_191230a348180ff4,179,377.487,290.653,34.975,13.266,action_candidate,positive,action_target,actionable,content:asset_191230a348180ff4,
ann_000124,ads_det_000136,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000136.png,file_49bc9301264dc5e6,asset_6cdf6ededf658177,181,284.623,335.276,88.040,27.739,action_candidate,positive,action_target,actionable,content:asset_6cdf6ededf658177,
ann_000125,ads_det_000137,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000137.png,file_64d49b0439134d8f,asset_65fa0038dcac2a45,183,911.759,21.709,30.151,28.945,action_candidate,positive,action_target,actionable,content:asset_65fa0038dcac2a45,
ann_000126,ads_det_000138,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000138.png,file_b13dca0c57485599,asset_85c958d4396513c0,190,908.141,24.121,31.357,24.121,action_candidate,positive,action_target,actionable,content:asset_85c958d4396513c0,
ann_000127,ads_det_000139,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000139.png,file_699fcbfcfde8ea45,asset_3cb349642d8b0030,191,902.111,168.844,31.357,24.121,action_candidate,positive,action_target,actionable,content:asset_3cb349642d8b0030,
ann_000128,ads_det_000140,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000140.png,file_00512e8371693dcd,asset_6c4e9a403f6ca6a4,192,24.121,63.920,31.357,24.121,action_candidate,positive,action_target,actionable,content:asset_6c4e9a403f6ca6a4,
ann_000129,ads_det_000141,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000141.png,file_2a37f7231e6a6bf5,asset_3975333343c205ac,197,908.141,21.709,38.593,22.915,action_candidate,positive,action_target,actionable,content:asset_3975333343c205ac,
ann_000130,ads_det_000142,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000142.png,file_f18bc550dcd0d70a,asset_76a00d0efc67ebcb,203,26.533,24.121,34.975,36.181,action_candidate,positive,action_target,actionable,content:asset_76a00d0efc67ebcb,
ann_000131,ads_det_000143,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000143.png,file_91fa657ccf5a9a56,asset_f507b80628bdf057,205,910.553,24.121,28.945,25.327,action_candidate,positive,action_target,actionable,content:asset_f507b80628bdf057,
ann_000132,ads_det_000144,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000144.png,file_d607dd2f6dff78e1,asset_47acfc5551fde842,209,283.417,334.070,88.040,26.533,action_candidate,positive,action_target,actionable,content:asset_47acfc5551fde842,
ann_000133,ads_det_000145,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000145.png,file_20310899d33cdbc9,asset_30d7092e08e623bc,213,281.005,338.894,91.658,20.503,action_candidate,positive,action_target,actionable,content:asset_30d7092e08e623bc,
ann_000134,ads_det_000146,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000146.png,file_6bec458b59aed4c0,asset_b6014544ab445589,222,419.698,354.573,77.186,22.915,action_candidate,positive,action_target,actionable,content:asset_b6014544ab445589,
ann_000135,ads_det_000146,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000146.png,file_6bec458b59aed4c0,asset_b6014544ab445589,223,557.186,352.161,78.392,25.327,action_candidate,positive,action_target,actionable,content:asset_b6014544ab445589,
ann_000136,ads_det_000147,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000147.png,file_1eb21421ca9b9649,asset_2867e99380860ce4,226,414.874,135.075,127.839,42.211,action_candidate,positive,action_target,actionable,content:asset_2867e99380860ce4,
ann_000137,ads_det_000148,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000148.png,file_d9135d08548fb694,asset_d3bc43a0f9246323,228,572.193,130.950,85.402,68.322,action_candidate,positive,action_target,actionable,content:asset_d3bc43a0f9246323,
ann_000138,ads_det_000149,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000149.png,file_33bed67dff2f586f,asset_316d342ae711a0b1,229,14.234,17.080,85.402,68.322,action_candidate,positive,action_target,actionable,content:asset_316d342ae711a0b1,
ann_000139,ads_det_000150,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000150.png,file_d7480ce048ad1fd0,asset_b05ffad0e7888d8a,230,14.234,17.080,85.402,68.322,action_candidate,positive,action_target,actionable,content:asset_b05ffad0e7888d8a,
ann_000140,ads_det_000151,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000151.png,file_d2f2c3c9d31bbd28,asset_6c2a6cdcae5d8129,231,2157.824,22.774,85.402,68.322,action_candidate,positive,action_target,actionable,content:asset_6c2a6cdcae5d8129,
ann_000141,ads_det_000152,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000152.png,file_cc3184659bcf4150,asset_1eca1c1dfbe494c1,232,2149.284,39.854,85.402,68.322,action_candidate,positive,action_target,actionable,content:asset_1eca1c1dfbe494c1,
ann_000142,ads_det_000153,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000153.png,file_cd5c16a151b63323,asset_3694f10981683fb0,233,22.774,8.540,85.402,68.322,action_candidate,positive,action_target,actionable,content:asset_3694f10981683fb0,
ann_000143,ads_det_000154,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000154.png,file_ba764025c2b5abbf,asset_9d7bae47fd97200a,234,22.774,8.540,85.402,68.322,action_candidate,positive,action_target,actionable,content:asset_9d7bae47fd97200a,
ann_000144,ads_det_000155,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000155.png,file_62915857d2a83403,asset_13f76287fd75d905,331,419.698,356.985,78.392,21.709,action_candidate,positive,action_target,actionable,content:asset_13f76287fd75d905,
ann_000145,ads_det_000155,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000155.png,file_62915857d2a83403,asset_13f76287fd75d905,332,558.392,350.955,78.392,25.327,action_candidate,positive,action_target,actionable,content:asset_13f76287fd75d905,
ann_000146,ads_det_000156,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000156.png,file_a669b1e30509f098,asset_0da9172d7e75e61e,510,413.767,351.256,86.326,29.767,action_candidate,positive,action_target,actionable,content:asset_0da9172d7e75e61e,
ann_000147,ads_det_000156,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000156.png,file_a669b1e30509f098,asset_0da9172d7e75e61e,511,555.163,352.744,80.372,26.791,action_candidate,positive,action_target,actionable,content:asset_0da9172d7e75e61e,
ann_000148,ads_det_000156,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000156.png,file_a669b1e30509f098,asset_0da9172d7e75e61e,512,693.581,349.767,83.349,31.256,action_candidate,positive,action_target,actionable,content:asset_0da9172d7e75e61e,
ann_000149,ads_det_000156,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000156.png,file_a669b1e30509f098,asset_0da9172d7e75e61e,513,832.000,351.256,89.302,29.767,action_candidate,positive,action_target,actionable,content:asset_0da9172d7e75e61e,
ann_000150,ads_det_000157,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000157.png,file_65c9e5dd20cb3371,asset_d1e9fdf45e469caf,576,900.465,13.395,50.605,40.186,action_candidate,positive,action_target,actionable,content:asset_d1e9fdf45e469caf,
ann_000151,ads_det_000158,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000158.png,file_99efc798e930d2d1,asset_bb2b366ff1d4b2a7,379,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_bb2b366ff1d4b2a7,
ann_000152,ads_det_000159,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000159.png,file_979e903430aea95d,asset_865c30d9c720318e,514,418.233,349.767,86.326,29.767,action_candidate,positive,action_target,actionable,content:asset_865c30d9c720318e,
ann_000153,ads_det_000159,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000159.png,file_979e903430aea95d,asset_865c30d9c720318e,515,555.163,352.744,80.372,26.791,action_candidate,positive,action_target,actionable,content:asset_865c30d9c720318e,
ann_000154,ads_det_000159,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000159.png,file_979e903430aea95d,asset_865c30d9c720318e,516,693.581,349.767,83.349,31.256,action_candidate,positive,action_target,actionable,content:asset_865c30d9c720318e,
ann_000155,ads_det_000159,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000159.png,file_979e903430aea95d,asset_865c30d9c720318e,517,832.000,351.256,89.302,29.767,action_candidate,positive,action_target,actionable,content:asset_865c30d9c720318e,
ann_000156,ads_det_000160,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000160.png,file_2ee23ae8fe9fb845,asset_0df138cceee42d63,405,907.907,16.372,38.698,37.209,action_candidate,positive,action_target,actionable,content:asset_0df138cceee42d63,
ann_000157,ads_det_000161,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000161.png,file_e9f738737fd54164,asset_40dba9d42050a660,377,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_40dba9d42050a660,
ann_000158,ads_det_000162,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000162.png,file_a38c48abbc580962,asset_866a5672b0fbfcde,495,413.767,351.256,86.326,29.767,action_candidate,positive,action_target,actionable,content:asset_866a5672b0fbfcde,
ann_000159,ads_det_000162,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000162.png,file_a38c48abbc580962,asset_866a5672b0fbfcde,496,555.163,352.744,80.372,26.791,action_candidate,positive,action_target,actionable,content:asset_866a5672b0fbfcde,
ann_000160,ads_det_000162,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000162.png,file_a38c48abbc580962,asset_866a5672b0fbfcde,497,693.581,349.767,83.349,31.256,action_candidate,positive,action_target,actionable,content:asset_866a5672b0fbfcde,
ann_000161,ads_det_000163,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000163.png,file_17701a062d36f771,asset_ec83c2c1ebe46b39,408,907.907,16.372,38.698,37.209,action_candidate,positive,action_target,actionable,content:asset_ec83c2c1ebe46b39,
ann_000162,ads_det_000164,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000164.png,file_2331f03018ffb667,asset_2bb3ab150b2c17f7,364,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_2bb3ab150b2c17f7,
ann_000163,ads_det_000165,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000165.png,file_ce136e80c7a4a03b,asset_bc10d756a9a35133,441,692.093,348.279,81.860,32.744,action_candidate,positive,action_target,actionable,content:asset_bc10d756a9a35133,
ann_000164,ads_det_000165,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000165.png,file_ce136e80c7a4a03b,asset_bc10d756a9a35133,442,558.140,349.767,74.419,29.767,action_candidate,positive,action_target,actionable,content:asset_bc10d756a9a35133,
ann_000165,ads_det_000166,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000166.png,file_7898ceb77f7b53fe,asset_a4f70e645255b736,398,903.442,17.860,41.674,32.744,action_candidate,positive,action_target,actionable,content:asset_a4f70e645255b736,
ann_000166,ads_det_000167,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000167.png,file_31d3607b1f791aa3,asset_184fc9696695ed9d,358,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_184fc9696695ed9d,
ann_000167,ads_det_000168,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000168.png,file_3bf5dc03ed9523fe,asset_643995342e434bf3,427,692.093,348.279,81.860,32.744,action_candidate,positive,action_target,actionable,content:asset_643995342e434bf3,
ann_000168,ads_det_000169,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000169.png,file_257fe523aaf5236a,asset_0df138cceee42d63,406,907.907,16.372,38.698,37.209,action_candidate,positive,action_target,actionable,content:asset_0df138cceee42d63,
ann_000169,ads_det_000170,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000170.png,file_31c6dff008c6bb23,asset_097a4a7e35bdc8ee,359,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_097a4a7e35bdc8ee,
ann_000170,ads_det_000171,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000171.png,file_2a5e82f1e41448c4,asset_1fa44ff49fff3e1f,428,692.093,348.279,81.860,32.744,action_candidate,positive,action_target,actionable,content:asset_1fa44ff49fff3e1f,
ann_000171,ads_det_000172,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000172.png,file_e3e00140adbfb7e8,asset_a4f70e645255b736,399,903.442,17.860,41.674,32.744,action_candidate,positive,action_target,actionable,content:asset_a4f70e645255b736,
ann_000172,ads_det_000173,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000173.png,file_95ac70506f25773f,asset_014ab628e18c4c01,356,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_014ab628e18c4c01,
ann_000173,ads_det_000174,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000174.png,file_ac4db561d708b23f,asset_097638c34948d535,487,413.767,351.256,86.326,29.767,action_candidate,positive,action_target,actionable,content:asset_097638c34948d535,
ann_000174,ads_det_000174,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000174.png,file_ac4db561d708b23f,asset_097638c34948d535,488,555.163,352.744,80.372,26.791,action_candidate,positive,action_target,actionable,content:asset_097638c34948d535,
ann_000175,ads_det_000174,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000174.png,file_ac4db561d708b23f,asset_097638c34948d535,489,693.581,349.767,83.349,31.256,action_candidate,positive,action_target,actionable,content:asset_097638c34948d535,
ann_000176,ads_det_000174,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000174.png,file_ac4db561d708b23f,asset_097638c34948d535,490,832.000,351.256,86.326,29.767,action_candidate,positive,action_target,actionable,content:asset_097638c34948d535,
ann_000177,ads_det_000175,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000175.png,file_da90c5d798c0ce8d,asset_f5bbb90ad870ee0e,551,903.442,17.860,41.674,35.721,action_candidate,positive,action_target,actionable,content:asset_f5bbb90ad870ee0e,
ann_000178,ads_det_000176,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000176.png,file_08b2ef9c872ccb12,asset_e389f72eb8ee6040,382,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_e389f72eb8ee6040,
ann_000179,ads_det_000177,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000177.png,file_54f8ea80cc90182d,asset_62806bba2098a21d,491,413.767,351.256,86.326,29.767,action_candidate,positive,action_target,actionable,content:asset_62806bba2098a21d,
ann_000180,ads_det_000177,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000177.png,file_54f8ea80cc90182d,asset_62806bba2098a21d,492,555.163,352.744,80.372,26.791,action_candidate,positive,action_target,actionable,content:asset_62806bba2098a21d,
ann_000181,ads_det_000177,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000177.png,file_54f8ea80cc90182d,asset_62806bba2098a21d,493,693.581,349.767,83.349,31.256,action_candidate,positive,action_target,actionable,content:asset_62806bba2098a21d,
ann_000182,ads_det_000177,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000177.png,file_54f8ea80cc90182d,asset_62806bba2098a21d,494,832.000,351.256,86.326,29.767,action_candidate,positive,action_target,actionable,content:asset_62806bba2098a21d,
ann_000183,ads_det_000178,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000178.png,file_521f6b69e6174454,asset_e01fefad9cdb2ffd,477,906.419,11.907,38.698,40.186,action_candidate,positive,action_target,actionable,content:asset_e01fefad9cdb2ffd,
ann_000184,ads_det_000179,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000179.png,file_42c147ccb223f75b,asset_6bd9b14cefddc57a,372,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_6bd9b14cefddc57a,
ann_000185,ads_det_000180,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000180.png,file_b7167ca81f67ded8,asset_3ec4003efc44a2e5,438,692.093,348.279,81.860,32.744,action_candidate,positive,action_target,actionable,content:asset_3ec4003efc44a2e5,
ann_000186,ads_det_000180,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000180.png,file_b7167ca81f67ded8,asset_3ec4003efc44a2e5,439,558.140,349.767,74.419,29.767,action_candidate,positive,action_target,actionable,content:asset_3ec4003efc44a2e5,
ann_000187,ads_det_000180,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000180.png,file_b7167ca81f67ded8,asset_3ec4003efc44a2e5,440,416.744,351.256,78.884,29.767,action_candidate,positive,action_target,actionable,content:asset_3ec4003efc44a2e5,
ann_000188,ads_det_000181,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000181.png,file_b2dd403da41cbff9,asset_a4f70e645255b736,400,903.442,17.860,41.674,32.744,action_candidate,positive,action_target,actionable,content:asset_a4f70e645255b736,
ann_000189,ads_det_000182,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000182.png,file_52f4b37a8e32a437,asset_69031b1601035f95,373,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_69031b1601035f95,
ann_000190,ads_det_000183,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000183.png,file_7e8902cd4577e0de,asset_12a14646541be994,433,692.093,348.279,81.860,32.744,action_candidate,positive,action_target,actionable,content:asset_12a14646541be994,
ann_000191,ads_det_000183,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000183.png,file_7e8902cd4577e0de,asset_12a14646541be994,434,558.140,349.767,74.419,29.767,action_candidate,positive,action_target,actionable,content:asset_12a14646541be994,
ann_000192,ads_det_000184,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000184.png,file_8240b4625453bcd5,asset_e01fefad9cdb2ffd,479,906.419,11.907,38.698,40.186,action_candidate,positive,action_target,actionable,content:asset_e01fefad9cdb2ffd,
ann_000193,ads_det_000185,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000185.png,file_7bfd435a242da298,asset_dc4b1b7bf5d22ce1,366,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_dc4b1b7bf5d22ce1,
ann_000194,ads_det_000186,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000186.png,file_834076543c2ee80e,asset_7c12bfe480a6f4ea,425,692.093,348.279,81.860,32.744,action_candidate,positive,action_target,actionable,content:asset_7c12bfe480a6f4ea,
ann_000195,ads_det_000187,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000187.png,file_a7b328df0a36c449,asset_0169178cafbbd91c,407,907.907,16.372,38.698,37.209,action_candidate,positive,action_target,actionable,content:asset_0169178cafbbd91c,
ann_000196,ads_det_000188,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000188.png,file_8c1c921e7249c73c,asset_afe0216a1d510d32,367,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_afe0216a1d510d32,
ann_000197,ads_det_000189,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000189.png,file_f6cee44f7ec069b4,asset_d3e2135e12ffec32,426,692.093,348.279,81.860,32.744,action_candidate,positive,action_target,actionable,content:asset_d3e2135e12ffec32,
ann_000198,ads_det_000190,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000190.png,file_c697918680fd5079,asset_e8d240395ba90ae2,396,903.442,17.860,41.674,32.744,action_candidate,positive,action_target,actionable,content:asset_e8d240395ba90ae2,
ann_000199,ads_det_000191,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000191.png,file_24f3497a74974825,asset_ea84c9dcd907ccf2,357,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_ea84c9dcd907ccf2,
ann_000200,ads_det_000192,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000192.png,file_f3e3e568b2bd34ea,asset_d2c814015cac2c78,451,278.326,336.372,96.744,26.791,action_candidate,positive,action_target,actionable,content:asset_d2c814015cac2c78,
ann_000201,ads_det_000193,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000193.png,file_486db7597242f93e,asset_9f183babb0c335e7,481,906.419,11.907,38.698,40.186,action_candidate,positive,action_target,actionable,content:asset_9f183babb0c335e7,
ann_000202,ads_det_000194,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000194.png,file_5f093f01bf0f2aa4,asset_1c8b502573b77743,341,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_1c8b502573b77743,
ann_000203,ads_det_000195,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000195.png,file_da1872a5c9194db2,asset_5cb13174e6daffbf,452,278.326,336.372,96.744,26.791,action_candidate,positive,action_target,actionable,content:asset_5cb13174e6daffbf,
ann_000204,ads_det_000196,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000196.png,file_768e520fda85378f,asset_2347bcbf66834439,397,903.442,17.860,41.674,32.744,action_candidate,positive,action_target,actionable,content:asset_2347bcbf66834439,
ann_000205,ads_det_000197,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000197.png,file_ba33a39f3a4df742,asset_54de5b34a3e4f909,342,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_54de5b34a3e4f909,
ann_000206,ads_det_000198,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000198.png,file_65c6b2d42b51cdfb,asset_e8dc77cf749dcee1,453,278.326,336.372,96.744,26.791,action_candidate,positive,action_target,actionable,content:asset_e8dc77cf749dcee1,
ann_000207,ads_det_000199,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000199.png,file_285dc209cbead215,asset_1c5e9734edbfc31e,410,907.907,16.372,38.698,37.209,action_candidate,positive,action_target,actionable,content:asset_1c5e9734edbfc31e,
ann_000208,ads_det_000200,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000200.png,file_84b0f8705ee74563,asset_b7224094a3303f19,343,418.233,139.907,120.558,35.721,action_candidate,positive,action_target,actionable,content:asset_b7224094a3303f19,
ann_000209,ads_det_000201,vision_platform\ads\datasets\detector\action_candidate_20260719\images\ads_det_000201.png,file_6b8360dadfad9a6e,asset_6fff9b507be59797,448,278.326,336.372,96.744,26.791,action_candidate,positive,action_target,actionable,content:asset_6fff9b507be59797,
