annotation_id,screen_id,image_path,original_path,instance_id,content_id,bbox_id,bbox_x,bbox_y,bbox_w,bbox_h,category,label_kind,label_source,annotation_completeness,legacy_bbox_class,legacy_bbox_label,proposal_source,template_name,screen_change_score,split_group,split
v2_ann_000272,vis_det_v2_000247,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000247.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_093318_020\pre_click.png,file_24f3497a74974825,asset_ea84c9dcd907ccf2,357,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_093318_020:pre_click,test
v2_ann_000273,vis_det_v2_000248,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000248.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094154_736\pre_click.png,file_f3e3e568b2bd34ea,asset_d2c814015cac2c78,451,278.326,336.372,96.744,26.791,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094154_736:pre_click,train
v2_ann_000274,vis_det_v2_000249,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000249.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094212_661\pre_click.png,file_486db7597242f93e,asset_9f183babb0c335e7,481,906.419,11.907,38.698,40.186,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094212_661:pre_click,val
v2_ann_000275,vis_det_v2_000250,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000250.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094217_391\pre_click.png,file_5f093f01bf0f2aa4,asset_1c8b502573b77743,341,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094217_391:pre_click,train
v2_ann_000276,vis_det_v2_000251,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000251.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094222_830\pre_click.png,file_da1872a5c9194db2,asset_5cb13174e6daffbf,452,278.326,336.372,96.744,26.791,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094222_830:pre_click,val
v2_ann_000277,vis_det_v2_000252,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000252.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094240_503\pre_click.png,file_768e520fda85378f,asset_2347bcbf66834439,397,903.442,17.860,41.674,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094240_503:pre_click,train
v2_ann_000278,vis_det_v2_000253,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000253.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094245_305\pre_click.png,file_ba33a39f3a4df742,asset_54de5b34a3e4f909,342,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094245_305:pre_click,train
v2_ann_000279,vis_det_v2_000254,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000254.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094250_745\pre_click.png,file_65c6b2d42b51cdfb,asset_e8dc77cf749dcee1,453,278.326,336.372,96.744,26.791,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094250_745:pre_click,train
v2_ann_000280,vis_det_v2_000255,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000255.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094308_494\pre_click.png,file_285dc209cbead215,asset_1c5e9734edbfc31e,410,907.907,16.372,38.698,37.209,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094308_494:pre_click,train
v2_ann_000281,vis_det_v2_000256,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000256.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094313_482\pre_click.png,file_84b0f8705ee74563,asset_b7224094a3303f19,343,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094313_482:pre_click,train
v2_ann_000282,vis_det_v2_000257,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000257.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094319_249\pre_click.png,file_6b8360dadfad9a6e,asset_6fff9b507be59797,448,278.326,336.372,96.744,26.791,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094319_249:pre_click,test
v2_ann_000283,vis_det_v2_000258,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000258.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094337_171\pre_click.png,file_9fec6bc95a16a7b0,asset_091ff4bb92b5b4cb,421,900.465,11.907,44.651,47.628,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094337_171:pre_click,train
v2_ann_000284,vis_det_v2_000259,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000259.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094342_192\pre_click.png,file_92925bd4085f2744,asset_a1357ef799a42b3d,344,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094342_192:pre_click,val
v2_ann_000285,vis_det_v2_000260,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000260.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094347_650\pre_click.png,file_7e9d94fe9b2ce9bc,asset_fe810ef990123a8c,449,278.326,336.372,96.744,26.791,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094347_650:pre_click,val
v2_ann_000286,vis_det_v2_000261,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000261.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094405_851\pre_click.png,file_ace991fd54c0b7a0,asset_a4f70e645255b736,401,903.442,17.860,41.674,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094405_851:pre_click,train
v2_ann_000287,vis_det_v2_000262,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000262.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_094410_692\pre_click.png,file_0a2b0d3c8161ca42,asset_3a47bef8e6d22863,353,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_094410_692:pre_click,val
v2_ann_000288,vis_det_v2_000263,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000263.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100034_511\pre_click.png,file_7425ec2717bf6fd9,asset_d14a5b401c8cc8d8,506,413.767,351.256,86.326,29.767,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100034_511:pre_click,train
v2_ann_000289,vis_det_v2_000263,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000263.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100034_511\pre_click.png,file_7425ec2717bf6fd9,asset_d14a5b401c8cc8d8,507,555.163,352.744,80.372,26.791,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100034_511:pre_click,train
v2_ann_000290,vis_det_v2_000263,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000263.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100034_511\pre_click.png,file_7425ec2717bf6fd9,asset_d14a5b401c8cc8d8,508,693.581,349.767,83.349,31.256,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100034_511:pre_click,train
v2_ann_000291,vis_det_v2_000263,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000263.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100034_511\pre_click.png,file_7425ec2717bf6fd9,asset_d14a5b401c8cc8d8,509,832.000,351.256,89.302,29.767,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100034_511:pre_click,train
v2_ann_000292,vis_det_v2_000264,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000264.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100052_051\pre_click.png,file_799cf070ce9bd522,asset_c2c655c76bf5fa35,543,22.326,19.349,87.814,43.163,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100052_051:pre_click,test
v2_ann_000293,vis_det_v2_000265,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000265.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100108_596\pre_click.png,file_d00fbee264bb9183,asset_fc58310606b96368,579,17.860,17.860,92.279,50.605,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100108_596:pre_click,train
v2_ann_000294,vis_det_v2_000266,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000266.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100113_420\pre_click.png,file_c42db945d1111021,asset_3b7265a5d524f911,381,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100113_420:pre_click,train
v2_ann_000295,vis_det_v2_000267,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000267.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100119_855\pre_click.png,file_e4d0be55b4e306a0,asset_35670afc3d0e9829,502,413.767,351.256,86.326,29.767,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100119_855:pre_click,train
v2_ann_000296,vis_det_v2_000267,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000267.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100119_855\pre_click.png,file_e4d0be55b4e306a0,asset_35670afc3d0e9829,503,555.163,352.744,80.372,26.791,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100119_855:pre_click,train
v2_ann_000297,vis_det_v2_000267,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000267.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100119_855\pre_click.png,file_e4d0be55b4e306a0,asset_35670afc3d0e9829,504,693.581,349.767,83.349,31.256,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100119_855:pre_click,train
v2_ann_000298,vis_det_v2_000267,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000267.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100119_855\pre_click.png,file_e4d0be55b4e306a0,asset_35670afc3d0e9829,505,832.000,351.256,89.302,29.767,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100119_855:pre_click,train
v2_ann_000299,vis_det_v2_000268,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000268.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100137_466\pre_click.png,file_6756a406d9a364fc,asset_0141960b21ce0c77,554,11.907,16.372,99.721,44.651,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100137_466:pre_click,test
v2_ann_000300,vis_det_v2_000269,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000269.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100153_776\pre_click.png,file_2ebce35188188b1d,asset_7a3695d5a343e001,601,17.860,20.837,90.791,40.186,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100153_776:pre_click,test
v2_ann_000301,vis_det_v2_000270,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000270.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100158_460\pre_click.png,file_f64d2b622dae519b,asset_113c734a8adfaa2e,370,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100158_460:pre_click,test
v2_ann_000302,vis_det_v2_000271,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000271.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100205_161\pre_click.png,file_afea09ba9f9e5bb2,asset_753f965a3797b8da,435,692.093,348.279,81.860,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100205_161:pre_click,train
v2_ann_000303,vis_det_v2_000271,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000271.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100205_161\pre_click.png,file_afea09ba9f9e5bb2,asset_753f965a3797b8da,436,558.140,349.767,74.419,29.767,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100205_161:pre_click,train
v2_ann_000304,vis_det_v2_000271,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000271.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100205_161\pre_click.png,file_afea09ba9f9e5bb2,asset_753f965a3797b8da,437,416.744,351.256,78.884,29.767,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100205_161:pre_click,train
v2_ann_000305,vis_det_v2_000272,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000272.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100239_197\pre_click.png,file_c5cc00eb3b91ce65,asset_d17ff2e53658bea2,564,22.707,13.876,81.997,39.106,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100239_197:pre_click,train
v2_ann_000306,vis_det_v2_000273,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000273.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100245_077\pre_click.png,file_5617e66e00e37e98,asset_7a6ade96a6aea532,599,17.661,16.399,140.026,29.014,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100245_077:pre_click,train
v2_ann_000307,vis_det_v2_000274,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000274.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100251_508\pre_click.png,file_908ed2a06166f668,asset_c979a67015df8131,403,476.846,27.753,32.799,30.276,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100251_508:pre_click,train
v2_ann_000308,vis_det_v2_000275,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000275.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100256_410\pre_click.png,file_15ea449a75832a30,asset_3c829e9e6ac64fb0,371,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100256_410:pre_click,test
v2_ann_000309,vis_det_v2_000276,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000276.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100303_038\pre_click.png,file_d092fcfcf9271b71,asset_15e68c0b3c823056,431,692.093,348.279,81.860,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100303_038:pre_click,val
v2_ann_000310,vis_det_v2_000276,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000276.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100303_038\pre_click.png,file_d092fcfcf9271b71,asset_15e68c0b3c823056,432,558.140,349.767,74.419,29.767,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100303_038:pre_click,val
v2_ann_000311,vis_det_v2_000277,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000277.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100320_770\pre_click.png,file_09faf2cefbf35bfe,asset_ca0de173c996fb3c,585,11.907,20.837,61.023,41.674,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100320_770:pre_click,train
v2_ann_000312,vis_det_v2_000278,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000278.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100337_411\pre_click.png,file_b623b70c7593f5b5,asset_731332d71f455c01,580,17.860,17.860,92.279,50.605,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100337_411:pre_click,train
v2_ann_000313,vis_det_v2_000279,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000279.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100342_222\pre_click.png,file_277e6511c8653fa7,asset_6d7842beb0c44196,368,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100342_222:pre_click,train
v2_ann_000314,vis_det_v2_000280,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000280.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100348_829\pre_click.png,file_c3f867aec741da1f,asset_9eb840bb4a6e9aa3,423,692.093,348.279,81.860,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100348_829:pre_click,train
v2_ann_000315,vis_det_v2_000281,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000281.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100418_808\pre_click.png,file_b720896dda0cc515,asset_29f109f1f74e4650,558,16.372,23.814,47.628,41.674,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100418_808:pre_click,train
v2_ann_000316,vis_det_v2_000282,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000282.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100423_880\pre_click.png,file_6d79b8e21dbd1766,asset_4d59e91b4341b883,369,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100423_880:pre_click,train
v2_ann_000317,vis_det_v2_000283,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000283.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100430_513\pre_click.png,file_1512a496da3ac94d,asset_5c79abe051e20b85,424,692.093,348.279,81.860,32.744,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100430_513:pre_click,test
v2_ann_000318,vis_det_v2_000284,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000284.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100449_098\pre_click.png,file_7b76e46ce585b9fb,asset_5f484ae591b6aad8,537,904.930,20.837,50.605,38.698,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100449_098:pre_click,val
v2_ann_000319,vis_det_v2_000285,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000285.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_100453_870\pre_click.png,file_a8cfb17cb53c698c,asset_b68a2e3cb320d985,361,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_100453_870:pre_click,train
v2_ann_000320,vis_det_v2_000286,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000286.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101341_799\pre_click.png,file_6b9efd2ddbf14bc1,asset_30eb5ea53b507213,454,278.326,336.372,96.744,26.791,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101341_799:pre_click,test
v2_ann_000321,vis_det_v2_000287,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000287.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101411_699\pre_click.png,file_16c75175160f6cd9,asset_87a7688bd140cc86,559,16.372,23.814,47.628,41.674,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101411_699:pre_click,train
v2_ann_000322,vis_det_v2_000288,vision_platform\ads\datasets\detector\visual_candidate_v2_20260721_after_click_success_review\images\vis_det_v2_000288.png,D:\Projects\adb_vl\vision_platform\ads\runtime_collection\click_success\click_success_20260718_101416_611\pre_click.png,file_28e0578f76ab9490,asset_ce1685538fba37c1,345,418.233,139.907,120.558,35.721,visual_candidate,manual_positive,manual_bbox,partial_annotation,action_target,positive,,,,creative:vision_platform\ads\runtime_collection:vision_platform/ads/runtime_collection/click_success/click_success_20260718_101416_611:pre_click,train
