image_path,families,label_x_mark,label_play_triangle,label_google_play,label_next,label_free,label_got,label_arrow,split,group_key,instance_id,content_id,relative_path,is_confirmed_strong_hard_negative
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00410_play_triangle_asset_966793a379a174df.png,play_triangle,0,1,0,0,0,0,0,train,content:asset_966793a379a174df,file_844213c3b03f993e,asset_966793a379a174df,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000092.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00411_arrow_asset_226c1d36e84e0a83.png,arrow,0,0,0,0,0,0,1,train,content:asset_226c1d36e84e0a83,file_b28b9ec89b84ce89,asset_226c1d36e84e0a83,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000093.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00412_arrow_asset_3dd1cf465dd4e1fc.png,arrow,0,0,0,0,0,0,1,train,content:asset_3dd1cf465dd4e1fc,file_a0ba5fcc9704c144,asset_3dd1cf465dd4e1fc,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000094.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00413_got_asset_069f2406c8d6ae4b.png,got,0,0,0,0,0,1,0,train,content:asset_069f2406c8d6ae4b,file_b46f3ac9a1044d1a,asset_069f2406c8d6ae4b,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000095.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00414_play_triangle_asset_0f4b94e17468addc.png,play_triangle,0,1,0,0,0,0,0,train,content:asset_0f4b94e17468addc,file_6dd9526e493f33cb,asset_0f4b94e17468addc,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000096.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00415_x_mark_asset_9a65aa273090dd6b.png,x_mark,1,0,0,0,0,0,0,train,content:asset_9a65aa273090dd6b,file_eee1062221155f09,asset_9a65aa273090dd6b,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000097.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00416_got_asset_469378814dd76c28.png,got,0,0,0,0,0,1,0,train,content:asset_469378814dd76c28,file_899ef938ddd45fcb,asset_469378814dd76c28,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000098.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00417_play_triangle_asset_0f4b94e17468addc.png,play_triangle,0,1,0,0,0,0,0,train,content:asset_0f4b94e17468addc,file_62e9a03cd87bb875,asset_0f4b94e17468addc,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000099.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00418_x_mark_asset_bcc1721bb55d1642.png,x_mark,1,0,0,0,0,0,0,train,content:asset_bcc1721bb55d1642,file_31980825c4420b48,asset_bcc1721bb55d1642,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000100.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00419_got_asset_1b3a6e6f798fa5a2.png,got,0,0,0,0,0,1,0,train,content:asset_1b3a6e6f798fa5a2,file_092f15fb75ba6dec,asset_1b3a6e6f798fa5a2,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000101.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00420_play_triangle_asset_1efd56983e8a2be7.png,play_triangle,0,1,0,0,0,0,0,test,content:asset_1efd56983e8a2be7,file_5486b3133fe474bb,asset_1efd56983e8a2be7,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000102.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00421_x_mark_asset_9604fc1d9d28db2b.png,x_mark,1,0,0,0,0,0,0,train,content:asset_9604fc1d9d28db2b,file_5ad715a20931c23f,asset_9604fc1d9d28db2b,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000103.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00422_got_asset_632899a232b4f932.png,got,0,0,0,0,0,1,0,test,content:asset_632899a232b4f932,file_4d36aa5c301bec9f,asset_632899a232b4f932,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000104.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00423_play_triangle_asset_1efd56983e8a2be7.png,play_triangle,0,1,0,0,0,0,0,test,content:asset_1efd56983e8a2be7,file_54ca0c9578597cf8,asset_1efd56983e8a2be7,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000105.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00424_x_mark_asset_f8140df227801008.png,x_mark,1,0,0,0,0,0,0,train,content:asset_f8140df227801008,file_05418c2afcaf9455,asset_f8140df227801008,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000106.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00425_got_asset_bcbfdc32bec94ea3.png,got,0,0,0,0,0,1,0,train,content:asset_bcbfdc32bec94ea3,file_855fe2ee803e5ef6,asset_bcbfdc32bec94ea3,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000107.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00426_play_triangle_asset_1efd56983e8a2be7.png,play_triangle,0,1,0,0,0,0,0,test,content:asset_1efd56983e8a2be7,file_a394e9f413666691,asset_1efd56983e8a2be7,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000108.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00427_google_play_asset_e1d07199af8a6097.png,google_play,0,0,1,0,0,0,0,test,content:asset_e1d07199af8a6097,file_aecc4f11488efbe5,asset_e1d07199af8a6097,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000109.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00428_got_asset_b20513fd6c63b9ab.png,got,0,0,0,0,0,1,0,test,content:asset_b20513fd6c63b9ab,file_51c6e2845fe08c19,asset_b20513fd6c63b9ab,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000110.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00429_play_triangle_asset_1efd56983e8a2be7.png,play_triangle,0,1,0,0,0,0,0,test,content:asset_1efd56983e8a2be7,file_ca5c9600e4f3b15e,asset_1efd56983e8a2be7,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000111.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00430_x_mark_asset_1ad7fd751ce5f996.png,x_mark,1,0,0,0,0,0,0,train,content:asset_1ad7fd751ce5f996,file_f153055da01f89c3,asset_1ad7fd751ce5f996,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000112.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00431_got_asset_636c3a424581ad0e.png,got,0,0,0,0,0,1,0,train,content:asset_636c3a424581ad0e,file_0e60eb1ed3085fcf,asset_636c3a424581ad0e,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000113.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00432_play_triangle_asset_1efd56983e8a2be7.png,play_triangle,0,1,0,0,0,0,0,test,content:asset_1efd56983e8a2be7,file_46fa4c81ef14c975,asset_1efd56983e8a2be7,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000114.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00433_x_mark_asset_7419d2d1a2e13956.png,x_mark,1,0,0,0,0,0,0,train,content:asset_7419d2d1a2e13956,file_e5407ff0961c3cc9,asset_7419d2d1a2e13956,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000115.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00434_got_asset_3dece09d166a1594.png,got,0,0,0,0,0,1,0,train,content:asset_3dece09d166a1594,file_66acddd59232bac0,asset_3dece09d166a1594,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000116.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00435_play_triangle_asset_05e39c545c2d589c.png,play_triangle,0,1,0,0,0,0,0,val,content:asset_05e39c545c2d589c,file_d15aeb5661f9fca0,asset_05e39c545c2d589c,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000117.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00436_play_triangle_asset_3ace1f0522c58233.png,play_triangle,0,1,0,0,0,0,0,val,content:asset_3ace1f0522c58233,file_8b1c83db204d4c49,asset_3ace1f0522c58233,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000118.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00437_play_triangle_asset_0a4e900ac50de596.png,play_triangle,0,1,0,0,0,0,0,val,content:asset_0a4e900ac50de596,file_d14a07d46d0279bc,asset_0a4e900ac50de596,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000119.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00438_play_triangle_asset_8c06d20936fec0bb.png,play_triangle,0,1,0,0,0,0,0,train,content:asset_8c06d20936fec0bb,file_ff3629974dd436be,asset_8c06d20936fec0bb,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000120.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00439_x_mark_asset_4b460828e7852a16.png,x_mark,1,0,0,0,0,0,0,train,content:asset_4b460828e7852a16,file_1b25b331d8c51571,asset_4b460828e7852a16,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000121.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00440_got_asset_2e9288f2d0fabccf.png,got,0,0,0,0,0,1,0,train,content:asset_2e9288f2d0fabccf,file_834d97abbc001ce5,asset_2e9288f2d0fabccf,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000122.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00441_play_triangle_asset_05e39c545c2d589c.png,play_triangle,0,1,0,0,0,0,0,val,content:asset_05e39c545c2d589c,file_cab91239fa448f26,asset_05e39c545c2d589c,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000123.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00442_play_triangle_asset_3ace1f0522c58233.png,play_triangle,0,1,0,0,0,0,0,val,content:asset_3ace1f0522c58233,file_2160d3a8470b945a,asset_3ace1f0522c58233,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000124.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00443_play_triangle_asset_0a4e900ac50de596.png,play_triangle,0,1,0,0,0,0,0,val,content:asset_0a4e900ac50de596,file_8972b60b689b7080,asset_0a4e900ac50de596,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000125.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00444_play_triangle_asset_b9f13ebbb5033ec5.png,play_triangle,0,1,0,0,0,0,0,train,content:asset_b9f13ebbb5033ec5,file_526e1585f645dd14,asset_b9f13ebbb5033ec5,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000126.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00445_got_asset_1dab5c000746ebe5.png,got,0,0,0,0,0,1,0,train,content:asset_1dab5c000746ebe5,file_db8f38d6e6bdb2f1,asset_1dab5c000746ebe5,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000127.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00446_play_triangle_asset_05e39c545c2d589c.png,play_triangle,0,1,0,0,0,0,0,val,content:asset_05e39c545c2d589c,file_54f162f1f1ac5a0d,asset_05e39c545c2d589c,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000128.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00447_play_triangle_asset_3ace1f0522c58233.png,play_triangle,0,1,0,0,0,0,0,val,content:asset_3ace1f0522c58233,file_a24788aa155dd179,asset_3ace1f0522c58233,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000129.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00448_play_triangle_asset_0a4e900ac50de596.png,play_triangle,0,1,0,0,0,0,0,val,content:asset_0a4e900ac50de596,file_8646ff8ca8335918,asset_0a4e900ac50de596,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000130.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00449_x_mark_asset_bcc1721bb55d1642.png,x_mark,1,0,0,0,0,0,0,train,content:asset_bcc1721bb55d1642,file_14caa55f8b8cccfe,asset_bcc1721bb55d1642,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000131.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00450_got_asset_418166c027e47553.png,got,0,0,0,0,0,1,0,val,content:asset_418166c027e47553,file_45282982dc7fe8e8,asset_418166c027e47553,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000132.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00451_play_triangle_asset_0f4b94e17468addc.png,play_triangle,0,1,0,0,0,0,0,train,content:asset_0f4b94e17468addc,file_c15bee436f7a2f64,asset_0f4b94e17468addc,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000133.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00452_play_triangle_asset_966793a379a174df.png,play_triangle,0,1,0,0,0,0,0,train,content:asset_966793a379a174df,file_cf7c21442008830c,asset_966793a379a174df,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000134.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00453_x_mark_asset_bcc1721bb55d1642.png,x_mark,1,0,0,0,0,0,0,train,content:asset_bcc1721bb55d1642,file_46d7d0408c058727,asset_bcc1721bb55d1642,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000135.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00454_got_asset_8b5a5bf502b06ef1.png,got,0,0,0,0,0,1,0,train,content:asset_8b5a5bf502b06ef1,file_415b1759ce91e1fe,asset_8b5a5bf502b06ef1,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000136.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00455_play_triangle_asset_0f4b94e17468addc.png,play_triangle,0,1,0,0,0,0,0,train,content:asset_0f4b94e17468addc,file_93708138367d2995,asset_0f4b94e17468addc,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000137.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00456_arrow_asset_b2038ae70ba4928b.png,arrow,0,0,0,0,0,0,1,train,content:asset_b2038ae70ba4928b,file_09262bd1f2321a7b,asset_b2038ae70ba4928b,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000138.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00457_arrow_asset_9374af084265b151.png,arrow,0,0,0,0,0,0,1,train,content:asset_9374af084265b151,file_d434d859462d0aee,asset_9374af084265b151,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000139.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00458_got_asset_859c7278c0adf604.png,got,0,0,0,0,0,1,0,val,content:asset_859c7278c0adf604,file_88211eacebd07018,asset_859c7278c0adf604,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000140.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00459_play_triangle_asset_0f4b94e17468addc.png,play_triangle,0,1,0,0,0,0,0,train,content:asset_0f4b94e17468addc,file_f4f35fb8b2be28a3,asset_0f4b94e17468addc,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000141.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00460_arrow_asset_d0d6af500a45886e.png,arrow,0,0,0,0,0,0,1,test,content:asset_d0d6af500a45886e,file_3d395ad108b7d05d,asset_d0d6af500a45886e,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000142.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00461_arrow_asset_5367678d7e7c5c9e.png,arrow,0,0,0,0,0,0,1,test,content:asset_5367678d7e7c5c9e,file_4135329ece6fef7b,asset_5367678d7e7c5c9e,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000143.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00462_got_asset_9869e8ef27cf226c.png,got,0,0,0,0,0,1,0,val,content:asset_9869e8ef27cf226c,file_a5819c59dda8a986,asset_9869e8ef27cf226c,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000144.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00463_free_asset_8951e1d6b133fc43.png,free,0,0,0,0,1,0,0,val,content:asset_8951e1d6b133fc43,file_f8a408d2b9fbc248,asset_8951e1d6b133fc43,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000145.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00464_free_asset_ec5d107e852b1436.png,free,0,0,0,0,1,0,0,train,content:asset_ec5d107e852b1436,file_6795d3c28a8fb0c6,asset_ec5d107e852b1436,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000146.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00465_got_asset_aaa32e3378ef441e.png,got,0,0,0,0,0,1,0,train,content:asset_aaa32e3378ef441e,file_2366ed5d4044abf4,asset_aaa32e3378ef441e,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000147.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00466_free_asset_251751890e71370a.png,free,0,0,0,0,1,0,0,test,content:asset_251751890e71370a,file_8c2cfa4ed0b03676,asset_251751890e71370a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000148.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00467_arrow_asset_0ef553bd6095965f.png,arrow,0,0,0,0,0,0,1,test,content:asset_0ef553bd6095965f,file_92bf9affe27f402d,asset_0ef553bd6095965f,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000149.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00468_arrow_asset_83b54a80ca6e589f.png,arrow,0,0,0,0,0,0,1,test,content:asset_83b54a80ca6e589f,file_8f81870f1b024972,asset_83b54a80ca6e589f,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000150.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00469_got_asset_ec36a0a1359d3407.png,got,0,0,0,0,0,1,0,train,content:asset_ec36a0a1359d3407,file_5e205dc34084d8c9,asset_ec36a0a1359d3407,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000151.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00470_free_asset_251751890e71370a.png,free,0,0,0,0,1,0,0,test,content:asset_251751890e71370a,file_5fccc5205c204e5e,asset_251751890e71370a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000152.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00471_arrow_asset_50ad02b705cc23fb.png,arrow,0,0,0,0,0,0,1,train,content:asset_50ad02b705cc23fb,file_0174b767cdb80e0d,asset_50ad02b705cc23fb,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000153.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00472_arrow_asset_a419bfb7ea738f2f.png,arrow,0,0,0,0,0,0,1,train,content:asset_a419bfb7ea738f2f,file_bedd66115ab8ef28,asset_a419bfb7ea738f2f,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000154.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00473_got_asset_93a1e4b128f9b908.png,got,0,0,0,0,0,1,0,train,content:asset_93a1e4b128f9b908,file_4790826d4d4880c1,asset_93a1e4b128f9b908,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000155.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00474_free_asset_251751890e71370a.png,free,0,0,0,0,1,0,0,test,content:asset_251751890e71370a,file_a9355be9f4016068,asset_251751890e71370a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000156.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00475_x_mark_asset_bcc1721bb55d1642.png,x_mark,1,0,0,0,0,0,0,train,content:asset_bcc1721bb55d1642,file_e8faeac1714fec7c,asset_bcc1721bb55d1642,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000157.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00476_got_asset_232e5768608a77e9.png,got,0,0,0,0,0,1,0,train,content:asset_232e5768608a77e9,file_42eec0ac8415b5a9,asset_232e5768608a77e9,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000158.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00477_play_triangle_asset_1efd56983e8a2be7.png,play_triangle,0,1,0,0,0,0,0,test,content:asset_1efd56983e8a2be7,file_2f60ce63befa723d,asset_1efd56983e8a2be7,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000159.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00478_x_mark_asset_6104349d1d13028a.png,x_mark,1,0,0,0,0,0,0,train,content:asset_6104349d1d13028a,file_93bb21d0c9b6b5ab,asset_6104349d1d13028a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000160.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00479_got_asset_07806939f8188a93.png,got,0,0,0,0,0,1,0,train,content:asset_07806939f8188a93,file_c55a07ff89eb44d9,asset_07806939f8188a93,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000161.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00480_play_triangle_asset_1efd56983e8a2be7.png,play_triangle,0,1,0,0,0,0,0,test,content:asset_1efd56983e8a2be7,file_5d0f4d547f12a1f9,asset_1efd56983e8a2be7,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000162.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00481_x_mark_asset_6104349d1d13028a.png,x_mark,1,0,0,0,0,0,0,train,content:asset_6104349d1d13028a,file_6238053c8e348d24,asset_6104349d1d13028a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000163.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00482_got_asset_c067442c423acf78.png,got,0,0,0,0,0,1,0,val,content:asset_c067442c423acf78,file_a2eefc3b32cd77d2,asset_c067442c423acf78,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000164.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00483_x_mark_asset_53beadffe200f55d.png,x_mark,1,0,0,0,0,0,0,train,content:asset_53beadffe200f55d,file_a7e95226550c356b,asset_53beadffe200f55d,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000165.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00484_got_asset_4baeb732de29dc99.png,got,0,0,0,0,0,1,0,val,content:asset_4baeb732de29dc99,file_081b7fcf077b5e2e,asset_4baeb732de29dc99,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000166.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00485_play_triangle_asset_1efd56983e8a2be7.png,play_triangle,0,1,0,0,0,0,0,test,content:asset_1efd56983e8a2be7,file_953448be23ae1db9,asset_1efd56983e8a2be7,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000167.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00486_x_mark_asset_6104349d1d13028a.png,x_mark,1,0,0,0,0,0,0,train,content:asset_6104349d1d13028a,file_f3370fca6a5a25e5,asset_6104349d1d13028a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000168.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00487_got_asset_5b8b9efcafa07e95.png,got,0,0,0,0,0,1,0,test,content:asset_5b8b9efcafa07e95,file_820f998b0a7abeb8,asset_5b8b9efcafa07e95,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000169.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00488_play_triangle_asset_1efd56983e8a2be7.png,play_triangle,0,1,0,0,0,0,0,test,content:asset_1efd56983e8a2be7,file_fa25aed9644a99f2,asset_1efd56983e8a2be7,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000170.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00489_x_mark_asset_6104349d1d13028a.png,x_mark,1,0,0,0,0,0,0,train,content:asset_6104349d1d13028a,file_b2e085b44f5a5d9d,asset_6104349d1d13028a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000171.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00490_got_asset_e726e438d0e40ddd.png,got,0,0,0,0,0,1,0,train,content:asset_e726e438d0e40ddd,file_46fa0185f555034a,asset_e726e438d0e40ddd,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000172.png,0
vision_platform\ads\pilot\visual_family_smoke_20260722\after_review\dataset\images\vf_00491_x_mark_asset_6104349d1d13028a.png,x_mark,1,0,0,0,0,0,0,train,content:asset_6104349d1d13028a,file_8598f00aa97cf91c,asset_6104349d1d13028a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000173.png,0
